n_points,dim,rep,err,kappa_plus,frac,ent,t_ent
2000,2,27,,-0.025468505799251764,0.0,5.601910591125488,5
2000,3,29,,-0.017168476312703282,1.0,5.223282337188721,1
2000,5,1,,0.29263220042584437,1.0,7.234723091125488,1
2000,6,3,,0.4599081544823065,1.0,7.405480861663818,1
3000,2,5,,0.0033594519298644487,0.0,6.177614212036133,9
3000,3,7,,-0.03530480302198165,0.9875,5.1668219566345215,1
3000,4,9,,-0.09723785754887235,1.0,6.359231948852539,1
3000,5,11,,0.08318246374449632,1.0,7.4790496826171875,1
3000,6,13,,0.20613602191131708,1.0,7.793290138244629,1
