instance,dataset,err,name,dim,noise,m,shape,ks_true,n_points,kappa_plus,frac
32,sadspheres,,2-Plane,2,0.0,,Plane,0.0,2000,0.004021980737711775,0.0
96,sadspheres,,3-Saddle,3,0.0,,Saddle,-8.0,2000,-0.13390523653295788,1.0
160,sadspheres,,4-Sphere,4,0.0,,Sphere,2.0,2000,0.3342006237678369,0.0
224,sadspheres,,5-Plane,5,0.0,,Plane,0.0,2000,0.27794318766816334,1.0
288,sadspheres,,6-Saddle,6,0.0,,Saddle,-24.0,2000,0.4950601114657641,1.0
397,colosseum,,d2-c1-n0.2-m7,2,0.2,7,,-7.068274592865281,3000,-0.18511089180358647,0.3125
521,colosseum,,d3-c1-n0.2-m11,3,0.2,11,,-2.5949241501049283,3000,-0.1266591097359816,0.0125
660,colosseum,,d5-c1-n0.01-m0,5,0.01,0,,1.9053751696081136,3000,0.013732367245178317,0.2125
784,colosseum,,d6-c1-n0.01-m4,6,0.01,4,,-71.27016179316198,3000,-0.5922262721806204,1.0
