instance,point,kind,dim,noise,seed,ks_true,sent
124,1250,torus,3,0.05,2,0.0,7.182958591352729
124,1219,torus,3,0.05,2,0.0,7.183457425799151
124,446,torus,3,0.05,2,0.0,7.182020870055601
124,676,torus,3,0.05,2,0.0,7.186199408429497
124,619,torus,3,0.05,2,0.0,7.183555694490972
124,163,torus,3,0.05,2,0.0,7.195825163339679
125,137,torus,3,0.15,2,0.0,7.190839898666727
125,390,torus,3,0.15,2,0.0,7.185280608728881
125,1250,torus,3,0.15,2,0.0,7.187957169137052
125,1219,torus,3,0.15,2,0.0,7.186261812284874
125,446,torus,3,0.15,2,0.0,7.1872627480179165
125,676,torus,3,0.15,2,0.0,7.190799908822633
125,619,torus,3,0.15,2,0.0,7.184658041282763
125,163,torus,3,0.15,2,0.0,7.197597589250769
126,1269,sphere,4,0.0,0,29.61115026867347,7.209535271740306
126,112,sphere,4,0.0,0,29.61115026867347,7.211233101397536
126,24,sphere,4,0.0,0,29.61115026867347,7.211228451288502
126,764,sphere,4,0.0,0,29.61115026867347,7.205709599190902
126,460,sphere,4,0.0,0,29.61115026867347,7.210932354340571
126,403,sphere,4,0.0,0,29.61115026867347,7.206947429862303
126,61,sphere,4,0.0,0,29.61115026867347,7.211657479314244
126,951,sphere,4,0.0,0,29.61115026867347,7.206767329860863
127,1269,sphere,4,0.05,0,29.61115026867347,7.208493023564612
127,112,sphere,4,0.05,0,29.61115026867347,7.211775952455024
127,24,sphere,4,0.05,0,29.61115026867347,7.211341909753425
127,764,sphere,4,0.05,0,29.61115026867347,7.204897072219581
127,460,sphere,4,0.05,0,29.61115026867347,7.210241047301551
127,403,sphere,4,0.05,0,29.61115026867347,7.207083191238661
127,61,sphere,4,0.05,0,29.61115026867347,7.210010824381919
127,951,sphere,4,0.05,0,29.61115026867347,7.206407470511143
128,1269,sphere,4,0.15,0,29.61115026867347,7.209843870625139
128,112,sphere,4,0.15,0,29.61115026867347,7.211967172177911
128,24,sphere,4,0.15,0,29.61115026867347,7.212463066284574
128,764,sphere,4,0.15,0,29.61115026867347,7.205333594963649
128,460,sphere,4,0.15,0,29.61115026867347,7.209903319341647
128,403,sphere,4,0.15,0,29.61115026867347,7.207240885525124
128,61,sphere,4,0.15,0,29.61115026867347,7.210859732849219
128,951,sphere,4,0.15,0,29.61115026867347,7.207159672119531
129,1421,sphere,4,0.0,1,29.5895983515116,7.205576680223539
129,706,sphere,4,0.0,1,29.5895983515116,7.209314837656949
129,52,sphere,4,0.0,1,29.5895983515116,7.210392747484429
129,1422,sphere,4,0.0,1,29.5895983515116,7.206184992132814
129,1233,sphere,4,0.0,1,29.5895983515116,7.209757261290033
129,215,sphere,4,0.0,1,29.5895983515116,7.209824700050438
129,1128,sphere,4,0.0,1,29.5895983515116,7.204074565143741
129,764,sphere,4,0.0,1,29.5895983515116,7.211830776237293
130,1421,sphere,4,0.05,1,29.5895983515116,7.205390863850037
130,706,sphere,4,0.05,1,29.5895983515116,7.209464012187226
