instance,point,kind,dim,noise,seed,ks_true,sent
209,764,sphere,5,0.15,0,49.38075058455807,7.219104590873389
209,460,sphere,5,0.15,0,49.38075058455807,7.218485236462706
209,403,sphere,5,0.15,0,49.38075058455807,7.216747690436447
209,61,sphere,5,0.15,0,49.38075058455807,7.219235258495446
209,951,sphere,5,0.15,0,49.38075058455807,7.21802401382153
210,1421,sphere,5,0.0,1,49.37918188686498,7.220954136790046
210,706,sphere,5,0.0,1,49.37918188686498,7.217250668130033
210,52,sphere,5,0.0,1,49.37918188686498,7.217333927533745
210,1422,sphere,5,0.0,1,49.37918188686498,7.217959013974937
210,1233,sphere,5,0.0,1,49.37918188686498,7.219684670987472
210,215,sphere,5,0.0,1,49.37918188686498,7.219560574100695
210,1128,sphere,5,0.0,1,49.37918188686498,7.2183448300634545
210,764,sphere,5,0.0,1,49.37918188686498,7.219717026705066
211,1421,sphere,5,0.05,1,49.37918188686498,7.220914365119163
211,706,sphere,5,0.05,1,49.37918188686498,7.217027012430886
211,52,sphere,5,0.05,1,49.37918188686498,7.217498694328605
211,1422,sphere,5,0.05,1,49.37918188686498,7.218131429148313
211,1233,sphere,5,0.05,1,49.37918188686498,7.219554468710832
211,215,sphere,5,0.05,1,49.37918188686498,7.219375169430994
211,1128,sphere,5,0.05,1,49.37918188686498,7.218461094140804
211,764,sphere,5,0.05,1,49.37918188686498,7.219548441843049
212,1421,sphere,5,0.15,1,49.37918188686498,7.220692026437407
212,706,sphere,5,0.15,1,49.37918188686498,7.21715992739154
212,52,sphere,5,0.15,1,49.37918188686498,7.218181735350825
212,1422,sphere,5,0.15,1,49.37918188686498,7.218344179929813
212,1233,sphere,5,0.15,1,49.37918188686498,7.219980021612033
212,215,sphere,5,0.15,1,49.37918188686498,7.219328273387379
212,1128,sphere,5,0.15,1,49.37918188686498,7.218853166163639
212,764,sphere,5,0.15,1,49.37918188686498,7.219245365855232
213,137,sphere,5,0.0,2,49.36121997669401,7.218721895943624
213,390,sphere,5,0.0,2,49.36121997669401,7.218972860232593
213,1250,sphere,5,0.0,2,49.36121997669401,7.2205822112587
213,1219,sphere,5,0.0,2,49.36121997669401,7.219405885519492
213,446,sphere,5,0.0,2,49.36121997669401,7.220754647631831
213,676,sphere,5,0.0,2,49.36121997669401,7.220166411113192
213,619,sphere,5,0.0,2,49.36121997669401,7.220644270780453
213,163,sphere,5,0.0,2,49.36121997669401,7.220379159060897
214,137,sphere,5,0.05,2,49.36121997669401,7.219351019249638
214,390,sphere,5,0.05,2,49.36121997669401,7.218795173726665
214,1250,sphere,5,0.05,2,49.36121997669401,7.220572549699822
214,1219,sphere,5,0.05,2,49.36121997669401,7.219639818412265
214,446,sphere,5,0.05,2,49.36121997669401,7.220583995424883
214,676,sphere,5,0.05,2,49.36121997669401,7.220588814064419
214,619,sphere,5,0.05,2,49.36121997669401,7.220731351319905
214,163,sphere,5,0.05,2,49.36121997669401,7.220165946530903
215,137,sphere,5,0.15,2,49.36121997669401,7.219843661329984
215,390,sphere,5,0.15,2,49.36121997669401,7.219122692584718
215,1250,sphere,5,0.15,2,49.36121997669401,7.2205767052112035
215,1219,sphere,5,0.15,2,49.36121997669401,7.220162891921156
215,446,sphere,5,0.15,2,49.36121997669401,7.220283021139329
215,676,sphere,5,0.15,2,49.36121997669401,7.220592826974563
215,619,sphere,5,0.15,2,49.36121997669401,7.2207581371027265
215,163,sphere,5,0.15,2,49.36121997669401,7.220100099450052
216,1269,hyperbolic,5,0.0,0,-70.35839408178289,7.220142398948324
216,112,hyperbolic,5,0.0,0,-70.35839408178289,7.2244442015697725
216,24,hyperbolic,5,0.0,0,-70.35839408178289,7.221459542612249
216,764,hyperbolic,5,0.0,0,-70.35839408178289,7.219597132332547
216,460,hyperbolic,5,0.0,0,-70.35839408178289,7.223874222061967
216,403,hyperbolic,5,0.0,0,-70.35839408178289,7.221206154309012
216,61,hyperbolic,5,0.0,0,-70.35839408178289,7.218804510299565
216,951,hyperbolic,5,0.0,0,-70.35839408178289,7.220361551156975
217,1269,hyperbolic,5,0.05,0,-70.35839408178289,7.219814916641482
217,112,hyperbolic,5,0.05,0,-70.35839408178289,7.224483389817341
217,24,hyperbolic,5,0.05,0,-70.35839408178289,7.221092217028469
217,764,hyperbolic,5,0.05,0,-70.35839408178289,7.219691128414194
217,460,hyperbolic,5,0.05,0,-70.35839408178289,7.223850247036415
217,403,hyperbolic,5,0.05,0,-70.35839408178289,7.221054283131561
217,61,hyperbolic,5,0.05,0,-70.35839408178289,7.219010562510816
217,951,hyperbolic,5,0.05,0,-70.35839408178289,7.219967333628056
218,1269,hyperbolic,5,0.15,0,-70.35839408178289,7.219556566228779
218,112,hyperbolic,5,0.15,0,-70.35839408178289,7.224477416463756
218,24,hyperbolic,5,0.15,0,-70.35839408178289,7.221545997705205
218,764,hyperbolic,5,0.15,0,-70.35839408178289,7.219786849195483
218,460,hyperbolic,5,0.15,0,-70.35839408178289,7.223776885595593
218,403,hyperbolic,5,0.15,0,-70.35839408178289,7.220973748401416
218,61,hyperbolic,5,0.15,0,-70.35839408178289,7.219244462544596
218,951,hyperbolic,5,0.15,0,-70.35839408178289,7.220073706907941
219,1421,hyperbolic,5,0.0,1,-70.74531392559459,7.217830100974754
219,706,hyperbolic,5,0.0,1,-70.74531392559459,7.221498705186162
219,52,hyperbolic,5,0.0,1,-70.74531392559459,7.22358875109803
219,1422,hyperbolic,5,0.0,1,-70.74531392559459,7.220759406498367
219,1233,hyperbolic,5,0.0,1,-70.74531392559459,7.220569178712364
219,215,hyperbolic,5,0.0,1,-70.74531392559459,7.219536707604414
219,1128,hyperbolic,5,0.0,1,-70.74531392559459,7.220010095004622
219,764,hyperbolic,5,0.0,1,-70.74531392559459,7.219522174867539
220,1421,hyperbolic,5,0.05,1,-70.74531392559459,7.218187452009959
220,706,hyperbolic,5,0.05,1,-70.74531392559459,7.221307296435674
220,52,hyperbolic,5,0.05,1,-70.74531392559459,7.223690334557276
220,1422,hyperbolic,5,0.05,1,-70.74531392559459,7.220676234319068
220,1233,hyperbolic,5,0.05,1,-70.74531392559459,7.220531545601586
220,215,hyperbolic,5,0.05,1,-70.74531392559459,7.21917687065387
220,1128,hyperbolic,5,0.05,1,-70.74531392559459,7.219825646551178
220,764,hyperbolic,5,0.05,1,-70.74531392559459,7.219193325305671
221,1421,hyperbolic,5,0.15,1,-70.74531392559459,7.217518116388682
221,706,hyperbolic,5,0.15,1,-70.74531392559459,7.221249442097781
221,52,hyperbolic,5,0.15,1,-70.74531392559459,7.223605240764513
221,1422,hyperbolic,5,0.15,1,-70.74531392559459,7.220523546852192
221,1233,hyperbolic,5,0.15,1,-70.74531392559459,7.220734975383756
221,215,hyperbolic,5,0.15,1,-70.74531392559459,7.219256837068815
221,1128,hyperbolic,5,0.15,1,-70.74531392559459,7.218780476300001
221,764,hyperbolic,5,0.15,1,-70.74531392559459,7.218917814764866
222,137,hyperbolic,5,0.0,2,-71.64219840933289,7.219866455283571
222,390,hyperbolic,5,0.0,2,-71.64219840933289,7.220881699427198
222,1250,hyperbolic,5,0.0,2,-71.64219840933289,7.219157511400994
222,1219,hyperbolic,5,0.0,2,-71.64219840933289,7.219664025975855
222,446,hyperbolic,5,0.0,2,-71.64219840933289,7.2188672978049055
222,676,hyperbolic,5,0.0,2,-71.64219840933289,7.222024423456819
222,619,hyperbolic,5,0.0,2,-71.64219840933289,7.218782458682623
222,163,hyperbolic,5,0.0,2,-71.64219840933289,7.221301161656483
223,137,hyperbolic,5,0.05,2,-71.64219840933289,7.219853904140908
223,390,hyperbolic,5,0.05,2,-71.64219840933289,7.22083923572824
223,1250,hyperbolic,5,0.05,2,-71.64219840933289,7.218992998846291
223,1219,hyperbolic,5,0.05,2,-71.64219840933289,7.219504386918341
223,446,hyperbolic,5,0.05,2,-71.64219840933289,7.2181051919871475
223,676,hyperbolic,5,0.05,2,-71.64219840933289,7.221894315998219
223,619,hyperbolic,5,0.05,2,-71.64219840933289,7.219274070697676
223,163,hyperbolic,5,0.05,2,-71.64219840933289,7.221365929856784
224,137,hyperbolic,5,0.15,2,-71.64219840933289,7.220313533747196
224,390,hyperbolic,5,0.15,2,-71.64219840933289,7.221475553245203
224,1250,hyperbolic,5,0.15,2,-71.64219840933289,7.218289236559185
224,1219,hyperbolic,5,0.15,2,-71.64219840933289,7.22004114901987
224,446,hyperbolic,5,0.15,2,-71.64219840933289,7.219879209431205
224,676,hyperbolic,5,0.15,2,-71.64219840933289,7.2214920020475475
224,619,hyperbolic,5,0.15,2,-71.64219840933289,7.219895950204746
224,163,hyperbolic,5,0.15,2,-71.64219840933289,7.221215422129447
225,1269,hyperbolic,5,0.0,0,-166.19855095935708,7.222979848112425
225,112,hyperbolic,5,0.0,0,-166.19855095935708,7.224896930304303
225,24,hyperbolic,5,0.0,0,-166.19855095935708,7.223668104922736
225,764,hyperbolic,5,0.0,0,-166.19855095935708,7.222791090562995
225,460,hyperbolic,5,0.0,0,-166.19855095935708,7.224647265904009
225,403,hyperbolic,5,0.0,0,-166.19855095935708,7.223603381833213
225,61,hyperbolic,5,0.0,0,-166.19855095935708,7.222417173067113
225,951,hyperbolic,5,0.0,0,-166.19855095935708,7.223091809896298
226,1269,hyperbolic,5,0.05,0,-166.19855095935708,7.222904375417852
226,112,hyperbolic,5,0.05,0,-166.19855095935708,7.224920086080773
226,24,hyperbolic,5,0.05,0,-166.19855095935708,7.223570981535577
226,764,hyperbolic,5,0.05,0,-166.19855095935708,7.22270622236136
226,460,hyperbolic,5,0.05,0,-166.19855095935708,7.224607876471037
226,403,hyperbolic,5,0.05,0,-166.19855095935708,7.223459589994713
226,61,hyperbolic,5,0.05,0,-166.19855095935708,7.222411993142337
226,951,hyperbolic,5,0.05,0,-166.19855095935708,7.223002010812834
227,1269,hyperbolic,5,0.15,0,-166.19855095935708,7.222454388864703
227,112,hyperbolic,5,0.15,0,-166.19855095935708,7.224847211982587
227,24,hyperbolic,5,0.15,0,-166.19855095935708,7.22354274128544
227,764,hyperbolic,5,0.15,0,-166.19855095935708,7.222283581804094
227,460,hyperbolic,5,0.15,0,-166.19855095935708,7.224483379716212
227,403,hyperbolic,5,0.15,0,-166.19855095935708,7.22334269223184
227,61,hyperbolic,5,0.15,0,-166.19855095935708,7.222153627380004
227,951,hyperbolic,5,0.15,0,-166.19855095935708,7.22281830965766
228,1421,hyperbolic,5,0.0,1,-166.96775775339927,7.222191339253042
228,706,hyperbolic,5,0.0,1,-166.96775775339927,7.223600359650259
228,52,hyperbolic,5,0.0,1,-166.96775775339927,7.224461633007563
228,1422,hyperbolic,5,0.0,1,-166.96775775339927,7.223330200043369
228,1233,hyperbolic,5,0.0,1,-166.96775775339927,7.223390943260375
228,215,hyperbolic,5,0.0,1,-166.96775775339927,7.222521844013868
228,1128,hyperbolic,5,0.0,1,-166.96775775339927,7.223014106129189
228,764,hyperbolic,5,0.0,1,-166.96775775339927,7.222937055791396
229,1421,hyperbolic,5,0.05,1,-166.96775775339927,7.222159236742076
229,706,hyperbolic,5,0.05,1,-166.96775775339927,7.223565718227375
229,52,hyperbolic,5,0.05,1,-166.96775775339927,7.224477084278064
229,1422,hyperbolic,5,0.05,1,-166.96775775339927,7.22335543380469
229,1233,hyperbolic,5,0.05,1,-166.96775775339927,7.22327983106342
229,215,hyperbolic,5,0.05,1,-166.96775775339927,7.222327521191614
229,1128,hyperbolic,5,0.05,1,-166.96775775339927,7.222871955671597
229,764,hyperbolic,5,0.05,1,-166.96775775339927,7.222891944231155
230,1421,hyperbolic,5,0.15,1,-166.96775775339927,7.221645056905144
230,706,hyperbolic,5,0.15,1,-166.96775775339927,7.223275724098778
230,52,hyperbolic,5,0.15,1,-166.96775775339927,7.224414480419846
230,1422,hyperbolic,5,0.15,1,-166.96775775339927,7.222954103580019
230,1233,hyperbolic,5,0.15,1,-166.96775775339927,7.222920737948232
230,215,hyperbolic,5,0.15,1,-166.96775775339927,7.222035586894767
230,1128,hyperbolic,5,0.15,1,-166.96775775339927,7.221776060199311
230,764,hyperbolic,5,0.15,1,-166.96775775339927,7.222550039453853
231,137,hyperbolic,5,0.0,2,-168.8028723038541,7.222832316980011
231,390,hyperbolic,5,0.0,2,-168.8028723038541,7.2237275813660276
231,1250,hyperbolic,5,0.0,2,-168.8028723038541,7.223008201665727
231,1219,hyperbolic,5,0.0,2,-168.8028723038541,7.223065931734956
231,446,hyperbolic,5,0.0,2,-168.8028723038541,7.222580767616805
231,676,hyperbolic,5,0.0,2,-168.8028723038541,7.223929885573932
231,619,hyperbolic,5,0.0,2,-168.8028723038541,7.2220875326549185
231,163,hyperbolic,5,0.0,2,-168.8028723038541,7.223659640899069
232,137,hyperbolic,5,0.05,2,-168.8028723038541,7.2229636478808
232,390,hyperbolic,5,0.05,2,-168.8028723038541,7.2236767766180146
232,1250,hyperbolic,5,0.05,2,-168.8028723038541,7.222804860413992
232,1219,hyperbolic,5,0.05,2,-168.8028723038541,7.222884965551565
232,446,hyperbolic,5,0.05,2,-168.8028723038541,7.222347971705751
232,676,hyperbolic,5,0.05,2,-168.8028723038541,7.22375728723211
232,619,hyperbolic,5,0.05,2,-168.8028723038541,7.222363534138929
232,163,hyperbolic,5,0.05,2,-168.8028723038541,7.2236463514628735
233,137,hyperbolic,5,0.15,2,-168.8028723038541,7.222985765368265
233,390,hyperbolic,5,0.15,2,-168.8028723038541,7.223746680114121
233,1250,hyperbolic,5,0.15,2,-168.8028723038541,7.222199251910736
233,1219,hyperbolic,5,0.15,2,-168.8028723038541,7.222772941602985
233,446,hyperbolic,5,0.15,2,-168.8028723038541,7.222653949464698
233,676,hyperbolic,5,0.15,2,-168.8028723038541,7.223410200606604
233,619,hyperbolic,5,0.15,2,-168.8028723038541,7.222849142771397
233,163,hyperbolic,5,0.15,2,-168.8028723038541,7.223627894367834
234,1269,hyperbolic,5,0.0,0,-397.4700398587949,7.224849261453267
234,112,hyperbolic,5,0.0,0,-397.4700398587949,7.225129366877311
234,24,hyperbolic,5,0.0,0,-397.4700398587949,7.224868378650419
234,764,hyperbolic,5,0.0,0,-397.4700398587949,7.224716422971586
234,460,hyperbolic,5,0.0,0,-397.4700398587949,7.225066793850794
234,403,hyperbolic,5,0.0,0,-397.4700398587949,7.224918959886599
234,61,hyperbolic,5,0.0,0,-397.4700398587949,7.224600375595514
234,951,hyperbolic,5,0.0,0,-397.4700398587949,7.224847511602983
235,1269,hyperbolic,5,0.05,0,-397.4700398587949,7.224802549871664
235,112,hyperbolic,5,0.05,0,-397.4700398587949,7.22511697381568
235,24,hyperbolic,5,0.05,0,-397.4700398587949,7.224908308949166
235,764,hyperbolic,5,0.05,0,-397.4700398587949,7.224685411179491
235,460,hyperbolic,5,0.05,0,-397.4700398587949,7.225055183925999
235,403,hyperbolic,5,0.05,0,-397.4700398587949,7.224850972211923
235,61,hyperbolic,5,0.05,0,-397.4700398587949,7.224588471189341
235,951,hyperbolic,5,0.05,0,-397.4700398587949,7.224811060292376
236,1269,hyperbolic,5,0.15,0,-397.4700398587949,7.224464729123409
236,112,hyperbolic,5,0.15,0,-397.4700398587949,7.225013890566089
236,24,hyperbolic,5,0.15,0,-397.4700398587949,7.224793270964106
236,764,hyperbolic,5,0.15,0,-397.4700398587949,7.224599001239335
236,460,hyperbolic,5,0.15,0,-397.4700398587949,7.224945129954903
236,403,hyperbolic,5,0.15,0,-397.4700398587949,7.224770748761155
236,61,hyperbolic,5,0.15,0,-397.4700398587949,7.224466275443175
236,951,hyperbolic,5,0.15,0,-397.4700398587949,7.224691272588389
237,1421,hyperbolic,5,0.0,1,-398.7373129541945,7.224732941222093
237,706,hyperbolic,5,0.0,1,-398.7373129541945,7.224939534143592
237,52,hyperbolic,5,0.0,1,-398.7373129541945,7.225080465500509
237,1422,hyperbolic,5,0.0,1,-398.7373129541945,7.224855717480128
237,1233,hyperbolic,5,0.0,1,-398.7373129541945,7.224800026079684
237,215,hyperbolic,5,0.0,1,-398.7373129541945,7.22474279293382
237,1128,hyperbolic,5,0.0,1,-398.7373129541945,7.224826145919943
237,764,hyperbolic,5,0.0,1,-398.7373129541945,7.224817342177624
238,1421,hyperbolic,5,0.05,1,-398.7373129541945,7.224690850141537
238,706,hyperbolic,5,0.05,1,-398.7373129541945,7.224950741780813
238,52,hyperbolic,5,0.05,1,-398.7373129541945,7.22504661141014
238,1422,hyperbolic,5,0.05,1,-398.7373129541945,7.224881572091727
238,1233,hyperbolic,5,0.05,1,-398.7373129541945,7.224817550327289
238,215,hyperbolic,5,0.05,1,-398.7373129541945,7.224684804675517
238,1128,hyperbolic,5,0.05,1,-398.7373129541945,7.224765445293875
238,764,hyperbolic,5,0.05,1,-398.7373129541945,7.224789967537854
239,1421,hyperbolic,5,0.15,1,-398.7373129541945,7.224441044625699
239,706,hyperbolic,5,0.15,1,-398.7373129541945,7.22463177008718
239,52,hyperbolic,5,0.15,1,-398.7373129541945,7.224958729395722
239,1422,hyperbolic,5,0.15,1,-398.7373129541945,7.224699559764301
239,1233,hyperbolic,5,0.15,1,-398.7373129541945,7.224661265344421
239,215,hyperbolic,5,0.15,1,-398.7373129541945,7.224481045512888
239,1128,hyperbolic,5,0.15,1,-398.7373129541945,7.224339499726344
239,764,hyperbolic,5,0.15,1,-398.7373129541945,7.2246246373193985
240,137,hyperbolic,5,0.0,2,-402.0504812232803,7.224828923736101
240,390,hyperbolic,5,0.0,2,-402.0504812232803,7.224909662034783
240,1250,hyperbolic,5,0.0,2,-402.0504812232803,7.2248905026027455
240,1219,hyperbolic,5,0.0,2,-402.0504812232803,7.22486588932922
240,446,hyperbolic,5,0.0,2,-402.0504812232803,7.224811245203291
240,676,hyperbolic,5,0.0,2,-402.0504812232803,7.224963060056671
240,619,hyperbolic,5,0.0,2,-402.0504812232803,7.224636346256975
240,163,hyperbolic,5,0.0,2,-402.0504812232803,7.224929537599419
241,137,hyperbolic,5,0.05,2,-402.0504812232803,7.224817809349266
241,390,hyperbolic,5,0.05,2,-402.0504812232803,7.224908372126732
241,1250,hyperbolic,5,0.05,2,-402.0504812232803,7.224861317191544
241,1219,hyperbolic,5,0.05,2,-402.0504812232803,7.2248068733552815
241,446,hyperbolic,5,0.05,2,-402.0504812232803,7.22477033054793
241,676,hyperbolic,5,0.05,2,-402.0504812232803,7.224933545120797
241,619,hyperbolic,5,0.05,2,-402.0504812232803,7.224679061499577
241,163,hyperbolic,5,0.05,2,-402.0504812232803,7.224914382894264
242,137,hyperbolic,5,0.15,2,-402.0504812232803,7.224696659700983
242,390,hyperbolic,5,0.15,2,-402.0504812232803,7.224856189333859
242,1250,hyperbolic,5,0.15,2,-402.0504812232803,7.224543953262041
242,1219,hyperbolic,5,0.15,2,-402.0504812232803,7.224647825660086
242,446,hyperbolic,5,0.15,2,-402.0504812232803,7.22466673922777
242,676,hyperbolic,5,0.15,2,-402.0504812232803,7.224798953517863
242,619,hyperbolic,5,0.15,2,-402.0504812232803,7.224693002110393
242,163,hyperbolic,5,0.15,2,-402.0504812232803,7.2248008244946815
243,1269,torus,5,0.0,0,0.0,7.22260213930356
243,112,torus,5,0.0,0,0.0,7.223939126519512
243,24,torus,5,0.0,0,0.0,7.223855736614971
243,764,torus,5,0.0,0,0.0,7.222875468244515
243,460,torus,5,0.0,0,0.0,7.223598737785203
243,403,torus,5,0.0,0,0.0,7.2239328819355375
243,61,torus,5,0.0,0,0.0,7.223517662729988
243,951,torus,5,0.0,0,0.0,7.2225029467770145
244,1269,torus,5,0.05,0,0.0,7.222557652900109
244,112,torus,5,0.05,0,0.0,7.224006275792771
244,24,torus,5,0.05,0,0.0,7.2238770811361395
244,764,torus,5,0.05,0,0.0,7.222801489632376
244,460,torus,5,0.05,0,0.0,7.223644898996063
244,403,torus,5,0.05,0,0.0,7.223957169758771
244,61,torus,5,0.05,0,0.0,7.223471542331978
244,951,torus,5,0.05,0,0.0,7.222598079906938
245,1269,torus,5,0.15,0,0.0,7.222797785432267
245,112,torus,5,0.15,0,0.0,7.223902823757513
245,24,torus,5,0.15,0,0.0,7.223789489282878
245,764,torus,5,0.15,0,0.0,7.222569254476651
245,460,torus,5,0.15,0,0.0,7.223734696846983
245,403,torus,5,0.15,0,0.0,7.223699581628816
245,61,torus,5,0.15,0,0.0,7.223180541775847
245,951,torus,5,0.15,0,0.0,7.2224129644809025
246,1421,torus,5,0.0,1,0.0,7.223436582547782
246,706,torus,5,0.0,1,0.0,7.223448827471785
246,52,torus,5,0.0,1,0.0,7.223840961558523
246,1422,torus,5,0.0,1,0.0,7.223896129147505
246,1233,torus,5,0.0,1,0.0,7.223776232387468
246,215,torus,5,0.0,1,0.0,7.223316251359117
246,1128,torus,5,0.0,1,0.0,7.223605912494102
246,764,torus,5,0.0,1,0.0,7.223821736780248
247,1421,torus,5,0.05,1,0.0,7.223370063699924
247,706,torus,5,0.05,1,0.0,7.223581963003037
247,52,torus,5,0.05,1,0.0,7.223772279899032
247,1422,torus,5,0.05,1,0.0,7.223873974794902
247,1233,torus,5,0.05,1,0.0,7.223912565510415
247,215,torus,5,0.05,1,0.0,7.223287400713247
247,1128,torus,5,0.05,1,0.0,7.223748468640915
247,764,torus,5,0.05,1,0.0,7.223839017202425
248,1421,torus,5,0.15,1,0.0,7.223249225270947
248,706,torus,5,0.15,1,0.0,7.223356218556219
248,52,torus,5,0.15,1,0.0,7.223640478579776
248,1422,torus,5,0.15,1,0.0,7.223667715849055
248,1233,torus,5,0.15,1,0.0,7.223576118172728
248,215,torus,5,0.15,1,0.0,7.223114952045122
248,1128,torus,5,0.15,1,0.0,7.223190112756816
248,764,torus,5,0.15,1,0.0,7.223538343055234
249,137,torus,5,0.0,2,0.0,7.222288444992879
249,390,torus,5,0.0,2,0.0,7.22368622902885
249,1250,torus,5,0.0,2,0.0,7.223482004969925
249,1219,torus,5,0.0,2,0.0,7.22270628453058
249,446,torus,5,0.0,2,0.0,7.223538048566746
249,676,torus,5,0.0,2,0.0,7.223938215823414
249,619,torus,5,0.0,2,0.0,7.221267501172748
249,163,torus,5,0.0,2,0.0,7.223761158227777
250,137,torus,5,0.05,2,0.0,7.222387303699273
250,390,torus,5,0.05,2,0.0,7.223615319004124
250,1250,torus,5,0.05,2,0.0,7.2232924234266145
250,1219,torus,5,0.05,2,0.0,7.222272005105792
250,446,torus,5,0.05,2,0.0,7.223522317012687
250,676,torus,5,0.05,2,0.0,7.223974783771733
250,619,torus,5,0.05,2,0.0,7.221709584309901
250,163,torus,5,0.05,2,0.0,7.2237188101333025
251,137,torus,5,0.15,2,0.0,7.2222558937394545
251,390,torus,5,0.15,2,0.0,7.223324531939888
251,1250,torus,5,0.15,2,0.0,7.223211364897226
251,1219,torus,5,0.15,2,0.0,7.221749999477466
251,446,torus,5,0.15,2,0.0,7.2232017384006415
251,676,torus,5,0.15,2,0.0,7.223612521186618
251,619,torus,5,0.15,2,0.0,7.222582545363487
251,163,torus,5,0.15,2,0.0,7.223409207703392
252,1269,sphere,6,0.0,0,74.01972002368758,7.221538196579663
252,112,sphere,6,0.0,0,74.01972002368758,7.222892774573651
252,24,sphere,6,0.0,0,74.01972002368758,7.222300707808113
252,764,sphere,6,0.0,0,74.01972002368758,7.223012060315341
252,460,sphere,6,0.0,0,74.01972002368758,7.222791555009734
252,403,sphere,6,0.0,0,74.01972002368758,7.222465448606821
252,61,sphere,6,0.0,0,74.01972002368758,7.222303687296111
252,951,sphere,6,0.0,0,74.01972002368758,7.221871450469656
253,1269,sphere,6,0.05,0,74.01972002368758,7.221585464687052
253,112,sphere,6,0.05,0,74.01972002368758,7.222814003474895
253,24,sphere,6,0.05,0,74.01972002368758,7.222147751293884
253,764,sphere,6,0.05,0,74.01972002368758,7.222718124647459
253,460,sphere,6,0.05,0,74.01972002368758,7.222746405524996
253,403,sphere,6,0.05,0,74.01972002368758,7.222559257645484
253,61,sphere,6,0.05,0,74.01972002368758,7.222386096161284
253,951,sphere,6,0.05,0,74.01972002368758,7.221800098281789
254,1269,sphere,6,0.15,0,74.01972002368758,7.221293399789397
254,112,sphere,6,0.15,0,74.01972002368758,7.222680077793547
254,24,sphere,6,0.15,0,74.01972002368758,7.222312386926726
254,764,sphere,6,0.15,0,74.01972002368758,7.222674182312893
254,460,sphere,6,0.15,0,74.01972002368758,7.2224234794593105
254,403,sphere,6,0.15,0,74.01972002368758,7.222457909323531
254,61,sphere,6,0.15,0,74.01972002368758,7.222006191315457
254,951,sphere,6,0.15,0,74.01972002368758,7.221623179938586
255,1421,sphere,6,0.0,1,74.00259163973334,7.222810974065782
255,706,sphere,6,0.0,1,74.00259163973334,7.221737694581355
255,52,sphere,6,0.0,1,74.00259163973334,7.222611425378514
255,1422,sphere,6,0.0,1,74.00259163973334,7.222936478211736
255,1233,sphere,6,0.0,1,74.00259163973334,7.222585281013844
255,215,sphere,6,0.0,1,74.00259163973334,7.222339143083287
255,1128,sphere,6,0.0,1,74.00259163973334,7.223057831666974
255,764,sphere,6,0.0,1,74.00259163973334,7.221401815364365
256,1421,sphere,6,0.05,1,74.00259163973334,7.222904438545469
256,706,sphere,6,0.05,1,74.00259163973334,7.221836682243059
256,52,sphere,6,0.05,1,74.00259163973334,7.222347063315857
256,1422,sphere,6,0.05,1,74.00259163973334,7.222993194762525
256,1233,sphere,6,0.05,1,74.00259163973334,7.222639629123456
256,215,sphere,6,0.05,1,74.00259163973334,7.222386399470147
256,1128,sphere,6,0.05,1,74.00259163973334,7.222885198926409
256,764,sphere,6,0.05,1,74.00259163973334,7.221538594590998
257,1421,sphere,6,0.15,1,74.00259163973334,7.222695769077056
257,706,sphere,6,0.15,1,74.00259163973334,7.221833511839782
257,52,sphere,6,0.15,1,74.00259163973334,7.221549236595972
257,1422,sphere,6,0.15,1,74.00259163973334,7.223079689185985
257,1233,sphere,6,0.15,1,74.00259163973334,7.222588212733026
257,215,sphere,6,0.15,1,74.00259163973334,7.222172482104663
257,1128,sphere,6,0.15,1,74.00259163973334,7.222788927597771
257,764,sphere,6,0.15,1,74.00259163973334,7.221693153165352
258,137,sphere,6,0.0,2,73.97465734246512,7.222795901559028
258,390,sphere,6,0.0,2,73.97465734246512,7.222328883327919
258,1250,sphere,6,0.0,2,73.97465734246512,7.221487158855794
258,1219,sphere,6,0.0,2,73.97465734246512,7.2224965520081135
258,446,sphere,6,0.0,2,73.97465734246512,7.22214448867559
258,676,sphere,6,0.0,2,73.97465734246512,7.221621862720627
258,619,sphere,6,0.0,2,73.97465734246512,7.221603252014542
258,163,sphere,6,0.0,2,73.97465734246512,7.222483423770431
259,137,sphere,6,0.05,2,73.97465734246512,7.222967832782578
259,390,sphere,6,0.05,2,73.97465734246512,7.222041258538676
259,1250,sphere,6,0.05,2,73.97465734246512,7.221298755700451
259,1219,sphere,6,0.05,2,73.97465734246512,7.222343770532814
259,446,sphere,6,0.05,2,73.97465734246512,7.222227018812599
259,676,sphere,6,0.05,2,73.97465734246512,7.221700710944259
259,619,sphere,6,0.05,2,73.97465734246512,7.221992149726905
259,163,sphere,6,0.05,2,73.97465734246512,7.222517228220571
260,137,sphere,6,0.15,2,73.97465734246512,7.223108716480519
260,390,sphere,6,0.15,2,73.97465734246512,7.221329567751169
260,1250,sphere,6,0.15,2,73.97465734246512,7.221228793660618
260,1219,sphere,6,0.15,2,73.97465734246512,7.222162489669554
260,446,sphere,6,0.15,2,73.97465734246512,7.222367932992414
260,676,sphere,6,0.15,2,73.97465734246512,7.220866542017497
260,619,sphere,6,0.15,2,73.97465734246512,7.222322573593344
260,163,sphere,6,0.15,2,73.97465734246512,7.222130054490346
261,1269,sphere,6,0.0,0,74.01972002368758,7.221538196579663
261,112,sphere,6,0.0,0,74.01972002368758,7.222892774573651
261,24,sphere,6,0.0,0,74.01972002368758,7.222300707808113
