v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa,est_dim,spread,knn_radius,patch_frac,anchor,n_points,true_dim,inst_id,ks,dim,shape,name
-0.008814492914328039,-0.020075886355067345,0.0025689543017609895,-7.056717660006457,-6.074115753173828,-0.0,-0.055958397651451414,3.0,0.18184560201663363,0.07043264300695252,0.23550981097341084,0,2000,2,0,-8.0,2,Saddle,2-Saddle
-0.004666162130773414,-0.009789025348778638,0.009345118713764967,-6.881500388805265,-5.61056661605835,-0.0,0.08756892922381655,3.0,0.1983409234047897,0.10448780168562449,0.342786411893927,0,2000,2,1,2.0,2,Sphere,2-Sphere
3.761384171502757e-09,4.380456985778459e-09,-0.0026186909650022846,-6.924629470428292,-5.899888038635254,-0.0,-0.02940632838420751,2.0,0.16870801301391125,0.05135522743819308,0.2518108660545157,0,2000,2,2,0.0,2,Plane,2-Plane
-0.011415792980888845,-0.023308856901921013,0.018252507423941272,-7.0380827886827415,-6.218290328979492,-0.0,-0.11346334343543657,3.0,0.18831795713990596,0.05968328165603233,0.2282366923377042,0,2000,2,3,-8.0,2,Saddle,2-Saddle
-0.006811893358510027,-0.0123349022513221,0.009186332090823066,-6.865270325181851,-5.366455078125,-0.0,0.10558137823994367,3.0,0.194672351372416,0.12774990086042362,0.3825396237956565,0,2000,2,4,2.0,2,Sphere,2-Sphere
6.380832026721019e-09,8.577059985624324e-09,-0.005226832872421786,-6.947325922298486,-5.835679054260254,-0.0,-0.00893774743256548,2.0,0.17473394849477275,0.07244177787881279,0.286107042490498,0,2000,2,5,0.0,2,Plane,2-Plane
-0.011394152662464511,-0.026223927411203832,0.007568973755328272,-7.048217845517322,-6.144956588745117,-0.0,-0.059504366041175,3.0,0.1932810753802796,0.06595748156340005,0.2372282111792478,0,2000,2,6,-8.0,2,Saddle,2-Saddle
-0.003137359913758434,-0.00928999706222009,0.017762613547756254,-6.857413908452966,-5.5764360427856445,-0.0,0.06520113324251253,3.0,0.19482792564470225,0.10540171291891291,0.3173626397817253,0,2000,2,7,2.0,2,Sphere,2-Sphere
1.0007940654325807e-08,7.422820679238335e-09,-0.002277521112005687,-6.97102653253927,-5.844501495361328,-0.0,0.012905292898001838,2.0,0.17532896313944418,0.07529852419523025,0.26412511655028004,0,2000,2,8,0.0,2,Plane,2-Plane
-0.01003860341253688,-0.02325420265668019,0.016525672996285157,-7.0713548242436275,-6.178640365600586,-0.0625,-0.08961794196303577,3.0,0.1922769265895821,0.07601099490794869,0.2206879560061795,0,2000,2,9,-8.0,2,Saddle,2-Saddle
