kind,dim,ks,integ_sign,integ_mag,iso,v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa
hyperbolic,4,-93.47682461989912,0.49913413472424684,2.421133496600856,-0.8056596505424996,-22.138345889165386,-11.488851272138644,3.9367279113959865,392.9116599928932,0.6525154213178246,-62499999.99999999,-0.49684920085376394
torus,5,0.0,0.3834747062320689,-0.22316957971274598,-0.059531935291672666,1.5619147880762174,1.3147064434015392,-0.04128900554602745,-161.6459851103012,-2.029742910207051,-0.0,-1.1329595533015875
torus,5,0.0,0.4973834727798736,0.8687372801899731,-0.19825942114651124,-0.48056910457420177,0.5154106142422541,-1.1646161843220058,-164.90701116231835,0.9664432370885537,-0.0,-0.5366719664766901
torus,5,0.0,0.4966666653397356,1.1339150517438779,-0.1389627224724735,0.3018691574673758,1.0892847278866653,-0.017732690312614097,-164.70361606030247,0.3049090217112223,-0.0,-0.11074708426302564
torus,5,0.0,0.4099648734820389,0.19797312200124573,-0.03273345968017133,1.983300641693438,0.4975238498047151,0.675666537506265,-162.3126577505389,-1.789153012843936,-0.0,-2.1458905716214263
torus,5,0.0,0.4936913212421107,0.7352817898391231,-0.19825942114651124,-1.425612250148145,-0.8016684845421824,-0.26109410406649125,-164.07677395649569,0.23038818446838166,-0.0,-0.5714912646919346
torus,5,0.0,0.49180104078705744,0.6093679634248801,-0.1389627224724735,1.1383881115257373,1.0996179776439436,0.0715196968191032,-164.89178008846707,-0.3256440661923004,-0.0,0.3451694766461255
torus,5,0.0,0.4821799765342272,0.2917762347921867,-0.1389627224724735,1.2777526128396466,0.6313172477369243,0.07672321930515384,-163.87902496976577,-1.183126293123962,-0.0,-1.1653638924869156
torus,5,0.0,0.4689027860511146,0.3642697604663733,-0.1389627224724735,1.4174757039071806,-0.4965010625944604,0.7281508346089343,-161.4040460630318,-1.77150639101174,-0.0,-1.4752280857322486
sphere,5,49.40470160189035,0.49516327682808514,1.682754397630785,0.2433635019652748,7.752063962978158,10.574240379516498,0.6196850048568263,2332.5627379651596,0.753963121537747,-0.0,-2.119263595890453
sphere,5,49.40470160189035,0.4865146747332174,2.2111139111468083,0.2433635019652748,8.13171647590979,10.9346597088642,-0.49336164476877437,2330.915605084668,2.9819175443301353,-0.0,-0.9893588458442518
sphere,5,49.40470160189035,0.4866240804281854,2.1703834931422845,0.2433635019652748,8.1768260299036,11.091371912393884,-0.04631068663397134,2331.848592167211,1.782573471736127,-0.0,-0.4670230986205584
sphere,5,49.40470160189035,0.49307774245435176,1.9063037241638787,0.2433635019652748,7.965430720751529,10.769135669329696,0.2651922560510584,2331.808139733052,1.3586072918096077,-0.0,-1.0107604209411873
sphere,5,49.40470160189035,0.49566243082926764,1.5274199333580247,0.2433635019652748,7.320171019981874,10.470682908628032,0.7397679125563096,2335.2637931771424,0.3689833335685131,-0.0,-0.6626797166230296
sphere,5,49.40470160189035,0.49544879867489433,2.2997059188864712,0.2433635019652748,7.903788293274548,10.755340017072134,1.0188437954232998,2331.321753835863,2.04196663185339,-0.0,-0.5980705835574099
sphere,5,49.40470160189035,0.49404127818751775,2.2046990917359754,0.2433635019652748,7.761222776976677,10.59512926631462,1.3179353686722193,2330.340016983191,1.4242329137598524,-0.0,-0.44736050238364755
sphere,5,49.40470160189035,0.4906242181809901,2.250298742391007,0.2433635019652748,7.997100294777092,10.738454126832673,0.23640274931616956,2333.1432260416063,2.0544331872786925,-0.0,-1.4037374442082915
hyperbolic,5,-69.62272001623198,0.48763543030446577,1.9884336513270626,-0.8056596505424996,-3.099674852654243,-0.700358045556987,0.5604137372128171,2509.0308994963075,4.157381851529253,-0.0,2.924044792776178
hyperbolic,5,-69.62272001623198,0.4781370775821826,2.046951539780808,-0.6745484923903153,-2.863970599401479,-0.3805832078115287,1.219925694489144,2507.392093340119,2.9111024654760667,-0.0,2.7153196468788123
hyperbolic,5,-69.62272001623198,0.2886139197054598,1.0104241543632984,-0.6476212154327372,-2.7188530065740877,-0.4439347938481543,-0.14848455559201632,2506.9327035913298,0.8309136827864316,-0.0,2.778720869267727
hyperbolic,5,-69.62272001623198,0.4924272663372713,1.9671716522769382,-0.8056596505424996,-3.3195764124128893,-0.5026603867030935,0.8952265950713736,2507.984486614132,2.0632873526847058,-0.0,3.005792661649657
hyperbolic,5,-69.62272001623198,0.039015312521838874,0.3824848648649112,-0.6496295861799453,-2.8356256627811764,-0.3730302707076441,0.9640058522262173,2508.5770271815177,-0.3317666701911254,-0.0,2.4919691058081863
