config,kind,dim,ground,field_r,balsign
cak_n4|t2|b2.0|raw,dumbbell,3,exact,0.6609341426467112,0.9797297297297297
cak_n4|t2|b2.0|raw,dumbbell,3,graph,0.6412203288002427,0.9391891891891893
cak_n4|t2|b2.0|raw,dumbbell,4,exact,0.8163752548971618,1.0
cak_n4|t2|b2.0|raw,dumbbell,4,graph,0.659333010081456,0.9736842105263157
cak_n4|t2|b2.0|raw,necklace,3,exact,0.7842292198351521,0.8769230769230769
cak_n4|t2|b2.0|raw,necklace,3,graph,0.7389016340750116,0.8435897435897436
cak_n4|t2|b2.0|raw,necklace,4,exact,0.693055754324987,0.6600790513833992
cak_n4|t2|b2.0|raw,necklace,4,graph,0.7112473868526861,0.810935441370224
