kind_ok,m,rate_deform,rate_channel,static_score,ks,delocal_r,kind,dim,seed,rq,point
1.0,120,-0.00016822745356602658,1.572925063856682e-05,0.00514165798612602,39.133269775083036,-0.006304334517326263,necklace,3,0,0.1,709
1.0,120,-0.0018644101318348594,-6.603306667093041e-06,0.003153161064293043,40.03976099110309,-0.11682153428658829,necklace,3,0,0.1,145
1.0,120,-0.00031250179323568294,-7.994919627959026e-06,-0.006477650509010144,40.56775589937314,-0.006356885340429983,necklace,3,0,0.1,84
1.0,120,-0.000389989365779854,1.4766112896561859e-05,0.0009427098648369951,41.282334513277306,-0.04856559843116993,necklace,3,0,0.1,152
1.0,120,-0.0008299306717527105,-6.442901236821304e-06,-0.002285939245183144,41.7456017715289,0.002122675954226716,necklace,3,0,0.1,345
1.0,120,0.0004984649721868381,-2.9622192757964663e-06,-0.004054517126148399,42.152340048430865,-0.004217947262840801,necklace,3,0,0.1,788
1.0,120,0.0003521401766139115,6.237513678897244e-07,-0.0035004620202331643,42.53451230919032,-0.030208866122850668,necklace,3,0,0.1,1003
1.0,120,-0.0009153660994086766,-1.653001892609751e-05,0.003864993271356881,42.973394272077094,-0.03957477948060073,necklace,3,0,0.1,1057
1.0,120,-0.00035638164123088926,1.2896396640963795e-05,0.0037117117053237303,43.5825283692948,-0.014453050108146718,necklace,3,0,0.1,461
1.0,120,0.0016354896781512413,-2.904582706945528e-05,-0.004813502021795082,43.973034800192835,-0.2068343627025424,necklace,3,0,0.1,593
1.0,120,-0.0006921790234114175,7.277498686638258e-07,-0.0026733456172142226,44.32060317451704,0.01785599757832714,necklace,3,0,0.1,1084
1.0,120,-0.0023342067054765436,-1.4602683879871847e-06,-0.0020797765102094825,44.54797494008782,-0.14175093427908128,necklace,3,0,0.1,368
1.0,120,-0.0004548838469466001,9.496261366592762e-06,0.006895903243790361,44.68619125295117,-0.10104234084450787,necklace,3,0,0.1,1030
1.0,120,0.0001812250060822992,-1.2282166848009979e-05,-0.0030978490682817437,44.77956922998921,-0.10492236820037239,necklace,3,0,0.1,935
1.0,120,0.0006551248141841809,3.00446416995707e-05,-0.002733189465179176,44.855584484546554,-0.1302900188481366,necklace,3,0,0.1,600
1.0,120,-0.0024195727083807794,-5.034174888507437e-06,-0.00127610136960965,44.87556147410779,-0.0709027398578462,necklace,3,0,0.1,855
1.0,40,9.84285585864122e-06,7.218365164855337e-10,0.00011244072668578842,-110.79647330066815,0.107274130191079,necklace,3,1,0.033,268
1.0,40,2.2709351760487528e-05,5.823109994196329e-09,-0.0006264645694011636,-94.90296939865216,0.10591659380671119,necklace,3,1,0.033,1029
1.0,40,0.0,0.0,0.0,-64.22925691880113,,necklace,3,1,0.033,757
1.0,40,0.0,0.0,0.0,-41.59759813944983,,necklace,3,1,0.033,1055
1.0,40,1.2177600762378984e-05,3.16109754520492e-07,-0.00019096637761567027,-27.43680158886006,-0.06861401892399967,necklace,3,1,0.033,665
1.0,40,8.099071872551267e-05,-4.2342169977634586e-07,-0.001385558405713274,-15.817986176158923,-0.00461299380954559,necklace,3,1,0.033,225
1.0,40,0.0,0.0,0.0,-9.549388613796538,,necklace,3,1,0.033,142
1.0,40,0.0,0.0,0.0,-4.7386272587634375,,necklace,3,1,0.033,777
1.0,40,0.0,0.0,0.0,2.767055381768698,,necklace,3,1,0.033,648
1.0,40,1.4525459114150817e-05,1.583280312781691e-07,-0.0003712510682998845,6.893971775494383,-0.12827288228191502,necklace,3,1,0.033,688
1.0,40,0.0,0.0,0.0,11.257288947862746,,necklace,3,1,0.033,596
1.0,40,0.0,0.0,0.0,15.55133231521323,,necklace,3,1,0.033,1006
1.0,40,8.659758058093297e-06,6.973285652615383e-10,-0.0003121928209948439,18.900348465991172,-0.1304382049637882,necklace,3,1,0.033,917
1.0,40,1.5667660478523562e-05,-8.626954558129304e-09,-0.0002928029252995761,21.19321478538473,0.05911187600398309,necklace,3,1,0.033,411
1.0,40,6.795384218862726e-05,-8.887619317536158e-07,-0.0021963692584888632,24.16286246161721,0.12461679239115962,necklace,3,1,0.033,605
1.0,40,-0.001684546317433985,-2.4034902290637206e-07,-0.003873019491259135,26.394618569048358,-0.13349449411000883,necklace,3,1,0.033,765
1.0,40,1.5226671164719499e-05,-1.0499112296595097e-06,-0.001298307506335181,28.844760490952336,-0.023300287283005077,necklace,3,1,0.033,899
1.0,40,4.55412417832362e-05,-3.574409734123189e-07,0.0023717993520371715,30.604909780603332,0.08126760906120671,necklace,3,1,0.033,893
1.0,40,0.0,0.0,0.0,31.71745680698952,,necklace,3,1,0.033,440
1.0,40,1.4501275469813724e-05,-1.417400072867281e-07,-0.0009143888577694381,32.95205637771908,0.06800776196718933,necklace,3,1,0.033,660
1.0,40,1.502315398941671e-05,-1.4574420417190481e-06,-0.0015990577137951656,34.01007762443255,0.03394031841298134,necklace,3,1,0.033,337
1.0,40,3.3583560985298945e-05,-1.539814675766138e-08,-2.1382961802818832e-05,35.51883978460144,0.1143720655910991,necklace,3,1,0.033,910
1.0,40,-0.000866402824038422,-9.898783481787632e-07,-0.0014959665862848248,36.50175746087028,-0.10704834087573019,necklace,3,1,0.033,778
1.0,40,0.0,0.0,0.0,37.402092761202724,,necklace,3,1,0.033,1104
1.0,40,1.6725700054373875e-05,8.454668254387343e-08,0.0008668779549648275,38.56558656092873,0.01671513829898511,necklace,3,1,0.033,243
1.0,40,5.957224227221843e-06,-2.9846389359988734e-08,-0.001931280742559448,39.50602452498156,0.028388563478936587,necklace,3,1,0.033,518
1.0,40,0.0,0.0,0.0,40.5680313343203,,necklace,3,1,0.033,35
1.0,40,0.0,0.0,0.0,41.115662882358826,,necklace,3,1,0.033,805
1.0,40,3.023995285969107e-05,-1.6264847069180632e-07,-0.0016387687694596382,41.6922196659501,0.0011954579650257351,necklace,3,1,0.033,559
1.0,40,5.620054476656433e-06,-6.25950281237427e-08,-0.0008496349530490277,42.200700669840124,0.09799837593046037,necklace,3,1,0.033,814
1.0,40,2.045177305373495e-05,1.5175699659882488e-07,-0.0008664474723033642,42.71601910162798,0.004641678863435186,necklace,3,1,0.033,302
1.0,40,9.234831527045252e-06,-2.4472839227721956e-06,-0.0009027764990202664,43.15528303609872,0.02202614502119569,necklace,3,1,0.033,301
1.0,40,0.0,0.0,0.0,43.493410534741976,,necklace,3,1,0.033,675
1.0,40,0.0,0.0,0.0,43.731904284512396,,necklace,3,1,0.033,870
1.0,40,1.6764555284898284e-05,-3.7972322175505724e-08,-0.000494024642505219,43.9237438169782,0.09486457340351022,necklace,3,1,0.033,837
1.0,40,0.0,0.0,0.0,44.15161937365215,,necklace,3,1,0.033,990
1.0,40,0.0,0.0,0.0,44.322771103349595,,necklace,3,1,0.033,1161
1.0,40,2.197448263340928e-05,3.551602523188535e-08,0.00031269410775897055,44.43407431227611,-0.10742477770302103,necklace,3,1,0.033,352
1.0,40,0.0,0.0,0.0,44.529445970433876,,necklace,3,1,0.033,813
1.0,40,0.0,0.0,0.0,44.55740543487663,,necklace,3,1,0.033,1101
1.0,60,-0.0008969236465601141,2.206966693248565e-06,-0.0006927345336084103,-110.79647330066815,-0.1267936066474531,necklace,3,1,0.05,268
1.0,60,8.830237182840446e-05,-2.8235474758275814e-07,-0.003102051887300905,-94.90296939865216,-0.050679230157161574,necklace,3,1,0.05,1029
1.0,60,5.971332240619973e-05,-8.839244044859621e-07,0.00014408139620693554,-64.22925691880113,0.05766958236731575,necklace,3,1,0.05,757
1.0,60,0.00014838036278406726,-8.882427554960751e-07,-0.0012421397256499652,-41.59759813944983,-0.0492442743678723,necklace,3,1,0.05,1055
1.0,60,3.9554580440120516e-05,-5.653457870735679e-07,-0.0008273663747952859,-27.43680158886006,0.051765889048728024,necklace,3,1,0.05,665
1.0,60,0.00022715953946523079,-2.650451921345128e-06,-0.0014852369211853698,-15.817986176158923,-0.06005624211803021,necklace,3,1,0.05,225
1.0,60,0.00021666517673552915,-2.829509222479487e-06,-0.003639690996451381,-9.549388613796538,-0.06939348574328999,necklace,3,1,0.05,142
