seed,kind,dim,kernel,t,band,norm,score,ks
0,torus,2,adaptive_k10,2,1.0,dij2,-0.09498257306992015,0.0
0,torus,2,adaptive_k10,2,1.0,dij2,0.09246944094001357,0.0
0,torus,2,adaptive_k10,2,1.0,dij2,-0.07795619605546933,0.0
0,torus,2,adaptive_k10,2,1.0,dij2,0.004655990511800708,0.0
0,torus,2,adaptive_k10,2,1.0,dij2,0.04966089082458432,0.0
0,torus,2,adaptive_k10,2,1.0,dij2,0.02283672942935897,0.0
0,torus,2,adaptive_k10,2,1.0,dij2,0.01986901417586271,0.0
0,torus,2,adaptive_k10,2,1.0,dij2,0.02634986247872656,0.0
0,torus,2,adaptive_k10,2,1.0,dij2,0.005692961742653012,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.0016466673418556559,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.004250893182170994,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.004700297825739951,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.010095359154700712,0.0
0,torus,2,adaptive_k10,2,2.0,raw,9.934852474094424e-05,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.001154829709914637,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.0015443709582543107,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.000890112122421776,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.004941785691718039,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.0017748005143830257,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.0030138967512390383,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.0006571291777860595,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.007043069744671953,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.003265320916216268,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.009036544266062393,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.0021680002368189115,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.00325902575872781,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.010384255794687278,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.0032149906315251317,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.0025652638728761584,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.0025214711728575954,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.0027396593689156933,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.003738069043098138,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.008102803773568852,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.0012649466739814638,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.007381271868011194,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.006110811192741946,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.006661029513823453,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.005991148070892327,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.009077677086184717,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.009887058127629782,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.004886719902109732,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.0047651105664436935,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.0013709198729452005,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.0019012877019253804,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.002773318329656863,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.0013532442824183873,0.0
0,torus,2,adaptive_k10,2,2.0,raw,0.002459195682317738,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.0067928626199127064,0.0
0,torus,2,adaptive_k10,2,2.0,raw,-0.009076617187424252,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.0331544742393056,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.0855887069111997,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.09463714936190165,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.20326286707907665,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.0020003117937134537,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.023251673786766472,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.03109480940678217,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.017921773683608578,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.09949933556561472,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.03573434441695291,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.0606826647125189,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.013230828014267962,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.141807193523504,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.06574491122035497,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.18194438334089028,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.043651140807480594,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.06561816270747789,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.20907959518486555,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.06473154678126386,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.05164976120462176,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.050768026377113196,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.05516109032005672,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.07526335808329085,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.16314418349622284,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.02546880043746565,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.14861665242325559,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.123036831496706,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.134115085548756,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.12062749975743242,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.18277256338094547,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.1990688742424534,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.0983906251074488,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.09594210773899528,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.0276024953288337,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.038281073859129953,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.05583878952404855,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.027246609901407082,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,0.04951415372514388,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.13676945125373088,0.0
0,torus,2,adaptive_k10,2,2.0,spread2,-0.1827512230742199,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.007625765129073569,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.021496240694390906,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.02381144742146162,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.05023022598209374,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.00038296785994978034,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.006986298742612829,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.00704532663695513,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.005597601892027317,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.023035699032511646,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.009408009158540937,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.015281405642517003,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.003849337230832467,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.03567757299064929,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.01721912133081383,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.045030006399833414,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.01135709503931221,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.01639681088291674,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.053323624584550464,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.016931838244248612,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.013478554534074186,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.013566432811497463,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.013088560697954468,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.016339896240658673,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.040946911544198,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.006889313468718725,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.03776681859064853,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.030357396404943466,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.03375556552855959,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.03026358568112487,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.047686179307704815,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.04855097392953754,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.024835243726741688,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.024209802671500122,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.005533342686347397,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.009496513618311176,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.013908838651889164,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.00651807100395352,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,0.010030034881863274,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.033423822549529046,0.0
0,torus,2,adaptive_k10,2,2.0,dij2,-0.046735040607487885,0.0
0,torus,2,adaptive_k10,4,0.5,raw,0.0030471976043459944,0.0
0,torus,2,adaptive_k10,4,0.5,raw,0.0006599822040444685,0.0
