readout,dest,m,pool,p,value,ks,kind,dim,seed,dist
resid,est,30,jitter,940,5.023348901344501e-17,0.0,torus,2,0,exact
resid_n,est,30,jitter,940,5.348436245270455e-17,0.0,torus,2,0,exact
lam_d1,est,30,jitter,940,1.851398233522349e-16,0.0,torus,2,0,exact
resid,true,30,jitter,225,1.0582371527153568e-16,0.0,torus,2,0,exact
resid_n,true,30,jitter,225,4.6948963715332545e-17,0.0,torus,2,0,exact
lam_d1,true,30,jitter,225,2.7219661933665765e-16,0.0,torus,2,0,exact
resid,est,30,jitter,225,1.0582371527153568e-16,0.0,torus,2,0,exact
resid_n,est,30,jitter,225,4.6948963715332545e-17,0.0,torus,2,0,exact
lam_d1,est,30,jitter,225,2.7219661933665765e-16,0.0,torus,2,0,exact
resid,true,30,jitter,549,6.149839055708589e-17,0.0,torus,2,0,exact
resid_n,true,30,jitter,549,3.4361103521928156e-17,0.0,torus,2,0,exact
lam_d1,true,30,jitter,549,1.7579829973146342e-16,0.0,torus,2,0,exact
resid,est,30,jitter,549,6.149839055708589e-17,0.0,torus,2,0,exact
resid_n,est,30,jitter,549,3.4361103521928156e-17,0.0,torus,2,0,exact
lam_d1,est,30,jitter,549,1.7579829973146342e-16,0.0,torus,2,0,exact
resid,true,30,jitter,141,3.8604539879109227e-17,0.0,torus,2,0,exact
resid_n,true,30,jitter,141,3.382728636191372e-17,0.0,torus,2,0,exact
lam_d1,true,30,jitter,141,1.1103642983002856e-16,0.0,torus,2,0,exact
resid,est,30,jitter,141,3.8604539879109227e-17,0.0,torus,2,0,exact
resid_n,est,30,jitter,141,3.382728636191372e-17,0.0,torus,2,0,exact
lam_d1,est,30,jitter,141,1.1103642983002856e-16,0.0,torus,2,0,exact
resid,true,30,jitter,447,-1.4258710117107352e-16,0.0,torus,2,0,exact
resid_n,true,30,jitter,447,-1.1548417045890173e-16,0.0,torus,2,0,exact
lam_d1,true,30,jitter,447,1.2359524297647376e-16,0.0,torus,2,0,exact
resid,est,30,jitter,447,-1.4258710117107352e-16,0.0,torus,2,0,exact
resid_n,est,30,jitter,447,-1.1548417045890173e-16,0.0,torus,2,0,exact
lam_d1,est,30,jitter,447,1.2359524297647376e-16,0.0,torus,2,0,exact
resid,true,30,jitter,0,-1.853766993660916e-17,0.0,torus,2,0,exact
resid_n,true,30,jitter,0,-6.592632995097954e-18,0.0,torus,2,0,exact
lam_d1,true,30,jitter,0,1.2116209322346872e-16,0.0,torus,2,0,exact
resid,est,30,jitter,0,-1.853766993660916e-17,0.0,torus,2,0,exact
resid_n,est,30,jitter,0,-6.592632995097954e-18,0.0,torus,2,0,exact
lam_d1,est,30,jitter,0,1.2116209322346872e-16,0.0,torus,2,0,exact
resid,true,60,single,618,5.199249346109658e-16,0.0,torus,2,0,exact
resid_n,true,60,single,618,1.5852547570413706e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,618,6.698332473778314e-16,0.0,torus,2,0,exact
resid,est,60,single,618,5.199249346109658e-16,0.0,torus,2,0,exact
resid_n,est,60,single,618,1.5852547570413706e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,618,6.698332473778314e-16,0.0,torus,2,0,exact
resid,true,60,single,237,3.5000673245089246e-16,0.0,torus,2,0,exact
resid_n,true,60,single,237,1.4301246897700873e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,237,4.3615713394885507e-16,0.0,torus,2,0,exact
resid,est,60,single,237,3.5000673245089246e-16,0.0,torus,2,0,exact
resid_n,est,60,single,237,1.4301246897700873e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,237,4.3615713394885507e-16,0.0,torus,2,0,exact
resid,true,60,single,334,9.820280818965226e-17,0.0,torus,2,0,exact
resid_n,true,60,single,334,3.31436030605269e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,334,4.2094909900262164e-16,0.0,torus,2,0,exact
resid,est,60,single,334,9.820280818965226e-17,0.0,torus,2,0,exact
resid_n,est,60,single,334,3.31436030605269e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,334,4.2094909900262164e-16,0.0,torus,2,0,exact
resid,true,60,single,243,-1.3348590180949444e-16,0.0,torus,2,0,exact
resid_n,true,60,single,243,-5.4328608924117075e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,243,4.425739432046915e-16,0.0,torus,2,0,exact
resid,est,60,single,243,-1.3348590180949444e-16,0.0,torus,2,0,exact
resid_n,est,60,single,243,-5.4328608924117075e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,243,4.425739432046915e-16,0.0,torus,2,0,exact
resid,true,60,single,219,-1.5121196380546835e-17,0.0,torus,2,0,exact
resid_n,true,60,single,219,-6.144715552179151e-18,0.0,torus,2,0,exact
lam_d1,true,60,single,219,2.7550499019186944e-16,0.0,torus,2,0,exact
resid,est,60,single,219,-1.5121196380546835e-17,0.0,torus,2,0,exact
resid_n,est,60,single,219,-6.144715552179151e-18,0.0,torus,2,0,exact
lam_d1,est,60,single,219,2.7550499019186944e-16,0.0,torus,2,0,exact
resid,true,60,single,649,-5.435790868969193e-16,0.0,torus,2,0,exact
resid_n,true,60,single,649,-1.5299964766564877e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,649,3.6859511491233547e-16,0.0,torus,2,0,exact
resid,est,60,single,649,-5.435790868969193e-16,0.0,torus,2,0,exact
resid_n,est,60,single,649,-1.5299964766564877e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,649,3.6859511491233547e-16,0.0,torus,2,0,exact
resid,true,60,single,1078,-2.501112578075557e-16,0.0,torus,2,0,exact
resid_n,true,60,single,1078,-1.0782193845778699e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,1078,3.35441626874159e-16,0.0,torus,2,0,exact
resid,est,60,single,1078,-2.501112578075557e-16,0.0,torus,2,0,exact
resid_n,est,60,single,1078,-1.0782193845778699e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,1078,3.35441626874159e-16,0.0,torus,2,0,exact
resid,true,60,single,294,3.7266537803247696e-16,0.0,torus,2,0,exact
resid_n,true,60,single,294,1.3629387453902744e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,294,6.11229650074368e-16,0.0,torus,2,0,exact
resid,est,60,single,294,3.7266537803247696e-16,0.0,torus,2,0,exact
resid_n,est,60,single,294,1.3629387453902744e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,294,6.11229650074368e-16,0.0,torus,2,0,exact
resid,true,60,single,1199,3.480069300063014e-16,0.0,torus,2,0,exact
resid_n,true,60,single,1199,1.0633640621864254e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,1199,5.551408590100887e-16,0.0,torus,2,0,exact
resid,est,60,single,1199,3.480069300063014e-16,0.0,torus,2,0,exact
resid_n,est,60,single,1199,1.0633640621864254e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,1199,5.551408590100887e-16,0.0,torus,2,0,exact
resid,true,60,single,330,-2.1395336880703084e-17,0.0,torus,2,0,exact
resid_n,true,60,single,330,-8.643526889294334e-18,0.0,torus,2,0,exact
lam_d1,true,60,single,330,4.935933255955967e-16,0.0,torus,2,0,exact
resid,est,60,single,330,-2.1395336880703084e-17,0.0,torus,2,0,exact
resid_n,est,60,single,330,-8.643526889294334e-18,0.0,torus,2,0,exact
lam_d1,est,60,single,330,4.935933255955967e-16,0.0,torus,2,0,exact
resid,true,60,single,817,-1.629352351160207e-16,0.0,torus,2,0,exact
resid_n,true,60,single,817,-5.047129875507907e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,817,4.3010929935837424e-16,0.0,torus,2,0,exact
resid,est,60,single,817,-1.629352351160207e-16,0.0,torus,2,0,exact
resid_n,est,60,single,817,-5.047129875507907e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,817,4.3010929935837424e-16,0.0,torus,2,0,exact
resid,true,60,single,886,-1.5715519206817897e-16,0.0,torus,2,0,exact
resid_n,true,60,single,886,-5.370177778922113e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,886,7.068789981324271e-16,0.0,torus,2,0,exact
resid,est,60,single,886,-1.5715519206817897e-16,0.0,torus,2,0,exact
resid_n,est,60,single,886,-5.370177778922113e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,886,7.068789981324271e-16,0.0,torus,2,0,exact
resid,true,60,single,605,-4.214478884586031e-17,0.0,torus,2,0,exact
resid_n,true,60,single,605,-1.2938159201402843e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,605,4.677221473567516e-16,0.0,torus,2,0,exact
resid,est,60,single,605,-4.214478884586031e-17,0.0,torus,2,0,exact
resid_n,est,60,single,605,-1.2938159201402843e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,605,4.677221473567516e-16,0.0,torus,2,0,exact
resid,true,60,single,1060,-4.1347214420584993e-16,0.0,torus,2,0,exact
resid_n,true,60,single,1060,-1.4591376993785435e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,1060,3.538277024817476e-16,0.0,torus,2,0,exact
resid,est,60,single,1060,-4.1347214420584993e-16,0.0,torus,2,0,exact
resid_n,est,60,single,1060,-1.4591376993785435e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,1060,3.538277024817476e-16,0.0,torus,2,0,exact
resid,true,60,single,585,-1.2470684207446135e-16,0.0,torus,2,0,exact
resid_n,true,60,single,585,-4.3609755773973765e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,585,3.6748534639368843e-16,0.0,torus,2,0,exact
resid,est,60,single,585,-1.2470684207446135e-16,0.0,torus,2,0,exact
resid_n,est,60,single,585,-4.3609755773973765e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,585,3.6748534639368843e-16,0.0,torus,2,0,exact
resid,true,60,single,754,8.497866384928179e-18,0.0,torus,2,0,exact
resid_n,true,60,single,754,3.165946316735048e-18,0.0,torus,2,0,exact
lam_d1,true,60,single,754,3.6481573509545686e-16,0.0,torus,2,0,exact
resid,est,60,single,754,8.497866384928179e-18,0.0,torus,2,0,exact
resid_n,est,60,single,754,3.165946316735048e-18,0.0,torus,2,0,exact
lam_d1,est,60,single,754,3.6481573509545686e-16,0.0,torus,2,0,exact
resid,true,60,single,1024,-3.575355256344208e-16,0.0,torus,2,0,exact
resid_n,true,60,single,1024,-1.2942156168426818e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,1024,3.224403282633257e-16,0.0,torus,2,0,exact
resid,est,60,single,1024,-3.575355256344208e-16,0.0,torus,2,0,exact
resid_n,est,60,single,1024,-1.2942156168426818e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,1024,3.224403282633257e-16,0.0,torus,2,0,exact
resid,true,60,single,953,-6.720183749528804e-17,0.0,torus,2,0,exact
resid_n,true,60,single,953,-1.8304377726410198e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,953,4.237617287776002e-16,0.0,torus,2,0,exact
resid,est,60,single,953,-6.720183749528804e-17,0.0,torus,2,0,exact
resid_n,est,60,single,953,-1.8304377726410198e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,953,4.237617287776002e-16,0.0,torus,2,0,exact
resid,true,60,single,797,8.925613608396031e-17,0.0,torus,2,0,exact
resid_n,true,60,single,797,3.893661119988017e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,797,2.7597787066094453e-16,0.0,torus,2,0,exact
resid,est,60,single,797,8.925613608396031e-17,0.0,torus,2,0,exact
resid_n,est,60,single,797,3.893661119988017e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,797,2.7597787066094453e-16,0.0,torus,2,0,exact
resid,true,60,single,986,-3.9647695881988735e-16,0.0,torus,2,0,exact
resid_n,true,60,single,986,-1.0944731994721393e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,986,4.616026433584319e-16,0.0,torus,2,0,exact
resid,est,60,single,986,-3.9647695881988735e-16,0.0,torus,2,0,exact
resid_n,est,60,single,986,-1.0944731994721393e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,986,4.616026433584319e-16,0.0,torus,2,0,exact
resid,true,60,single,512,1.5114069607265224e-17,0.0,torus,2,0,exact
resid_n,true,60,single,512,6.331133855020028e-18,0.0,torus,2,0,exact
lam_d1,true,60,single,512,3.6187878056503587e-16,0.0,torus,2,0,exact
resid,est,60,single,512,1.5114069607265224e-17,0.0,torus,2,0,exact
resid_n,est,60,single,512,6.331133855020028e-18,0.0,torus,2,0,exact
lam_d1,est,60,single,512,3.6187878056503587e-16,0.0,torus,2,0,exact
resid,true,60,single,781,2.480902692938359e-16,0.0,torus,2,0,exact
resid_n,true,60,single,781,7.224852162244514e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,781,6.964123374235639e-16,0.0,torus,2,0,exact
resid,est,60,single,781,2.480902692938359e-16,0.0,torus,2,0,exact
resid_n,est,60,single,781,7.224852162244514e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,781,6.964123374235639e-16,0.0,torus,2,0,exact
resid,true,60,single,951,2.321859328431679e-16,0.0,torus,2,0,exact
resid_n,true,60,single,951,6.374230514921003e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,951,4.596506038727204e-16,0.0,torus,2,0,exact
resid,est,60,single,951,2.321859328431679e-16,0.0,torus,2,0,exact
resid_n,est,60,single,951,6.374230514921003e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,951,4.596506038727204e-16,0.0,torus,2,0,exact
resid,true,60,single,702,2.523943291104794e-16,0.0,torus,2,0,exact
resid_n,true,60,single,702,7.359332996681318e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,702,5.394205472276435e-16,0.0,torus,2,0,exact
resid,est,60,single,702,2.523943291104794e-16,0.0,torus,2,0,exact
resid_n,est,60,single,702,7.359332996681318e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,702,5.394205472276435e-16,0.0,torus,2,0,exact
resid,true,60,single,180,1.440815214473226e-16,0.0,torus,2,0,exact
resid_n,true,60,single,180,4.66944935103776e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,180,5.012795084320591e-16,0.0,torus,2,0,exact
resid,est,60,single,180,1.440815214473226e-16,0.0,torus,2,0,exact
resid_n,est,60,single,180,4.66944935103776e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,180,5.012795084320591e-16,0.0,torus,2,0,exact
resid,true,60,single,1019,1.9130461400995583e-16,0.0,torus,2,0,exact
resid_n,true,60,single,1019,7.036531437853204e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,1019,4.136883686439056e-16,0.0,torus,2,0,exact
resid,est,60,single,1019,1.9130461400995583e-16,0.0,torus,2,0,exact
resid_n,est,60,single,1019,7.036531437853204e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,1019,4.136883686439056e-16,0.0,torus,2,0,exact
resid,true,60,single,347,3.3776714019572086e-16,0.0,torus,2,0,exact
resid_n,true,60,single,347,1.560463580285283e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,347,3.1181118838569325e-16,0.0,torus,2,0,exact
resid,est,60,single,347,3.3776714019572086e-16,0.0,torus,2,0,exact
resid_n,est,60,single,347,1.560463580285283e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,347,3.1181118838569325e-16,0.0,torus,2,0,exact
resid,true,60,single,1193,-5.8072132784118e-16,0.0,torus,2,0,exact
resid_n,true,60,single,1193,-1.9234912418153957e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,1193,3.807433827066288e-16,0.0,torus,2,0,exact
resid,est,60,single,1193,-5.8072132784118e-16,0.0,torus,2,0,exact
resid_n,est,60,single,1193,-1.9234912418153957e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,1193,3.807433827066288e-16,0.0,torus,2,0,exact
resid,true,60,single,587,4.0273766096516865e-16,0.0,torus,2,0,exact
resid_n,true,60,single,587,1.3856198373259762e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,587,4.522675764122811e-16,0.0,torus,2,0,exact
resid,est,60,single,587,4.0273766096516865e-16,0.0,torus,2,0,exact
resid_n,est,60,single,587,1.3856198373259762e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,587,4.522675764122811e-16,0.0,torus,2,0,exact
resid,true,60,single,747,-2.38611345235187e-16,0.0,torus,2,0,exact
resid_n,true,60,single,747,-8.892557296297071e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,747,3.2150562768233343e-16,0.0,torus,2,0,exact
resid,est,60,single,747,-2.38611345235187e-16,0.0,torus,2,0,exact
resid_n,est,60,single,747,-8.892557296297071e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,747,3.2150562768233343e-16,0.0,torus,2,0,exact
resid,true,60,single,236,5.157119216428841e-17,0.0,torus,2,0,exact
resid_n,true,60,single,236,1.9180180267100392e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,236,3.868379243217015e-16,0.0,torus,2,0,exact
resid,est,60,single,236,5.157119216428841e-17,0.0,torus,2,0,exact
resid_n,est,60,single,236,1.9180180267100392e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,236,3.868379243217015e-16,0.0,torus,2,0,exact
resid,true,60,single,223,-7.730284704286844e-17,0.0,torus,2,0,exact
resid_n,true,60,single,223,-2.690459400767275e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,223,3.880859542692015e-16,0.0,torus,2,0,exact
resid,est,60,single,223,-7.730284704286844e-17,0.0,torus,2,0,exact
resid_n,est,60,single,223,-2.690459400767275e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,223,3.880859542692015e-16,0.0,torus,2,0,exact
resid,true,60,single,307,3.9270669319939405e-17,0.0,torus,2,0,exact
resid_n,true,60,single,307,1.7424920515979466e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,307,2.8839166156762817e-16,0.0,torus,2,0,exact
resid,est,60,single,307,3.9270669319939405e-17,0.0,torus,2,0,exact
resid_n,est,60,single,307,1.7424920515979466e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,307,2.8839166156762817e-16,0.0,torus,2,0,exact
resid,true,60,single,1168,-6.934517168530672e-16,0.0,torus,2,0,exact
resid_n,true,60,single,1168,-2.3488718227808033e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,1168,3.7816062571513875e-16,0.0,torus,2,0,exact
resid,est,60,single,1168,-6.934517168530672e-16,0.0,torus,2,0,exact
resid_n,est,60,single,1168,-2.3488718227808033e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,1168,3.7816062571513875e-16,0.0,torus,2,0,exact
resid,true,60,single,940,7.187324891667226e-16,0.0,torus,2,0,exact
resid_n,true,60,single,940,2.788107706652221e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,940,5.378745905052967e-16,0.0,torus,2,0,exact
resid,est,60,single,940,7.187324891667226e-16,0.0,torus,2,0,exact
resid_n,est,60,single,940,2.788107706652221e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,940,5.378745905052967e-16,0.0,torus,2,0,exact
resid,true,60,single,225,1.1936410276196047e-16,0.0,torus,2,0,exact
resid_n,true,60,single,225,3.31556665717018e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,225,4.736660697703898e-16,0.0,torus,2,0,exact
resid,est,60,single,225,1.1936410276196047e-16,0.0,torus,2,0,exact
resid_n,est,60,single,225,3.31556665717018e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,225,4.736660697703898e-16,0.0,torus,2,0,exact
resid,true,60,single,549,-6.494474202104606e-16,0.0,torus,2,0,exact
resid_n,true,60,single,549,-2.182778994164217e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,549,3.602439487939865e-16,0.0,torus,2,0,exact
resid,est,60,single,549,-6.494474202104606e-16,0.0,torus,2,0,exact
resid_n,est,60,single,549,-2.182778994164217e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,549,3.602439487939865e-16,0.0,torus,2,0,exact
resid,true,60,single,141,4.4201491075947787e-16,0.0,torus,2,0,exact
resid_n,true,60,single,141,1.756353596733341e-16,0.0,torus,2,0,exact
lam_d1,true,60,single,141,5.722778337847281e-16,0.0,torus,2,0,exact
resid,est,60,single,141,4.4201491075947787e-16,0.0,torus,2,0,exact
resid_n,est,60,single,141,1.756353596733341e-16,0.0,torus,2,0,exact
lam_d1,est,60,single,141,5.722778337847281e-16,0.0,torus,2,0,exact
resid,true,60,single,447,-2.8148184593361896e-16,0.0,torus,2,0,exact
resid_n,true,60,single,447,-9.491229707963872e-17,0.0,torus,2,0,exact
lam_d1,true,60,single,447,3.759336033635724e-16,0.0,torus,2,0,exact
resid,est,60,single,447,-2.8148184593361896e-16,0.0,torus,2,0,exact
resid_n,est,60,single,447,-9.491229707963872e-17,0.0,torus,2,0,exact
lam_d1,est,60,single,447,3.759336033635724e-16,0.0,torus,2,0,exact
resid,true,60,single,0,-7.261998974137401e-18,0.0,torus,2,0,exact
resid_n,true,60,single,0,-3.2637860895840873e-18,0.0,torus,2,0,exact
lam_d1,true,60,single,0,2.6917990461987385e-16,0.0,torus,2,0,exact
resid,est,60,single,0,-7.261998974137401e-18,0.0,torus,2,0,exact
resid_n,est,60,single,0,-3.2637860895840873e-18,0.0,torus,2,0,exact
lam_d1,est,60,single,0,2.6917990461987385e-16,0.0,torus,2,0,exact
resid,true,60,jitter,618,-1.6747022553686984e-17,0.0,torus,2,0,exact
resid_n,true,60,jitter,618,1.2769969869664178e-17,0.0,torus,2,0,exact
lam_d1,true,60,jitter,618,8.345423062927712e-16,0.0,torus,2,0,exact
resid,est,60,jitter,618,-1.6747022553686984e-17,0.0,torus,2,0,exact
resid_n,est,60,jitter,618,1.2769969869664178e-17,0.0,torus,2,0,exact
lam_d1,est,60,jitter,618,8.345423062927712e-16,0.0,torus,2,0,exact
resid,true,60,jitter,237,-2.4635374647623877e-16,0.0,torus,2,0,exact
resid_n,true,60,jitter,237,-3.7021119941896096e-17,0.0,torus,2,0,exact
lam_d1,true,60,jitter,237,7.49734880759532e-16,0.0,torus,2,0,exact
resid,est,60,jitter,237,-2.4635374647623877e-16,0.0,torus,2,0,exact
resid_n,est,60,jitter,237,-3.7021119941896096e-17,0.0,torus,2,0,exact
lam_d1,est,60,jitter,237,7.49734880759532e-16,0.0,torus,2,0,exact
resid,true,60,jitter,334,-5.476598283796769e-16,0.0,torus,2,0,exact
resid_n,true,60,jitter,334,-9.176733606244862e-17,0.0,torus,2,0,exact
lam_d1,true,60,jitter,334,7.61655195266655e-16,0.0,torus,2,0,exact
resid,est,60,jitter,334,-5.476598283796769e-16,0.0,torus,2,0,exact
resid_n,est,60,jitter,334,-9.176733606244862e-17,0.0,torus,2,0,exact
lam_d1,est,60,jitter,334,7.61655195266655e-16,0.0,torus,2,0,exact
resid,true,60,jitter,243,-1.0607056178059227e-16,0.0,torus,2,0,exact
resid_n,true,60,jitter,243,-3.133165909067287e-17,0.0,torus,2,0,exact
lam_d1,true,60,jitter,243,7.83320605206564e-16,0.0,torus,2,0,exact
resid,est,60,jitter,243,-1.0607056178059227e-16,0.0,torus,2,0,exact
resid_n,est,60,jitter,243,-3.133165909067287e-17,0.0,torus,2,0,exact
lam_d1,est,60,jitter,243,7.83320605206564e-16,0.0,torus,2,0,exact
resid,true,60,jitter,219,-3.310075405399504e-16,0.0,torus,2,0,exact
resid_n,true,60,jitter,219,-6.756318828936514e-17,0.0,torus,2,0,exact
lam_d1,true,60,jitter,219,6.337093982544704e-16,0.0,torus,2,0,exact
resid,est,60,jitter,219,-3.310075405399504e-16,0.0,torus,2,0,exact
resid_n,est,60,jitter,219,-6.756318828936514e-17,0.0,torus,2,0,exact
lam_d1,est,60,jitter,219,6.337093982544704e-16,0.0,torus,2,0,exact
resid,true,60,jitter,649,2.1915933959951197e-16,0.0,torus,2,0,exact
resid_n,true,60,jitter,649,1.4283516142798798e-17,0.0,torus,2,0,exact
lam_d1,true,60,jitter,649,9.872910422108576e-16,0.0,torus,2,0,exact
resid,est,60,jitter,649,2.1915933959951197e-16,0.0,torus,2,0,exact
resid_n,est,60,jitter,649,1.4283516142798798e-17,0.0,torus,2,0,exact
lam_d1,est,60,jitter,649,9.872910422108576e-16,0.0,torus,2,0,exact
resid,true,60,jitter,1078,-3.968393610758819e-16,0.0,torus,2,0,exact
resid_n,true,60,jitter,1078,-9.598385311192423e-17,0.0,torus,2,0,exact
lam_d1,true,60,jitter,1078,7.224886011482379e-16,0.0,torus,2,0,exact
resid,est,60,jitter,1078,-3.968393610758819e-16,0.0,torus,2,0,exact
resid_n,est,60,jitter,1078,-9.598385311192423e-17,0.0,torus,2,0,exact
lam_d1,est,60,jitter,1078,7.224886011482379e-16,0.0,torus,2,0,exact
resid,true,60,jitter,294,-1.206067416981246e-16,0.0,torus,2,0,exact
resid_n,true,60,jitter,294,-4.506572089261611e-19,0.0,torus,2,0,exact
lam_d1,true,60,jitter,294,9.746544670417664e-16,0.0,torus,2,0,exact
resid,est,60,jitter,294,-1.206067416981246e-16,0.0,torus,2,0,exact
resid_n,est,60,jitter,294,-4.506572089261611e-19,0.0,torus,2,0,exact
lam_d1,est,60,jitter,294,9.746544670417664e-16,0.0,torus,2,0,exact
resid,true,60,jitter,1199,-2.023275828589473e-16,0.0,torus,2,0,exact
resid_n,true,60,jitter,1199,-2.244890066064334e-17,0.0,torus,2,0,exact
lam_d1,true,60,jitter,1199,7.884030962306204e-16,0.0,torus,2,0,exact
resid,est,60,jitter,1199,-2.023275828589473e-16,0.0,torus,2,0,exact
resid_n,est,60,jitter,1199,-2.244890066064334e-17,0.0,torus,2,0,exact
lam_d1,est,60,jitter,1199,7.884030962306204e-16,0.0,torus,2,0,exact
resid,true,60,jitter,330,3.965149731080833e-16,0.0,torus,2,0,exact
resid_n,true,60,jitter,330,7.460337992586834e-17,0.0,torus,2,0,exact
lam_d1,true,60,jitter,330,9.15935423121849e-16,0.0,torus,2,0,exact
resid,est,60,jitter,330,3.965149731080833e-16,0.0,torus,2,0,exact
resid_n,est,60,jitter,330,7.460337992586834e-17,0.0,torus,2,0,exact
lam_d1,est,60,jitter,330,9.15935423121849e-16,0.0,torus,2,0,exact
resid,true,60,jitter,817,4.3098293065068967e-17,0.0,torus,2,0,exact
resid_n,true,60,jitter,817,3.0273885821795632e-18,0.0,torus,2,0,exact
lam_d1,true,60,jitter,817,1.2506757153612652e-15,0.0,torus,2,0,exact
resid,est,60,jitter,817,4.3098293065068967e-17,0.0,torus,2,0,exact
resid_n,est,60,jitter,817,3.0273885821795632e-18,0.0,torus,2,0,exact
lam_d1,est,60,jitter,817,1.2506757153612652e-15,0.0,torus,2,0,exact
resid,true,60,jitter,886,-2.7915546795153596e-16,0.0,torus,2,0,exact
resid_n,true,60,jitter,886,-6.130125953776738e-17,0.0,torus,2,0,exact
lam_d1,true,60,jitter,886,9.318612580841254e-16,0.0,torus,2,0,exact
resid,est,60,jitter,886,-2.7915546795153596e-16,0.0,torus,2,0,exact
resid_n,est,60,jitter,886,-6.130125953776738e-17,0.0,torus,2,0,exact
lam_d1,est,60,jitter,886,9.318612580841254e-16,0.0,torus,2,0,exact
resid,true,60,jitter,605,1.5062517611245542e-17,0.0,torus,2,0,exact
resid_n,true,60,jitter,605,1.0939183435326236e-18,0.0,torus,2,0,exact
lam_d1,true,60,jitter,605,8.431573153724115e-16,0.0,torus,2,0,exact
resid,est,60,jitter,605,1.5062517611245542e-17,0.0,torus,2,0,exact
resid_n,est,60,jitter,605,1.0939183435326236e-18,0.0,torus,2,0,exact
lam_d1,est,60,jitter,605,8.431573153724115e-16,0.0,torus,2,0,exact
resid,true,60,jitter,1060,-4.2186409624191257e-16,0.0,torus,2,0,exact
resid_n,true,60,jitter,1060,-9.580639033744253e-17,0.0,torus,2,0,exact
lam_d1,true,60,jitter,1060,7.111356875117068e-16,0.0,torus,2,0,exact
resid,est,60,jitter,1060,-4.2186409624191257e-16,0.0,torus,2,0,exact
