readout,dest,m,pool,p,value,ks,kind,dim,seed,dist
resid,est,30,single,75,0.010337066495523843,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,75,0.03293589768050666,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,75,0.01801235740848762,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,1166,0.004548646027214654,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,1166,0.008123223765152818,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,1166,0.022236507463242208,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,1166,0.004548646027214654,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,1166,0.008123223765152818,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,1166,0.022236507463242208,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,711,0.004384728307879712,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,711,0.008578448822262462,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,711,0.019386738427871513,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,711,0.004384728307879712,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,711,0.008578448822262462,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,711,0.019386738427871513,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,113,-0.024959638946059497,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,113,-0.050846410372334935,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,113,0.02494760615111837,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,113,-0.024959638946059497,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,113,-0.050846410372334935,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,113,0.02494760615111837,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,210,0.000819591451809161,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,210,0.0024096860889381553,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,210,0.007786491423706805,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,210,0.000819591451809161,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,210,0.0024096860889381553,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,210,0.007786491423706805,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,583,-0.001118021279114017,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,583,-0.0021276057117045875,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,583,0.019631047436121027,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,583,-0.001118021279114017,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,583,-0.0021276057117045875,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,583,0.019631047436121027,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,235,0.011251972046734254,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,235,0.028371513322745442,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,235,0.01957054607299792,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,235,0.011251972046734254,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,235,0.028371513322745442,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,235,0.01957054607299792,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,953,0.012635754965233122,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,953,0.03451036706844937,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,953,0.027518090148343693,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,953,0.012635754965233122,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,953,0.03451036706844937,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,953,0.027518090148343693,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,299,0.02581251785018847,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,299,0.04277932366483424,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,299,0.03988005621236665,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,299,0.02581251785018847,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,299,0.04277932366483424,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,299,0.03988005621236665,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,155,0.0036214505247298967,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,155,0.0067574982601877375,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,155,0.016810941041497402,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,155,0.0036214505247298967,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,155,0.0067574982601877375,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,155,0.016810941041497402,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,18,0.005981999989825824,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,18,0.010508756374032558,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,18,0.031251199210094754,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,18,0.005981999989825824,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,18,0.010508756374032558,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,18,0.031251199210094754,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,115,0.007542897961601611,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,115,0.021432969404466217,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,115,0.019726087968814067,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,115,0.007542897961601611,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,115,0.021432969404466217,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,115,0.019726087968814067,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,241,0.022450788137255786,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,241,0.053657824709399234,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,241,0.03495695820495863,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,241,-0.012506170067702844,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,241,-0.027585300518386445,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,241,0.006592531055401876,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,401,0.0005113755293575904,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,401,0.0010402961817488458,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,401,0.0134516300855443,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,401,0.0005113755293575904,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,401,0.0010402961817488458,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,401,0.0134516300855443,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,1092,-0.006681689859517729,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,1092,-0.01081694158878242,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,1092,0.032423323488922295,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,1092,-0.006681689859517729,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,1092,-0.01081694158878242,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,1092,0.032423323488922295,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,470,-0.023503159875323403,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,470,-0.03156435576416932,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,470,0.020363590743216226,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,470,-0.023503159875323403,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,470,-0.03156435576416932,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,470,0.020363590743216226,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,512,0.03317785523083196,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,512,0.05900140169429992,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,512,0.047497809477288294,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,512,0.03317785523083196,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,512,0.05900140169429992,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,512,0.047497809477288294,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,single,301,0.009210003892970359,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,single,301,0.018671701000440712,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,single,301,0.027199764685120052,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,single,301,0.009210003892970359,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,single,301,0.018671701000440712,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,single,301,0.027199764685120052,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,127,0.021162533775859423,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,127,0.023757713830682436,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,127,0.033891999701560274,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,127,0.021162533775859423,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,127,0.023757713830682436,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,127,0.033891999701560274,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,89,0.03738115695590459,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,89,0.03831944342621256,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,89,0.04705652399189155,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,89,0.03738115695590459,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,89,0.03831944342621256,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,89,0.04705652399189155,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,591,0.008863101312992035,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,591,0.0093418245222416,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,591,0.023987071966435212,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,591,0.008863101312992035,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,591,0.0093418245222416,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,591,0.023987071966435212,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,780,0.03385953599220107,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,780,0.034478387175324615,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,780,0.06312533855274516,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,780,0.004218982899971278,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,780,0.00641810939946442,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,780,0.043249908269467285,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,212,-0.004064653374188492,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,212,0.0003846777873016574,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,212,0.031436477545076405,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,212,-0.004064653374188492,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,212,0.0003846777873016574,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,212,0.031436477545076405,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,430,0.019356101826091092,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,430,0.02239600229897941,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,430,0.03157819144819993,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,430,0.019356101826091092,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,430,0.02239600229897941,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,430,0.03157819144819993,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,568,0.00869917526879966,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,568,0.010017340993210456,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,568,0.033789310162972326,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,568,0.00869917526879966,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,568,0.010017340993210456,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,568,0.033789310162972326,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,907,0.016364701014905815,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,907,0.019219212408928057,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,907,0.061399917729607345,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,907,0.016364701014905815,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,907,0.019219212408928057,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,907,0.061399917729607345,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,739,0.008916332231103823,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,739,0.012137114281271127,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,739,0.024102264102135514,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,739,0.008916332231103823,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,739,0.012137114281271127,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,739,0.024102264102135514,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,1165,0.0328708185203163,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,1165,0.04103787669484101,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,1165,0.0382555299152096,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,1165,0.0328708185203163,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,1165,0.04103787669484101,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,1165,0.0382555299152096,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,336,0.02060859689097347,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,336,0.021885574387444467,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,336,0.03385323992679254,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,336,0.02060859689097347,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,336,0.021885574387444467,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,336,0.03385323992679254,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,123,0.01684781347396186,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,123,0.018622274827762186,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,123,0.033783777186943344,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,123,0.01684781347396186,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,123,0.018622274827762186,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,123,0.033783777186943344,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,1048,0.04187269913549148,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,1048,0.044807758349545354,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,1048,0.05192542213919625,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,1048,0.04187269913549148,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,1048,0.044807758349545354,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,1048,0.05192542213919625,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,535,-0.0017974347048196398,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,535,0.0009446972019649316,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,535,0.031026790140188203,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,535,-0.0017974347048196398,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,535,0.0009446972019649316,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,535,0.031026790140188203,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,218,-0.0038811122964146627,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,218,0.0026452263427625593,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,218,0.04685237294577631,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,218,-0.0038811122964146627,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,218,0.0026452263427625593,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,218,0.04685237294577631,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,251,0.02800263368920136,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,251,0.03295197311805077,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,251,0.05674074209829426,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,251,0.02800263368920136,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,251,0.03295197311805077,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,251,0.05674074209829426,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,179,0.021450601348502414,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,179,0.025614630208547744,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,179,0.026592478983793202,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,179,0.021450601348502414,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,179,0.025614630208547744,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,179,0.026592478983793202,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,895,0.0019409320959107943,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,895,0.0016812648692851623,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,895,0.023500448569575397,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,895,0.0019409320959107943,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,895,0.0016812648692851623,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,895,0.023500448569575397,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,1002,0.0010484172407807368,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,1002,0.004454394558647749,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,1002,0.04362967621934608,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,1002,0.0010484172407807368,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,1002,0.004454394558647749,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,1002,0.04362967621934608,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,965,0.045451235011256426,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,965,0.040755383874155955,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,965,0.06485060064181412,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,965,0.045451235011256426,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,965,0.040755383874155955,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,965,0.06485060064181412,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,1123,0.036250916177809685,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,1123,0.04884149133785086,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,1123,0.055791608282104305,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,1123,0.036250916177809685,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,1123,0.04884149133785086,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,1123,0.055791608282104305,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,799,0.0031401351157792825,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,799,0.004170489445994349,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,799,0.037197205569036905,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,799,0.0031401351157792825,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,799,0.004170489445994349,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,799,0.037197205569036905,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,75,0.011941479744905814,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,75,0.01780307941640733,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,75,0.04661362178859231,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,75,0.011941479744905814,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,75,0.01780307941640733,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,75,0.04661362178859231,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,1166,0.007323934066885344,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,1166,0.007512687368932436,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,1166,0.03175059734375972,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,1166,0.007323934066885344,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,1166,0.007512687368932436,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,1166,0.03175059734375972,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,711,0.011562354667820686,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,711,0.013540660220774575,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,711,0.032174826681533784,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,711,0.011562354667820686,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,711,0.013540660220774575,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,711,0.032174826681533784,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,113,0.012430672240346618,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,113,0.006857498965088997,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,113,0.0389059178208469,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,113,0.012430672240346618,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,113,0.006857498965088997,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,113,0.0389059178208469,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,210,0.01517880237351509,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,210,0.01681545297294087,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,210,0.030842624794003716,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,210,0.050776450327359356,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,210,0.07081717406670386,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,210,0.057917374950161,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,583,-0.007012201558882125,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,583,-0.008740303649026662,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,583,0.032372236677430825,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,583,-0.007012201558882125,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,583,-0.008740303649026662,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,583,0.032372236677430825,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,235,0.01028213626368867,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,235,0.015792069752322686,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,235,0.024443721836874967,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,235,0.01028213626368867,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,235,0.015792069752322686,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,235,0.024443721836874967,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,953,0.04672883534040069,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,953,0.057036344110067985,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,953,0.05567409529886278,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,953,0.04672883534040069,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,953,0.057036344110067985,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,953,0.05567409529886278,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,299,0.017581384111482534,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,299,0.02086458969531623,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,299,0.04876778333837672,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,299,0.017581384111482534,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,299,0.02086458969531623,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,299,0.04876778333837672,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,155,0.015794326196155117,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,155,0.015560960435147903,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,155,0.0393253265256231,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,155,0.015794326196155117,-8.932552569769689,hyperbolic,2,1,graph
resid_n,est,30,jitter,155,0.015560960435147903,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,est,30,jitter,155,0.0393253265256231,-8.932552569769689,hyperbolic,2,1,graph
resid,true,30,jitter,18,0.023872356589106393,-8.932552569769689,hyperbolic,2,1,graph
resid_n,true,30,jitter,18,0.02241652332515131,-8.932552569769689,hyperbolic,2,1,graph
lam_d1,true,30,jitter,18,0.0517460803893664,-8.932552569769689,hyperbolic,2,1,graph
resid,est,30,jitter,18,0.023872356589106393,-8.932552569769689,hyperbolic,2,1,graph
