anchor,ks,gamma,V,goal_acc,kappa0,frac0,ent0,kappaw,fracw,entw,kind,dim,seed,mode
1211,11.816860442950112,0.99,0.4027237273050942,0.9,0.5040453527046498,0.0,5.170158386230469,-0.015168563172217958,0.0,5.318368434906006,dumbbell,3,0,random
592,12.353508287602647,0.99,0.18859471379754686,0.9,0.5066326787840767,0.0,5.149140357971191,0.23341712861925343,0.0,4.72508430480957,dumbbell,3,0,random
922,13.08481043363165,0.99,0.25044042596347393,0.9,0.5640620003401472,0.0,5.072137355804443,0.15658882882702205,0.0,4.464897155761719,dumbbell,3,0,random
623,13.896615576072982,0.99,0.39963214687419735,0.9,0.4960865641787035,0.0,5.1881818771362305,0.14951337919388902,0.0,4.7983503341674805,dumbbell,3,0,random
31,14.795506979544653,0.99,0.14196980294626,0.9,0.5516928773770023,0.0,5.138279914855957,0.2210273905276522,0.0,4.732754230499268,dumbbell,3,0,random
978,15.885198393084211,0.99,0.09019374694506391,0.9,0.512302774730724,0.0,5.201153755187988,0.44536684865430193,0.0,4.759562015533447,dumbbell,3,0,random
1224,17.139955319129093,0.99,0.41690906365179614,0.9,0.5052806511365759,0.0,5.097555637359619,0.19393599202746956,0.0,4.521340370178223,dumbbell,3,0,random
1356,17.86444450248348,0.99,0.21547179823613208,0.9,0.45332387503923216,0.0,5.09396505355835,0.26800869169974084,0.0,4.530422210693359,dumbbell,3,0,random
183,18.790907677459302,0.99,0.19564439530297748,0.9,0.5582445656517151,0.0,5.183116912841797,0.2120394687601218,0.0,4.687814712524414,dumbbell,3,0,random
770,19.693368211359815,0.99,0.30171083655263187,0.9,0.4946939059784734,0.0,5.06705379486084,0.2189743159895156,0.0,4.861940383911133,dumbbell,3,0,random
1450,21.192398490167747,0.99,0.05298150211472449,0.9,0.4312964313687968,0.0,4.975444316864014,0.5196758698446329,0.0,4.090882778167725,dumbbell,3,0,random
1297,22.183995958877667,0.99,0.29270702656792136,0.9,0.4102029863763449,0.0,5.025828838348389,0.5144699091965949,0.0,4.956668853759766,dumbbell,3,0,random
