variant,mani,seed,ks,dH
sym,dumbbell3,0,46.65239052329245,0.3401666730045543
sym,dumbbell3,0,46.814414954583306,0.2731530750004927
sym,dumbbell3,1,-96.68718184725542,0.1225087069655828
sym,dumbbell3,1,-39.6736085784557,0.20891240346503182
sym,dumbbell3,1,-5.8862746268669985,0.2393235187055156
sym,dumbbell3,1,9.165791320229987,0.31610422915393777
sym,dumbbell3,1,9.698268251062341,0.26081273091328594
sym,dumbbell3,1,10.13439702565429,0.3144529627588639
sym,dumbbell3,1,10.636742126372084,0.33910690266035726
sym,dumbbell3,1,11.209912244530914,0.34282801985531286
sym,dumbbell3,1,12.180200518504115,0.3524602524377043
sym,dumbbell3,1,13.033042377350315,0.3235039494239951
sym,dumbbell3,1,14.055784678142047,0.3417846350000566
sym,dumbbell3,1,15.362374471104665,0.34719763263224035
sym,dumbbell3,1,17.03810527017445,0.34449306770776644
sym,dumbbell3,1,18.60402029882903,0.323715333433614
sym,dumbbell3,1,19.73898493257124,0.36893354959278124
sym,dumbbell3,1,21.171548262890234,0.3431505142982507
sym,dumbbell3,1,22.7313056282228,0.33758779569302977
sym,dumbbell3,1,23.85917098237987,0.34285741921836976
sym,dumbbell3,1,25.160766623930208,0.3427603230869751
sym,dumbbell3,1,27.1739472461733,0.33365686853193033
sym,dumbbell3,1,28.458590508600253,0.3359768836277075
sym,dumbbell3,1,29.815818697326506,0.3380753537306056
sym,dumbbell3,1,30.683526081379387,0.33060636306452906
sym,dumbbell3,1,32.43022099682599,0.322125035344337
sym,dumbbell3,1,33.68240281991516,0.33046343411076684
sym,dumbbell3,1,35.35486772056233,0.32381895380619596
sym,dumbbell3,1,36.66652705630159,0.30310793549910997
sym,dumbbell3,1,37.91157906484404,0.34832074665955126
sym,dumbbell3,1,39.043871243823816,0.26663110697907566
sym,dumbbell3,1,40.13318695236076,0.31617971102164244
sym,dumbbell3,1,41.237624687817856,0.3249929029984209
sym,dumbbell3,1,42.75505996539783,0.2950300054066277
sym,dumbbell3,1,43.839611551124236,0.29254335333158377
sym,dumbbell3,1,44.51740443973556,0.3254625357820409
sym,dumbbell3,1,45.17322949392105,0.3000316297149137
sym,dumbbell3,1,45.84702931406754,0.3292123941564178
sym,dumbbell3,1,46.30391300208129,0.30972495298333147
sym,dumbbell3,1,46.687370710967485,0.30733322445083733
sym,dumbbell3,1,46.93604962309567,0.31453651289606555
sym,dumbbell3,1,47.01515765286487,0.331930181240744
sym,dumbbell4,0,-79.8966034611902,0.2684716581305011
sym,dumbbell4,0,-7.1513175246713745,0.1852020820809681
sym,dumbbell4,0,18.614947133673546,0.31059625262082946
sym,dumbbell4,0,19.989997952940993,0.3485478146542329
sym,dumbbell4,0,21.35467378302166,0.32367385353938083
sym,dumbbell4,0,22.99057125597468,0.3165819816353581
sym,dumbbell4,0,25.349116839417114,0.30674045626495516
sym,dumbbell4,0,28.062642311470753,0.3219603619023834
sym,dumbbell4,0,29.67703943349243,0.37523322116105184
sym,dumbbell4,0,31.733566777124395,0.3179045231512383
sym,dumbbell4,0,33.414435021929904,0.2676551906484326
sym,dumbbell4,0,36.19760334000514,0.32299189429291975
sym,dumbbell4,0,38.74534452468957,0.34607416284015624
sym,dumbbell4,0,40.52409215745411,0.33367308525002226
sym,dumbbell4,0,42.45442893677087,0.35325152162851303
sym,dumbbell4,0,44.40805057591748,0.2844396060997125
sym,dumbbell4,0,46.79315006865085,0.3568946269974136
sym,dumbbell4,0,48.79161914148184,0.3204327926988828
sym,dumbbell4,0,50.223495257405624,0.2805351861760288
sym,dumbbell4,0,52.37608396939409,0.2689634946358561
sym,dumbbell4,0,54.318135739714904,0.3565778244294373
sym,dumbbell4,0,56.61646729558276,0.3028101560145444
