kind_ok,m,rate_deform,rate_channel,static_score,ks,delocal_r,kind,dim,seed,point,config
1.0,120,-0.002056382464122222,-5.813777158270028e-05,-0.003043997459588268,17.329527664168435,-0.4260155257060468,dumbbell,3,0,88,center
1.0,120,-0.0016383351964671668,-7.002749973376392e-06,0.004248429900452489,18.713290944173508,-0.39607426134283813,dumbbell,3,0,157,center
1.0,120,-0.004026763061945651,6.3449421479807215e-06,-0.0047208985279168225,19.928704441853984,-0.4025997617035902,dumbbell,3,0,622,center
1.0,120,-0.007432724976394291,9.14122156784695e-06,-0.00027699135086007285,21.318898592553104,-0.40785697377355884,dumbbell,3,0,1081,center
1.0,120,-0.0044667239161839244,1.7183861841611286e-05,-0.003946296468613518,22.696870266673333,-0.33555048845980967,dumbbell,3,0,889,center
1.0,120,-0.006129558008561853,-1.3164318019083984e-05,0.001557840489337484,24.313067665490568,-0.464139830001984,dumbbell,3,0,423,center
1.0,120,-0.0025466334958363177,-4.018461962148242e-05,-0.003711723151582061,25.374309386931095,-0.4227734056225732,dumbbell,3,0,99,center
1.0,120,-0.0003889849256933754,8.388450944470567e-05,-0.0016341908004360072,26.65906270423327,-0.48912234702454627,dumbbell,3,0,4,center
1.0,120,-0.0027326935598726678,1.6158863038147803e-05,0.000325002168257274,28.095934746903342,-0.3295109100487471,dumbbell,3,0,769,center
1.0,120,0.00042269463489441605,-1.2246502024619113e-05,-0.00033661672728125484,29.234223271464472,-0.4421910350192733,dumbbell,3,0,679,center
1.0,120,-0.004589800363706931,-1.013703759067397e-05,-0.0007065717976636908,31.29957588563446,-0.4221392749225269,dumbbell,3,0,253,center
1.0,120,-0.004060704122518866,-5.377362225426434e-06,0.00046632339989801253,32.67450554782089,-0.41462116341152044,dumbbell,3,0,973,center
1.0,120,-0.0030757094794060195,-4.963518746829247e-06,-0.005160714470105184,34.170121652179205,-0.4127190937704416,dumbbell,3,0,161,center
1.0,120,-0.0038656861339028295,-7.819241391082699e-05,-0.0043835133762256395,35.12076674663931,-0.4500082620970493,dumbbell,3,0,1123,center
1.0,120,-0.0036494699695541213,-5.6353569622006695e-05,0.0029387846918116282,36.66965487982494,-0.4415870792648946,dumbbell,3,0,1113,center
1.0,120,-0.0004571760040601153,1.5602427486290555e-05,0.001324511292056229,38.00148624109423,-0.3927078493684781,dumbbell,3,0,85,center
1.0,120,-0.005208245268885508,3.407045307331676e-05,-0.004019758846674982,39.167770217453636,-0.3059046758580847,dumbbell,3,0,695,center
1.0,120,-0.0040145388334209275,3.5296805905341934e-05,-0.008737698680612681,40.50296448263839,-0.4166657864001514,dumbbell,3,0,84,center
1.0,120,0.0038774221829659303,-1.2460111212142522e-05,-0.003598178829725452,41.41889085107839,-0.5171760827934501,dumbbell,3,0,258,center
1.0,120,-0.002601270400632442,-3.728573633665633e-05,0.00039806817734906524,42.5316051546919,-0.41260854146576176,dumbbell,3,0,857,center
1.0,120,-0.003163161109413476,-4.596180598159805e-05,-0.005171561203239984,43.79770662711509,-0.4215707685692965,dumbbell,3,0,355,center
1.0,120,-0.0026301692547406517,-2.419287183919039e-06,0.003733222192440316,44.557683091256614,-0.34079062828182755,dumbbell,3,0,245,center
1.0,120,-8.9754671086036e-05,-8.292836314538476e-06,-0.003875431570719694,45.13023790461044,-0.4552783034668178,dumbbell,3,0,558,center
1.0,120,-0.002167263595233892,-1.1903486037153263e-05,-0.0010818353621885588,45.722047171020655,-0.3518302619510447,dumbbell,3,0,815,center
1.0,120,0.00201478651812869,9.273280129236856e-05,-0.0033175259384798862,46.18814958615783,-0.31329410366260996,dumbbell,3,0,997,center
1.0,120,-0.002098036277241684,1.1446899450836176e-05,-0.0018735138568768631,46.59210676352138,-0.4759332332860366,dumbbell,3,0,47,center
1.0,120,-0.0008768796741707071,-2.114295684011817e-05,0.0014142927898175635,46.80349761232324,-0.46280579062444344,dumbbell,3,0,419,center
1.0,120,-0.006165151800013107,5.128352220632829e-05,-0.006487358058111391,46.89158444780291,-0.4387457237417857,dumbbell,3,0,463,center
1.0,120,-2.84502827540433e-05,-2.168379017379133e-06,-0.009096463037204176,-163.49259820536963,-0.023769529657021147,dumbbell,3,1,139,allpairs
1.0,120,-4.3555685815960254e-05,-8.915499145167871e-06,-0.0037570590265657853,-77.08859426037498,-0.031079256023727866,dumbbell,3,1,1123,allpairs
1.0,120,-0.0014439769862702693,1.1988485926946643e-05,-0.0044360903283009075,-24.935838903963976,-0.058339180419102965,dumbbell,3,1,801,allpairs
1.0,120,0.0003750068120962717,3.2058117322245985e-06,-0.0020047213069169594,4.513497221375994,-0.034169333352551005,dumbbell,3,1,1039,allpairs
1.0,120,0.00027185494611605315,-3.2299604066921006e-06,-0.0027928809935074714,9.416261050518573,-0.07897126876672741,dumbbell,3,1,930,allpairs
1.0,120,0.0010740745029748048,-3.8224672002466304e-06,-0.00926103584916741,9.955521253209659,-0.02107572381479221,dumbbell,3,1,773,allpairs
1.0,120,0.00013142678785497492,-4.319565123071338e-06,-0.0013264874157958367,10.477653947423558,-0.01387599104750034,dumbbell,3,1,377,allpairs
1.0,120,0.0005489200640199088,-6.400813169863777e-06,-0.00390759682797231,10.974744420229678,-0.11107127242387715,dumbbell,3,1,233,allpairs
1.0,120,-0.002571211410369978,-1.1306854729535114e-06,-0.001136306843439708,11.65592445068692,-0.18022469559506454,dumbbell,3,1,315,allpairs
1.0,120,-2.2531881796335608e-05,-2.7358741861031415e-05,-0.004837113329065974,12.678447654897981,-0.04520486941912902,dumbbell,3,1,806,allpairs
1.0,120,0.00020420559955431163,6.121561817451493e-07,-0.0012363516156489436,13.664675462029756,-0.10243452365801553,dumbbell,3,1,835,allpairs
1.0,120,-0.0007676848739803881,-1.2179766573083839e-05,0.002995096814063258,15.2054866378054,-0.05213337137555278,dumbbell,3,1,611,allpairs
1.0,120,-0.0002808888557766137,-2.0909759846846992e-05,-0.0045804337849769386,16.849276751622465,-0.06875619195497261,dumbbell,3,1,126,allpairs
1.0,120,0.0003888846911789257,-9.842649650278664e-06,-0.008431628049265524,18.433629239680844,-0.12644544925712672,dumbbell,3,1,58,allpairs
1.0,120,-0.00044462045418106977,-2.9873600465653755e-05,-0.0017663886366934048,19.69436099830141,-0.2169141383450508,dumbbell,3,1,582,allpairs
1.0,120,-0.00038204850442574907,-7.920727049063695e-07,-0.004031479188121545,21.127922935034,-0.04467141170341616,dumbbell,3,1,1080,allpairs
1.0,120,-7.408988690790582e-05,-1.2319668181011897e-05,0.0036625781279490195,22.88361794608912,-0.07993170854740743,dumbbell,3,1,220,allpairs
