kind_ok,m,rate_deform,rate_channel,static_score,ks,delocal_r,kind,dim,seed,point,config
1.0,30,-0.00045847809355449923,3.2005220130434018e-06,0.00045229104953838474,-160.10429511978828,-0.2360751349413589,dumbbell,3,0,208,rq0.05|free|center
1.0,30,-0.0012689613078340491,3.6081730933427516e-06,0.0004947884049097879,-29.362825413504506,-0.45627883192709184,dumbbell,3,0,34,rq0.05|free|center
1.0,30,0.0014007510454196214,3.1774705197366395e-06,-0.0021993337684774136,9.197538770072825,-0.46353079886838844,dumbbell,3,0,405,rq0.05|free|center
1.0,30,-0.000747591689524855,-1.8535891562384184e-06,-0.00028735975658788614,10.243891183766236,-0.4963091345868356,dumbbell,3,0,122,rq0.05|free|center
1.0,30,-0.0003381668024154369,1.5181267232063552e-05,-0.002024125750265129,12.375272187789937,-0.22612952275524847,dumbbell,3,0,117,rq0.05|free|center
1.0,30,-0.001173563462061613,8.391006638852616e-06,-0.0001584566272509883,14.12947889454825,-0.3818273874258604,dumbbell,3,0,247,rq0.05|free|center
1.0,30,-0.002093347605048511,6.941968403377056e-06,0.0019022844731617914,16.735714103232734,-0.4700158255783946,dumbbell,3,0,126,rq0.05|free|center
1.0,30,-8.721720154695033e-05,7.163235042166131e-07,0.00016931588479702836,19.75217324659504,-0.22274155003718255,dumbbell,3,0,556,rq0.05|free|center
1.0,30,-0.0008912413757073079,3.4024535411347756e-07,-0.00285343720424245,23.27071823212807,-0.40513896822735923,dumbbell,3,0,249,rq0.05|free|center
1.0,30,-0.0018478178973379315,8.347868739229844e-06,0.00020391291636680188,25.709824105017237,-0.509859711942811,dumbbell,3,0,240,rq0.05|free|center
1.0,30,-0.00013696716740479905,1.8641200167183551e-06,0.000995237098896917,28.012579506491434,-0.4015793904815733,dumbbell,3,0,331,rq0.05|free|center
1.0,30,-0.0009821645884324462,7.882805502420117e-06,-0.0004930037091378102,31.912286599252806,-0.3068057711033286,dumbbell,3,0,421,rq0.05|free|center
1.0,30,-0.0012166958477700558,4.6525963690591254e-06,-0.00045064192001255865,34.55334839903517,-0.24461971309739616,dumbbell,3,0,594,rq0.05|free|center
1.0,30,-0.00047163649666996654,6.938632880112058e-07,-0.00045495728992268154,37.29483087924564,-0.35341904296215365,dumbbell,3,0,406,rq0.05|free|center
1.0,30,-0.0013999722104737734,3.4343259892229603e-06,-0.0015179892340863648,39.55859474648469,-0.5406823449004988,dumbbell,3,0,575,rq0.05|free|center
1.0,30,-0.00024775784251305447,1.9434649087083735e-06,0.0002919505424674373,41.33876269171305,-0.08687101439631215,dumbbell,3,0,273,rq0.05|free|center
1.0,30,-0.0012939248392526573,1.5004263141567737e-06,0.0016346537652440728,43.698698977999285,-0.4646708421773417,dumbbell,3,0,477,rq0.05|free|center
1.0,30,-0.0008068128075992317,5.443302070566129e-06,-0.0015326767325210874,44.69126994842631,-0.2731487047342184,dumbbell,3,0,290,rq0.05|free|center
1.0,30,-0.000488622288045819,2.0841330513240072e-07,-0.0007328604455820076,45.71916573464005,-0.31990538813715863,dumbbell,3,0,76,rq0.05|free|center
1.0,30,-0.0003213718319903247,4.341253635538796e-06,0.0012798046091658855,46.17515800775223,-0.29500316880194916,dumbbell,3,0,463,rq0.05|free|center
1.0,30,-0.0003134967282062955,1.2122425266862061e-05,0.0022321902881928543,-112.78427742774431,-0.4226025029878614,necklace,3,0,281,rq0.05|free|center
1.0,30,-0.00013473321162618825,2.7747100913207606e-07,-0.0004925530138799518,-48.68426136268561,-0.2955335674859786,necklace,3,0,101,rq0.05|free|center
1.0,30,0.0005307312628671914,-6.27350122576568e-06,-0.001889949960589897,-24.5344207188567,-0.5050484809497817,necklace,3,0,544,rq0.05|free|center
1.0,30,-0.0003816257667753119,-3.952795444147246e-06,-0.0004442444804961048,-2.148666381251376,-0.3329147889602821,necklace,3,0,286,rq0.05|free|center
1.0,30,-0.0013461928237493393,9.934185747943284e-06,0.0003880287811549453,8.295401632253352,-0.2028622549181519,necklace,3,0,381,rq0.05|free|center
1.0,30,-0.0015133603096832303,1.1225992719114212e-05,0.0015359020033538797,16.54340746841856,-0.2770854347595302,necklace,3,0,389,rq0.05|free|center
1.0,30,-0.0011493979548536594,2.54719947075562e-06,0.000672573289282253,20.81479235635595,-0.4757652348579433,necklace,3,0,426,rq0.05|free|center
1.0,30,-0.00045174008479081045,9.339764391510149e-07,0.00018987933851213282,26.848792870746514,-0.3444305176434552,necklace,3,0,276,rq0.05|free|center
1.0,30,-0.0018943256877474396,4.021176895167382e-06,0.000882190917087565,31.277990195987552,-0.49307295357141606,necklace,3,0,182,rq0.05|free|center
1.0,30,-0.0026605233372829617,1.0677216461344822e-05,0.0003320448026402109,34.683775607981055,-0.16619478893480427,necklace,3,0,216,rq0.05|free|center
1.0,30,-0.0011355086144848223,1.6277336025716238e-06,-0.0014692210032455533,37.30895463433318,-0.4202502073596509,necklace,3,0,457,rq0.05|free|center
1.0,30,-0.0011582777658998658,1.549310710569074e-05,-0.002724448711667514,38.80184589267454,-0.256857715931432,necklace,3,0,245,rq0.05|free|center
1.0,30,-0.001619909679651614,2.2313122486868526e-05,0.0007599130574356579,40.871449722209256,-0.22168312236262194,necklace,3,0,257,rq0.05|free|center
1.0,30,-0.001848988689998974,1.4339506061074776e-06,-8.294165648041929e-05,41.903494058202185,-0.29971203264477214,necklace,3,0,481,rq0.05|free|center
1.0,30,-0.0006169350909335804,7.369426019643299e-06,-0.0008132220056674503,42.51002537236791,-0.3629096678198684,necklace,3,0,223,rq0.05|free|center
1.0,30,-0.002524858828007265,3.2971449244930304e-06,0.0023499848129532788,43.43894165612178,-0.5634237691079446,necklace,3,0,486,rq0.05|free|center
1.0,30,-0.00041313866345367905,1.8383395953650943e-06,0.0011605335066884501,44.47383542112683,-0.24567684781742083,necklace,3,0,302,rq0.05|free|center
1.0,30,-0.0008159819332841577,3.4491457762501434e-06,-0.0001026409175166115,45.057360846430925,-0.3235323528387277,necklace,3,0,283,rq0.05|free|center
1.0,30,-0.0015284998505709075,-1.7684714137544688e-08,0.0008734066461948164,45.27139521170923,-0.38366475189611066,necklace,3,0,523,rq0.05|free|center
1.0,30,0.0005822722475269821,8.758207521590103e-06,-0.000482476176371303,45.37360579126246,-0.24901568372121688,necklace,3,0,208,rq0.05|free|center
1.0,30,-0.0005552759791570593,1.2098770459563941e-06,-0.00346043901090778,0.0,-0.47961358704365303,torus,3,0,446,rq0.05|free|center
1.0,30,-0.0009638780378336806,4.512600266052639e-06,0.001076282337396338,0.0,-0.5842526013905506,torus,3,0,439,rq0.05|free|center
1.0,30,0.00026465659714481173,1.5794681537488013e-06,-0.0007439669683843313,0.0,-0.27337071666482493,torus,3,0,96,rq0.05|free|center
1.0,30,-0.0006759405974339383,5.997650471082731e-07,-0.0013162013335797913,0.0,-0.4148589589571721,torus,3,0,274,rq0.05|free|center
1.0,30,0.00012935742237982632,3.940668221661762e-06,-0.0004874442604438458,0.0,-0.2646961930969661,torus,3,0,486,rq0.05|free|center
1.0,30,0.0009583835616146692,-8.817240191305586e-06,-0.008230577229900208,0.0,-0.3078946469133714,torus,3,0,151,rq0.05|free|center
1.0,30,-0.0021405272082650733,-2.1956834691157687e-06,-0.0027536913195908242,0.0,-0.4288199073545659,torus,3,0,312,rq0.05|free|center
1.0,30,-0.00018306572043279753,7.710059362805074e-07,6.238760295243094e-05,0.0,-0.0743322444811492,torus,3,0,44,rq0.05|free|center
1.0,30,-0.0003498736015138416,-9.707765311617322e-07,-0.0004307361336787995,0.0,-0.2696752508863177,torus,3,0,124,rq0.05|free|center
1.0,30,0.002159421958442642,-4.853408644311941e-06,-0.0014704102199359925,0.0,-0.44356137811743945,torus,3,0,596,rq0.05|free|center
1.0,30,-0.0004101196140139467,4.2523480174120703e-07,-8.937443688491228e-05,0.0,-0.29381443535172747,torus,3,0,7,rq0.05|free|center
1.0,30,-0.000383448812370309,2.356117907442723e-06,-0.0005010991820726971,0.0,-0.16651946351583613,torus,3,0,38,rq0.05|free|center
1.0,30,-0.0005937557493201329,4.1964187473079545e-07,-0.0034346864934269613,0.0,-0.34069761330376874,torus,3,0,483,rq0.05|free|center
1.0,30,-4.756113495119291e-05,1.3348263191067153e-07,-0.00039968660693396674,0.0,-0.2607526443592852,torus,3,0,482,rq0.05|free|center
1.0,30,-0.0015234088007486898,7.083934807194936e-06,-0.0008165541594488122,0.0,-0.28295333965262554,torus,3,0,352,rq0.05|free|center
1.0,30,-0.00036605282193647766,2.2982910186838032e-06,0.0004184730974282193,0.0,-0.33359614585760017,torus,3,0,412,rq0.05|free|center
1.0,30,5.509125215036245e-05,-3.839081388938108e-06,-0.00025139254659567326,0.0,-0.4061267035812106,torus,3,0,539,rq0.05|free|center
1.0,30,-0.0003633172721533295,9.470067417804984e-06,0.0015135164599395009,0.0,-0.40803101296613775,torus,3,0,452,rq0.05|free|center
1.0,30,0.0006808230992255326,4.3507818037191726e-06,-0.00439489583586156,0.0,-0.5591458819382328,torus,3,0,336,rq0.05|free|center
1.0,30,-0.00040391158055212755,-2.694817757683173e-06,-0.0016058635384276407,0.0,-0.40707734471954793,torus,3,0,210,rq0.05|free|center
1.0,30,0.0,0.0,0.0,-160.10429511978828,,dumbbell,3,0,208,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,-29.362825413504506,,dumbbell,3,0,34,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,9.197538770072825,,dumbbell,3,0,405,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,10.243891183766236,,dumbbell,3,0,122,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,12.375272187789937,,dumbbell,3,0,117,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,14.12947889454825,,dumbbell,3,0,247,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,16.735714103232734,,dumbbell,3,0,126,rq0.05|free|allpairs
1.0,30,1.2206273955351846e-05,-1.723734769735567e-08,0.00016931588479702836,19.75217324659504,0.013894313617545997,dumbbell,3,0,556,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,23.27071823212807,,dumbbell,3,0,249,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,25.709824105017237,,dumbbell,3,0,240,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,28.012579506491434,,dumbbell,3,0,331,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,31.912286599252806,,dumbbell,3,0,421,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,34.55334839903517,,dumbbell,3,0,594,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,37.29483087924564,,dumbbell,3,0,406,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,39.55859474648469,,dumbbell,3,0,575,rq0.05|free|allpairs
1.0,30,1.115663113808843e-05,-1.046316292866815e-07,0.0002919505424674373,41.33876269171305,0.042723709204751194,dumbbell,3,0,273,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,43.698698977999285,,dumbbell,3,0,477,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,44.69126994842631,,dumbbell,3,0,290,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,45.71916573464005,,dumbbell,3,0,76,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,46.17515800775223,,dumbbell,3,0,463,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,-112.78427742774431,,necklace,3,0,281,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,-48.68426136268561,,necklace,3,0,101,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,-24.5344207188567,,necklace,3,0,544,rq0.05|free|allpairs
1.0,30,1.1748657223544526e-05,-8.23621674565326e-09,-0.0004442444804961048,-2.148666381251376,0.11848439201966396,necklace,3,0,286,rq0.05|free|allpairs
1.0,30,1.0461231473832574e-05,5.708298265183487e-07,0.0003880287811549453,8.295401632253352,-0.02210126167889204,necklace,3,0,381,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,16.54340746841856,,necklace,3,0,389,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,20.81479235635595,,necklace,3,0,426,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,26.848792870746514,,necklace,3,0,276,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,31.277990195987552,,necklace,3,0,182,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,34.683775607981055,,necklace,3,0,216,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,37.30895463433318,,necklace,3,0,457,rq0.05|free|allpairs
1.0,30,1.8913912219263838e-05,-1.0233657604293474e-06,-0.002724448711667514,38.80184589267454,0.050146954009829034,necklace,3,0,245,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,40.871449722209256,,necklace,3,0,257,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,41.903494058202185,,necklace,3,0,481,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,42.51002537236791,,necklace,3,0,223,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,43.43894165612178,,necklace,3,0,486,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,44.47383542112683,,necklace,3,0,302,rq0.05|free|allpairs
1.0,30,1.5738343147403837e-05,-1.0346216900991578e-06,-0.0001026409175166115,45.057360846430925,0.06676571555702733,necklace,3,0,283,rq0.05|free|allpairs
1.0,30,0.0,0.0,0.0,45.27139521170923,,necklace,3,0,523,rq0.05|free|allpairs
