anchor,ks,V,ent0,entw,frac0,fracw,d_ent,d_frac,kind,dim,seed,mode,goal_acc
274,44.53130270440545,0.17562318214374448,6.1094546,4.1003447,0.0,0.4375,-2.00911,0.4375,necklace,3,2,proxy,1.0
912,44.60993389173357,0.5562121711764254,6.2056303,3.4589176,0.0,0.4375,-2.7467127,0.4375,necklace,3,2,proxy,1.0
422,44.69963042052935,1.2744507618671552,6.2163224,4.6436663,0.0,0.8125,-1.5726562,0.8125,necklace,3,2,proxy,1.0
626,44.74595653548155,0.1751001369032694,6.280464,3.9121416,0.0,0.75,-2.3683226,0.75,necklace,3,2,proxy,1.0
529,-102.67088121115125,0.3311078475690965,6.954685,4.698435,0.4375,1.0,-2.2562504,0.5625,necklace,3,2,random,0.8666666666666667
1311,-74.45213703790971,0.3318466681056308,6.881894,4.4909954,0.3125,1.0,-2.3908987,0.6875,necklace,3,2,random,0.8666666666666667
1486,-55.97007110259022,0.21395063788282817,6.8552217,4.533971,0.1875,1.0,-2.321251,0.8125,necklace,3,2,random,0.8666666666666667
319,-39.37552947334297,0.4874146804110706,6.820861,4.6446037,0.125,1.0,-2.1762571,0.875,necklace,3,2,random,0.8666666666666667
795,-23.593450944852545,0.2327532455037792,6.7895813,4.1793256,0.0625,0.625,-2.6102557,0.5625,necklace,3,2,random,0.8666666666666667
152,-16.970921099226096,0.1735005443183722,6.5607343,4.19407,0.125,0.4375,-2.3666644,0.3125,necklace,3,2,random,0.8666666666666667
500,-12.171704166645284,0.17151216062608182,6.6229534,3.9979982,0.0625,0.5,-2.6249552,0.4375,necklace,3,2,random,0.8666666666666667
118,-6.92959454050404,0.5026037922095408,6.5100145,4.4479427,0.0,0.9375,-2.0620718,0.9375,necklace,3,2,random,0.8666666666666667
894,-0.6120892280968646,0.2583364185734588,6.5050516,4.1573133,0.0,0.25,-2.3477383,0.25,necklace,3,2,random,0.8666666666666667
656,3.7299444836249567,0.4321738839850333,6.5327864,4.415556,0.0,0.625,-2.1172304,0.625,necklace,3,2,random,0.8666666666666667
289,8.017850181057582,0.3439746460630527,6.4458485,4.173519,0.0625,0.5625,-2.2723293,0.5,necklace,3,2,random,0.8666666666666667
907,11.753053376074817,0.08641769482599747,6.497353,3.5750446,0.0625,0.5,-2.9223084,0.4375,necklace,3,2,random,0.8666666666666667
283,14.516826951824935,0.31815392773797146,6.4498596,3.620691,0.0,0.4375,-2.8291686,0.4375,necklace,3,2,random,0.8666666666666667
910,16.742920391010482,0.20766942181978595,6.482521,4.09204,0.0625,0.625,-2.390481,0.5625,necklace,3,2,random,0.8666666666666667
181,19.313659653569225,0.28271610103940004,6.3561335,4.2158093,0.0,0.375,-2.140324,0.375,necklace,3,2,random,0.8666666666666667
69,21.387512529699396,0.1478147755750131,6.3894734,4.067712,0.0,0.375,-2.3217616,0.375,necklace,3,2,random,0.8666666666666667
1117,23.42381159399406,0.36885484666295043,6.515497,4.0663204,0.0,0.5,-2.4491768,0.5,necklace,3,2,random,0.8666666666666667
269,25.574795751849766,0.08912203515607488,6.402173,4.0869274,0.0,0.1875,-2.3152456,0.1875,necklace,3,2,random,0.8666666666666667
401,27.594423217573297,0.49872466495387285,6.3511934,4.001505,0.0625,0.5625,-2.3496885,0.5,necklace,3,2,random,0.8666666666666667
600,28.897566247962267,0.335630152992872,6.4237056,4.1898737,0.0,0.3125,-2.233832,0.3125,necklace,3,2,random,0.8666666666666667
769,30.257076303692653,0.35001812414606887,6.5499315,4.40618,0.0,0.8125,-2.1437516,0.8125,necklace,3,2,random,0.8666666666666667
485,31.15698656646132,0.1440724982905249,6.320883,3.6848924,0.0,0.3125,-2.6359904,0.3125,necklace,3,2,random,0.8666666666666667
571,32.1706105710079,0.23735825787620854,6.5275626,3.9128137,0.0625,0.375,-2.614749,0.3125,necklace,3,2,random,0.8666666666666667
1178,33.2093457271894,0.41895267348474147,6.306752,3.874142,0.0,0.6875,-2.4326103,0.6875,necklace,3,2,random,0.8666666666666667
524,34.21153905485474,0.17746530082260215,6.304451,3.9896092,0.0,0.125,-2.3148417,0.125,necklace,3,2,random,0.8666666666666667
1007,35.166888364491584,0.06034721266998119,6.1451902,3.9654403,0.0,0.375,-2.17975,0.375,necklace,3,2,random,0.8666666666666667
1476,36.09242261356625,0.4335445518829214,6.3446054,4.220672,0.0,0.5625,-2.1239333,0.5625,necklace,3,2,random,0.8666666666666667
81,37.13771503165772,0.5181757583515687,6.3674664,4.187387,0.0,0.5,-2.1800795,0.5,necklace,3,2,random,0.8666666666666667
413,38.005732099284245,0.3291633410895778,6.2908096,3.8657584,0.0,0.375,-2.4250512,0.375,necklace,3,2,random,0.8666666666666667
0,38.71155964201053,0.30311721437254524,6.362813,3.8866334,0.0,0.375,-2.4761796,0.375,necklace,3,2,random,0.8666666666666667
664,39.269429525483865,0.57444795238712,6.359721,4.077546,0.0,1.0,-2.282175,1.0,necklace,3,2,random,0.8666666666666667
640,39.90459283319663,0.42784337738132355,6.2902517,4.219245,0.0,0.5625,-2.0710068,0.5625,necklace,3,2,random,0.8666666666666667
965,40.48079630971777,0.3209820404467104,6.2116547,3.8006542,0.0,0.125,-2.4110005,0.125,necklace,3,2,random,0.8666666666666667
475,40.91858000610882,0.23502176176329467,6.2202163,3.7349076,0.0,0.25,-2.4853086,0.25,necklace,3,2,random,0.8666666666666667
291,41.3887036923493,0.024365718644784196,6.273934,3.617684,0.0,0.6875,-2.65625,0.6875,necklace,3,2,random,0.8666666666666667
472,42.08645072380015,0.5197076129199563,6.3457785,4.155372,0.0,0.5625,-2.1904063,0.5625,necklace,3,2,random,0.8666666666666667
562,42.5991918995523,0.3116192661431694,6.265388,3.4894235,0.0,0.0,-2.7759645,0.0,necklace,3,2,random,0.8666666666666667
756,42.918661617940124,0.20787132891408852,6.206855,4.283849,0.0,0.3125,-1.923006,0.3125,necklace,3,2,random,0.8666666666666667
299,43.23604050380158,0.2813076986827664,6.2055807,4.219768,0.0,0.0,-1.9858127,0.0,necklace,3,2,random,0.8666666666666667
13,43.4807286061063,0.17433447299506927,6.236786,3.9140048,0.0,0.1875,-2.322781,0.1875,necklace,3,2,random,0.8666666666666667
636,43.78264665143758,0.47506137643626944,6.2751684,4.324157,0.0,0.875,-1.9510112,0.875,necklace,3,2,random,0.8666666666666667
513,44.00081383784857,0.0,6.296322,3.7452369,0.0,0.6875,-2.551085,0.6875,necklace,3,2,random,0.8666666666666667
1135,44.20772896337136,0.3596398696107394,6.160307,3.6231499,0.0,0.0,-2.537157,0.0,necklace,3,2,random,0.8666666666666667
932,44.41303011029934,0.37604616414375797,6.329344,3.9322686,0.0,0.375,-2.3970752,0.375,necklace,3,2,random,0.8666666666666667
274,44.53130270440545,0.16248362821678036,6.1094546,3.815609,0.0,0.125,-2.2938457,0.125,necklace,3,2,random,0.8666666666666667
912,44.60993389173357,0.18640571542669693,6.2056303,3.992898,0.0,0.0625,-2.2127323,0.0625,necklace,3,2,random,0.8666666666666667
422,44.69963042052935,0.14626244297393048,6.2163224,3.1660163,0.0,0.1875,-3.050306,0.1875,necklace,3,2,random,0.8666666666666667
626,44.74595653548155,0.31390066742995887,6.280464,3.659103,0.0,0.0625,-2.6213613,0.0625,necklace,3,2,random,0.8666666666666667
282,-112.46410013763511,0.788763072906152,7.2658954,5.0751534,0.75,1.0,-2.190742,0.25,necklace,4,0,proxy,1.0
1185,-82.28344408128557,0.5696185401651099,7.091137,4.830289,0.0625,0.1875,-2.260848,0.125,necklace,4,0,proxy,1.0
964,-51.64468190131133,0.7098523850040144,7.1026607,4.9556837,0.0625,0.625,-2.146977,0.5625,necklace,4,0,proxy,1.0
135,-29.419735800418575,0.7181241007073904,7.02142,4.491173,0.125,0.4375,-2.5302472,0.3125,necklace,4,0,proxy,1.0
1279,-15.778690393991473,0.5232691121258206,7.0566874,4.448947,0.0,0.5,-2.6077404,0.5,necklace,4,0,proxy,1.0
681,-1.1770499119776716,0.7531656819558386,7.035645,4.8933353,0.0625,0.5,-2.1423097,0.4375,necklace,4,0,proxy,1.0
328,5.108751658206893,0.7554156454978461,7.030335,4.4663954,0.125,0.4375,-2.5639396,0.3125,necklace,4,0,proxy,1.0
396,13.338569116619848,0.16918968613111124,7.000551,3.9539745,0.0,0.3125,-3.0465767,0.3125,necklace,4,0,proxy,1.0
552,19.519198079701646,0.8239589750929861,7.0164375,4.799528,0.0625,0.0625,-2.2169094,0.0,necklace,4,0,proxy,1.0
1327,24.9354302726122,0.6524338529448783,7.023167,4.2836943,0.0,0.125,-2.7394729,0.125,necklace,4,0,proxy,1.0
65,29.63692177211584,0.8065349950084519,7.0231886,4.4034443,0.0625,0.1875,-2.6197443,0.125,necklace,4,0,proxy,1.0
503,33.93143072802482,0.6855882077474961,6.9963436,4.832959,0.0,0.125,-2.1633844,0.125,necklace,4,0,proxy,1.0
1386,37.87937396071392,0.6608921299750872,6.967147,4.0785327,0.0625,0.0625,-2.8886142,0.0,necklace,4,0,proxy,1.0
863,41.58069815329426,0.2417055736345192,6.964013,4.680952,0.0,0.75,-2.283061,0.75,necklace,4,0,proxy,1.0
158,44.39559225658397,0.9281308969761171,6.9256644,4.9287834,0.0,0.0,-1.996881,0.0,necklace,4,0,proxy,1.0
671,47.70912638895321,1.0920208117498302,6.9374466,4.615163,0.0,0.5,-2.3222837,0.5,necklace,4,0,proxy,1.0
1476,50.223526101792885,0.23767211324057952,6.9642534,3.8536294,0.0,0.1875,-3.110624,0.1875,necklace,4,0,proxy,1.0
1116,52.554553511480684,0.6725952851472138,6.9205093,4.735401,0.0,0.0625,-2.1851082,0.0625,necklace,4,0,proxy,1.0
122,55.11422864353099,0.7770424260734659,6.955593,4.256025,0.0,0.0625,-2.6995683,0.0625,necklace,4,0,proxy,1.0
1484,57.248086944868724,0.6733703820701248,6.9605417,4.737773,0.0,0.25,-2.2227688,0.25,necklace,4,0,proxy,1.0
31,59.09489166217487,0.0,6.9848323,4.7227054,0.0,0.75,-2.262127,0.75,necklace,4,0,proxy,1.0
120,60.759714365822646,0.3248279163149862,6.9339933,4.6594677,0.0,0.125,-2.2745256,0.125,necklace,4,0,proxy,1.0
1125,62.141667521166376,0.4796025658407089,6.922679,4.6247783,0.0,0.0625,-2.2979007,0.0625,necklace,4,0,proxy,1.0
921,63.765316128208575,1.092972049552376,6.936134,4.7928467,0.0,0.6875,-2.1432872,0.6875,necklace,4,0,proxy,1.0
1026,64.88176109654877,0.4905259097056085,6.9593,4.229351,0.0,0.3125,-2.729949,0.3125,necklace,4,0,proxy,1.0
1047,66.11403254753081,0.0,7.0070696,4.705695,0.0,0.8125,-2.3013744,0.8125,necklace,4,0,proxy,1.0
93,67.49419891852374,1.0138061131993676,6.9634447,4.2596793,0.0,0.375,-2.7037654,0.375,necklace,4,0,proxy,1.0
361,68.5605352692604,0.6346704544886862,6.935627,4.348325,0.0,0.25,-2.5873022,0.25,necklace,4,0,proxy,1.0
826,69.57120868523276,0.31016063134218347,6.843947,4.5637183,0.0,0.0625,-2.2802286,0.0625,necklace,4,0,proxy,1.0
1398,70.48190429760265,0.48257797520625434,6.8464756,4.5942745,0.0,0.0625,-2.252201,0.0625,necklace,4,0,proxy,1.0
1032,71.38325258284287,0.5233231840010959,6.909004,4.3369484,0.0,0.1875,-2.5720558,0.1875,necklace,4,0,proxy,1.0
375,72.40295417725005,0.3529936303888717,6.930022,3.8374543,0.0,0.25,-3.0925674,0.25,necklace,4,0,proxy,1.0
1282,73.20802951525103,0.9693901737897946,6.907376,4.4968967,0.0,0.5625,-2.410479,0.5625,necklace,4,0,proxy,1.0
897,73.96180032830082,0.6943104604284829,6.8506927,4.7276692,0.0,0.0,-2.1230235,0.0,necklace,4,0,proxy,1.0
544,74.6410154241233,0.6521103641404371,6.936718,4.872225,0.0,0.0625,-2.0644932,0.0625,necklace,4,0,proxy,1.0
155,75.28634905598338,0.3920839512143186,6.9383235,4.122283,0.0,0.375,-2.8160405,0.375,necklace,4,0,proxy,1.0
1259,75.87876178697176,0.797594121520103,6.923601,4.94123,0.0,0.125,-1.9823713,0.125,necklace,4,0,proxy,1.0
803,76.24589904362092,0.0,6.9242334,3.69943,0.0,0.5,-3.2248034,0.5,necklace,4,0,proxy,1.0
941,77.0195853935003,0.7182545003880467,6.895752,4.1085505,0.0,0.25,-2.7872014,0.25,necklace,4,0,proxy,1.0
1496,77.45354200506264,0.9673560403621826,6.896308,4.469619,0.0,0.3125,-2.4266891,0.3125,necklace,4,0,proxy,1.0
1167,77.81194414439723,0.40951616541623403,6.9106035,4.735916,0.0,0.1875,-2.1746874,0.1875,necklace,4,0,proxy,1.0
690,78.06636684618852,0.8803470030966568,6.9037743,4.8012257,0.0,0.0,-2.1025486,0.0,necklace,4,0,proxy,1.0
546,78.33243496072355,0.7413323170364994,6.8862166,3.8847697,0.0,0.125,-3.001447,0.125,necklace,4,0,proxy,1.0
1213,78.54771896806687,0.5641660241064896,6.8914948,4.620018,0.0,0.0625,-2.2714767,0.0625,necklace,4,0,proxy,1.0
1310,78.72104187653338,0.31389050194480417,6.9453883,4.727625,0.0,0.5625,-2.2177634,0.5625,necklace,4,0,proxy,1.0
864,78.82167818438026,0.0,6.950013,3.8650126,0.0,0.625,-3.0850005,0.625,necklace,4,0,proxy,1.0
1219,78.89314927261069,0.30423876175145476,6.8957415,4.6772594,0.0,0.3125,-2.218482,0.3125,necklace,4,0,proxy,1.0
460,78.9424753886859,0.42222102764301606,6.950386,3.7783015,0.0,0.125,-3.1720846,0.125,necklace,4,0,proxy,1.0
282,-112.46410013763511,0.40701124538625655,7.2658954,5.0948286,0.75,0.6875,-2.1710668,-0.0625,necklace,4,0,random,0.8666666666666667
1185,-82.28344408128557,0.37213620846259854,7.091137,5.006399,0.0625,0.5,-2.0847378,0.4375,necklace,4,0,random,0.8666666666666667
964,-51.64468190131133,0.28008131573082323,7.1026607,4.8732667,0.0625,0.25,-2.229394,0.1875,necklace,4,0,random,0.8666666666666667
135,-29.419735800418575,0.0,7.02142,4.720652,0.125,0.625,-2.300768,0.5,necklace,4,0,random,0.8666666666666667
1279,-15.778690393991473,0.5217954824481266,7.0566874,4.792988,0.0,0.0,-2.2636995,0.0,necklace,4,0,random,0.8666666666666667
681,-1.1770499119776716,0.0,7.035645,4.9498777,0.0625,0.875,-2.0857673,0.8125,necklace,4,0,random,0.8666666666666667
328,5.108751658206893,0.4575887270835183,7.030335,4.7883725,0.125,0.25,-2.2419624,0.125,necklace,4,0,random,0.8666666666666667
396,13.338569116619848,0.6976071225914262,7.000551,4.9979415,0.0,0.0,-2.0026097,0.0,necklace,4,0,random,0.8666666666666667
552,19.519198079701646,0.46058782466402737,7.0164375,4.893531,0.0625,0.125,-2.1229067,0.0625,necklace,4,0,random,0.8666666666666667
1327,24.9354302726122,0.34252274111545383,7.023167,4.628929,0.0,0.1875,-2.394238,0.1875,necklace,4,0,random,0.8666666666666667
65,29.63692177211584,0.2563494866954263,7.0231886,4.557351,0.0625,0.125,-2.4658375,0.0625,necklace,4,0,random,0.8666666666666667
503,33.93143072802482,0.0,6.9963436,4.8209267,0.0,0.9375,-2.175417,0.9375,necklace,4,0,random,0.8666666666666667
1386,37.87937396071392,0.28212584704845406,6.967147,4.5962143,0.0625,0.1875,-2.3709326,0.125,necklace,4,0,random,0.8666666666666667
863,41.58069815329426,0.33231638036280853,6.964013,4.905623,0.0,0.125,-2.0583901,0.125,necklace,4,0,random,0.8666666666666667
158,44.39559225658397,0.2594557470982444,6.9256644,4.7907143,0.0,0.125,-2.1349502,0.125,necklace,4,0,random,0.8666666666666667
671,47.70912638895321,0.40197471815596736,6.9374466,4.699131,0.0,0.0,-2.2383156,0.0,necklace,4,0,random,0.8666666666666667
1476,50.223526101792885,0.5106710661905696,6.9642534,4.7113914,0.0,0.0,-2.252862,0.0,necklace,4,0,random,0.8666666666666667
1116,52.554553511480684,0.42583878391207397,6.9205093,4.889508,0.0,0.0625,-2.0310016,0.0625,necklace,4,0,random,0.8666666666666667
122,55.11422864353099,0.5403635951880956,6.955593,4.6513395,0.0,0.0,-2.3042536,0.0,necklace,4,0,random,0.8666666666666667
1484,57.248086944868724,0.4277942837964881,6.9605417,4.772705,0.0,0.0,-2.1878366,0.0,necklace,4,0,random,0.8666666666666667
31,59.09489166217487,0.4617729382788279,6.9848323,4.815989,0.0,0.0,-2.1688433,0.0,necklace,4,0,random,0.8666666666666667
120,60.759714365822646,0.6375245828413358,6.9339933,4.865299,0.0,0.0,-2.068694,0.0,necklace,4,0,random,0.8666666666666667
1125,62.141667521166376,0.29646814755720724,6.922679,4.7241087,0.0,0.0625,-2.1985703,0.0625,necklace,4,0,random,0.8666666666666667
921,63.765316128208575,0.18001196711782713,6.936134,4.5985146,0.0,0.0,-2.3376193,0.0,necklace,4,0,random,0.8666666666666667
1026,64.88176109654877,0.4698240571434379,6.9593,4.6281414,0.0,0.0,-2.3311586,0.0,necklace,4,0,random,0.8666666666666667
1047,66.11403254753081,0.22853030372362987,7.0070696,4.7867613,0.0,0.125,-2.2203083,0.125,necklace,4,0,random,0.8666666666666667
93,67.49419891852374,0.46284443120717395,6.9634447,4.556819,0.0,0.0,-2.4066257,0.0,necklace,4,0,random,0.8666666666666667
361,68.5605352692604,0.20516939684558147,6.935627,4.5488153,0.0,0.0625,-2.3868117,0.0625,necklace,4,0,random,0.8666666666666667
826,69.57120868523276,0.17241734386407087,6.843947,4.512723,0.0,0.25,-2.331224,0.25,necklace,4,0,random,0.8666666666666667
1398,70.48190429760265,0.0,6.8464756,4.4739127,0.0,0.9375,-2.372563,0.9375,necklace,4,0,random,0.8666666666666667
1032,71.38325258284287,0.4285905710796112,6.909004,4.574581,0.0,0.0,-2.334423,0.0,necklace,4,0,random,0.8666666666666667
375,72.40295417725005,0.4343455469726873,6.930022,4.565937,0.0,0.0,-2.3640847,0.0,necklace,4,0,random,0.8666666666666667
1282,73.20802951525103,0.3803907580247591,6.907376,4.507756,0.0,0.0625,-2.3996196,0.0625,necklace,4,0,random,0.8666666666666667
897,73.96180032830082,0.2361653934588123,6.8506927,4.5445056,0.0,0.0625,-2.3061872,0.0625,necklace,4,0,random,0.8666666666666667
544,74.6410154241233,0.5073247552374451,6.936718,4.7654004,0.0,0.0,-2.1713176,0.0,necklace,4,0,random,0.8666666666666667
155,75.28634905598338,0.0,6.9383235,4.6528344,0.0,0.625,-2.285489,0.625,necklace,4,0,random,0.8666666666666667
1259,75.87876178697176,0.42184405185700297,6.923601,4.8381367,0.0,0.0,-2.0854645,0.0,necklace,4,0,random,0.8666666666666667
803,76.24589904362092,0.6854611775289381,6.9242334,4.748028,0.0,0.0,-2.1762056,0.0,necklace,4,0,random,0.8666666666666667
941,77.0195853935003,0.5291529703196305,6.895752,4.5631485,0.0,0.0,-2.3326035,0.0,necklace,4,0,random,0.8666666666666667
1496,77.45354200506264,0.23854751305143923,6.896308,4.4527965,0.0,0.125,-2.4435115,0.125,necklace,4,0,random,0.8666666666666667
1167,77.81194414439723,0.27629821193103604,6.9106035,4.7091236,0.0,0.0625,-2.20148,0.0625,necklace,4,0,random,0.8666666666666667
690,78.06636684618852,0.5170681177554042,6.9037743,4.8352985,0.0,0.0,-2.0684757,0.0,necklace,4,0,random,0.8666666666666667
546,78.33243496072355,0.2092837374750025,6.8862166,4.540143,0.0,0.0625,-2.3460736,0.0625,necklace,4,0,random,0.8666666666666667
1213,78.54771896806687,0.2842289230112742,6.8914948,4.897876,0.0,0.0625,-1.993619,0.0625,necklace,4,0,random,0.8666666666666667
1310,78.72104187653338,0.2304301137412988,6.9453883,4.778515,0.0,0.125,-2.1668735,0.125,necklace,4,0,random,0.8666666666666667
864,78.82167818438026,0.822058538394807,6.950013,4.8989806,0.0,0.0,-2.0510325,0.0,necklace,4,0,random,0.8666666666666667
1219,78.89314927261069,0.39133142055111625,6.8957415,4.687708,0.0,0.0625,-2.2080336,0.0625,necklace,4,0,random,0.8666666666666667
460,78.9424753886859,0.33363527850386027,6.950386,4.6101446,0.0,0.1875,-2.3402414,0.1875,necklace,4,0,random,0.8666666666666667
953,-123.31657122196185,0.705374957384977,7.1383724,4.7661657,0.0625,0.8125,-2.3722067,0.75,necklace,4,1,proxy,1.0
228,-85.37589790762121,0.4923606375087317,7.1218243,4.8924313,0.0,1.0,-2.229393,1.0,necklace,4,1,proxy,1.0
607,-49.92648375731332,0.9955091245719936,7.1090975,4.925831,0.0,0.875,-2.1832666,0.875,necklace,4,1,proxy,1.0
270,-34.83212942831567,0.5261955817773624,7.0696173,4.852166,0.0,0.6875,-2.217451,0.6875,necklace,4,1,proxy,1.0
868,-20.003481034146485,0.7380430659950339,7.0446987,4.951041,0.0,1.0,-2.0936575,1.0,necklace,4,1,proxy,1.0
565,-7.803789184185471,0.3137033218600001,7.0404954,4.6894255,0.0,0.75,-2.35107,0.75,necklace,4,1,proxy,1.0
556,0.10305198859295822,0.3073427209229885,7.0790625,4.618649,0.0,0.4375,-2.4604135,0.4375,necklace,4,1,proxy,1.0
1187,7.212842181357475,0.9322150131944873,7.0151997,4.930714,0.0625,1.0,-2.0844855,0.9375,necklace,4,1,proxy,1.0
1279,14.896238079286023,0.5386527007810831,7.0289335,4.670922,0.0625,0.6875,-2.3580117,0.625,necklace,4,1,proxy,1.0
562,18.596315718104183,0.5003453675920528,6.993613,4.786019,0.0,0.875,-2.207594,0.875,necklace,4,1,proxy,1.0
1154,24.3578327940592,0.6038192690408914,7.054974,4.5070324,0.0625,0.625,-2.5479417,0.5625,necklace,4,1,proxy,1.0
1077,29.365750866239125,0.5940547758500164,7.0487022,4.4152117,0.0,0.625,-2.6334906,0.625,necklace,4,1,proxy,1.0
15,33.000135092627815,0.7152938583542994,6.9974666,4.7017913,0.0,0.6875,-2.2956753,0.6875,necklace,4,1,proxy,1.0
899,37.70969443910181,0.7460633233431944,6.971772,4.6402,0.0,0.4375,-2.331572,0.4375,necklace,4,1,proxy,1.0
385,41.08980026436922,0.6704460420625393,6.984728,4.563147,0.0625,0.75,-2.4215808,0.6875,necklace,4,1,proxy,1.0
1372,44.49264324533184,1.0153799462192286,6.9624696,4.851691,0.0,1.0,-2.1107788,1.0,necklace,4,1,proxy,1.0
1258,47.63515831123565,0.3138911575877535,6.9667673,4.5084944,0.0,0.375,-2.458273,0.375,necklace,4,1,proxy,1.0
1268,50.61884902990287,0.950413440576042,6.925379,4.658821,0.0,0.875,-2.2665577,0.875,necklace,4,1,proxy,1.0
760,53.43900770634771,0.7022147503583145,6.9633474,4.4469495,0.0625,0.4375,-2.516398,0.375,necklace,4,1,proxy,1.0
741,55.872212778051434,0.6081309539807744,6.8818474,4.754631,0.0,0.0625,-2.1272163,0.0625,necklace,4,1,proxy,1.0
179,58.1974478438998,0.6679380594623725,6.9376945,4.603072,0.0,0.0625,-2.3346224,0.0625,necklace,4,1,proxy,1.0
132,59.971599996398275,0.45071271341877805,7.0189734,3.7051182,0.0,0.375,-3.3138552,0.375,necklace,4,1,proxy,1.0
453,61.56794503241199,0.7633817745487591,6.902217,4.291748,0.0,0.4375,-2.6104689,0.4375,necklace,4,1,proxy,1.0
416,63.532887374051136,0.9415135427669894,6.921951,4.5780067,0.0,0.875,-2.343944,0.875,necklace,4,1,proxy,1.0
271,64.90699234436448,0.17444425479011244,6.9650364,4.6324987,0.0,0.8125,-2.3325377,0.8125,necklace,4,1,proxy,1.0
743,66.23526738622316,0.9010169090076758,6.910823,4.5135946,0.0,0.5625,-2.3972282,0.5625,necklace,4,1,proxy,1.0
1106,67.63009246492649,0.0,6.9417,4.5655737,0.0,0.625,-2.3761263,0.625,necklace,4,1,proxy,1.0
454,68.94090029298269,0.5051986971990279,7.0214577,4.3047843,0.0,0.625,-2.7166734,0.625,necklace,4,1,proxy,1.0
951,69.91855500894702,0.556054115869281,6.892992,4.7214484,0.0,0.5625,-2.1715436,0.5625,necklace,4,1,proxy,1.0
1421,70.86449576251717,0.5242067585464306,6.937624,3.8189616,0.0,0.25,-3.1186624,0.25,necklace,4,1,proxy,1.0
266,71.72092689040939,0.6614367888556395,6.9279985,4.235321,0.0,0.375,-2.6926775,0.375,necklace,4,1,proxy,1.0
138,72.65795994217105,0.4492655704317358,6.92229,4.6716347,0.0,0.5,-2.2506552,0.5,necklace,4,1,proxy,1.0
635,73.39103608906785,0.8087182697460917,6.873103,4.773317,0.0,0.375,-2.0997863,0.375,necklace,4,1,proxy,1.0
814,74.03787353995045,0.20510951444946643,6.931908,4.709424,0.0,1.0,-2.222484,1.0,necklace,4,1,proxy,1.0
1357,74.54850894393286,0.725832293381271,6.945877,4.672243,0.0,0.5,-2.273634,0.5,necklace,4,1,proxy,1.0
1071,75.22464046346612,0.8495808955779799,6.903715,4.3684816,0.0,0.75,-2.5352335,0.75,necklace,4,1,proxy,1.0
601,75.71108103397891,0.8180212113945522,6.930788,4.0035977,0.0,0.6875,-2.9271903,0.6875,necklace,4,1,proxy,1.0
1311,76.24554745546062,0.5990487306753594,6.8947783,4.0502663,0.0,0.3125,-2.844512,0.3125,necklace,4,1,proxy,1.0
55,76.65951411005757,0.6339201208790634,6.8899446,4.691768,0.0,0.5,-2.1981764,0.5,necklace,4,1,proxy,1.0
1338,76.95289010285855,1.2388460760190931,6.8791733,4.765586,0.0,1.0,-2.1135874,1.0,necklace,4,1,proxy,1.0
809,77.27021323030029,0.9199452830263448,6.917672,4.5180106,0.0,0.8125,-2.3996615,0.8125,necklace,4,1,proxy,1.0
1070,77.54476991051149,1.1045402667742092,6.8644075,4.8346243,0.0,1.0,-2.0297832,1.0,necklace,4,1,proxy,1.0
6,77.81820542895373,0.760399108410918,6.8923616,4.2724495,0.0,0.375,-2.6199121,0.375,necklace,4,1,proxy,1.0
971,78.03016548184152,1.0921308377142938,6.88406,4.6890454,0.0,0.9375,-2.1950145,0.9375,necklace,4,1,proxy,1.0
1081,78.20871909873503,0.5054761577378405,6.9333873,4.780403,0.0,0.9375,-2.1529841,0.9375,necklace,4,1,proxy,1.0
946,78.36056668713321,0.0,6.896696,4.4260626,0.0,0.8125,-2.4706335,0.8125,necklace,4,1,proxy,1.0
909,78.42645678345978,0.450491877724741,6.8988733,4.508443,0.0,0.75,-2.3904305,0.75,necklace,4,1,proxy,1.0
724,78.4639467337781,0.0,6.932024,4.4107933,0.0,0.8125,-2.5212307,0.8125,necklace,4,1,proxy,1.0
953,-123.31657122196185,0.25009915081927037,7.1383724,4.8459263,0.0625,0.4375,-2.2924461,0.375,necklace,4,1,random,0.9166666666666666
228,-85.37589790762121,0.5111636269259955,7.1218243,4.892267,0.0,0.0625,-2.229557,0.0625,necklace,4,1,random,0.9166666666666666
607,-49.92648375731332,0.37068238570662737,7.1090975,4.681952,0.0,0.3125,-2.4271455,0.3125,necklace,4,1,random,0.9166666666666666
270,-34.83212942831567,0.467594697003624,7.0696173,4.9171605,0.0,0.0625,-2.1524568,0.0625,necklace,4,1,random,0.9166666666666666
868,-20.003481034146485,0.4643350471869401,7.0446987,4.8892145,0.0,0.1875,-2.1554842,0.1875,necklace,4,1,random,0.9166666666666666
565,-7.803789184185471,0.4126764892743877,7.0404954,4.915905,0.0,0.125,-2.1245904,0.125,necklace,4,1,random,0.9166666666666666
556,0.10305198859295822,0.5821322665064323,7.0790625,4.812978,0.0,0.0,-2.2660847,0.0,necklace,4,1,random,0.9166666666666666
1187,7.212842181357475,0.37396702100133383,7.0151997,4.6485496,0.0625,0.375,-2.36665,0.3125,necklace,4,1,random,0.9166666666666666
1279,14.896238079286023,0.1947268901019298,7.0289335,4.785406,0.0625,0.125,-2.2435274,0.0625,necklace,4,1,random,0.9166666666666666
562,18.596315718104183,0.2413634318151521,6.993613,4.8599215,0.0,0.125,-2.1336913,0.125,necklace,4,1,random,0.9166666666666666
