kind,dim,seed,noise,p,score,ks
dumbbell,3,0,0.15,208,-0.023529465507991232,-162.54995942432336
dumbbell,3,0,0.15,511,-0.0055256836787500735,-74.95970203819603
dumbbell,3,0,0.15,636,0.0058235676768457825,-27.1880401803554
dumbbell,3,0,0.15,1356,-0.008310895136125481,6.24938970303236
dumbbell,3,0,0.15,1148,0.002000548527200413,9.357205730340135
dumbbell,3,0,0.15,1060,-0.036349407758813464,9.73978173531225
dumbbell,3,0,0.15,1328,0.0,10.343539587606124
dumbbell,3,0,0.15,957,0.004706826983529703,11.113889196786833
dumbbell,3,0,0.15,248,0.002373267424247698,12.499387785590539
dumbbell,3,0,0.15,291,-0.0077067425599992405,13.201132412371196
dumbbell,3,0,0.15,282,-0.03272672316515708,14.33135331399123
dumbbell,3,0,0.15,1390,0.0038028119893126246,15.412582687607921
dumbbell,3,0,0.15,417,-0.0022340962667128372,16.94999942537549
dumbbell,3,0,0.15,21,-0.017569918311153485,18.407492805442413
dumbbell,3,0,0.15,1026,0.015162875038619194,19.742888200636123
dumbbell,3,0,0.15,944,-0.011144547270994794,20.93109518575691
dumbbell,3,0,0.15,759,-0.007239380093947707,22.262073710848544
dumbbell,3,0,0.15,49,-0.04555623695251064,23.946187561847466
dumbbell,3,0,0.15,1197,-0.002924688843440746,25.32533056307868
dumbbell,3,0,0.15,1039,-0.0883918900192469,26.66994041952738
dumbbell,3,0,0.15,769,-0.0003731077834533518,28.08929574552609
dumbbell,3,0,0.15,994,-0.048412380205486216,29.45990972926113
dumbbell,3,0,0.15,662,-0.0022854832928601646,31.275425390450874
dumbbell,3,0,0.15,973,-0.00852052561945231,32.66678464124537
dumbbell,3,0,0.15,1326,0.0005126180819951878,34.09772237779084
dumbbell,3,0,0.15,1123,-0.033192399672898096,35.112467794463434
dumbbell,3,0,0.15,1035,-0.0034426942433673467,36.73115980052288
dumbbell,3,0,0.15,235,-0.011626160521946104,38.10959482144626
dumbbell,3,0,0.15,1302,0.003503240875497221,39.18817135356253
dumbbell,3,0,0.15,430,-0.004361238671231338,40.712697724084435
dumbbell,3,0,0.15,1388,0.0022024042271742116,41.681986434549394
dumbbell,3,0,0.15,491,-0.03393746795871404,42.77001054169692
dumbbell,3,0,0.15,604,0.002386550246939869,43.79716356336398
dumbbell,3,0,0.15,1337,-0.021101429426088718,44.68615129783242
dumbbell,3,0,0.15,65,0.006250050061272761,45.233125417757044
dumbbell,3,0,0.15,493,-0.021278920656677,45.780305866886444
dumbbell,3,0,0.15,874,0.0006189255384693032,46.19927172362648
