config,kind,dim,rate_deform_r,rate_deform_bal,rate_channel_r,rate_channel_bal,static_r,deform_vs_static,band_ok,m_med,delocal_r,rate_deform_flatmed,rate_channel_flatmed
fixed,dumbbell,3,0.02134829153344033,0.6666666666666667,0.10101716545360379,0.5833333333333334,0.12927554949460746,-0.02449184367523083,1.0,60.0,0.009367789293717248,,
fixed,necklace,3,0.7530873714428857,0.75,-0.6168384822101076,0.28125,0.2811093474386281,0.12027612537464631,1.0,60.0,0.015402965316051134,,
fixed,torus,3,,,,,,0.006184449502220242,1.0,60.0,-0.015726778587754505,7.249112752183754e-05,5.284883184408784e-07
recompute,dumbbell,3,0.04798775992041559,0.6666666666666667,0.268878555650294,0.6111111111111112,0.12927554949460746,-0.10863940157092795,1.0,60.0,-0.008414574260186127,,
recompute,necklace,3,0.3043447507605628,0.75,-0.2817207859546448,0.40625,0.2811093474386281,-0.01970452847372029,1.0,60.0,-0.0014135284213448707,,
recompute,torus,3,,,,,,-0.04637780006524166,1.0,60.0,-0.03892758193745456,0.0001834486947824565,7.678761705006328e-07
