kind,dim,seed,branch,ks,integ_sign,integ_mag,v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa
dumbbell,3,0,C17,-3.5550526795521264,-0.4448548860494541,-0.47135996694777504,-0.8854538084083494,-1.2944716949027066,-0.7974719771067236,10.58353537358171,1.882216177484446,42.07285157659968,2.191553215229688
dumbbell,3,0,C17,2.5102588071524714,-0.38923031208988346,0.023396585498701772,0.4972547959894059,0.08919114244871075,-0.7771694042884152,17.651675942356086,3.5611548887065934,44.90127857334588,1.999808519990456
dumbbell,3,0,C17,6.159382675542515,0.4072439628169029,0.31998516336656774,0.926872229784549,-0.24804540549452303,0.6321922929367207,22.819207895017023,6.62869815959772,44.90127857334588,4.989292615771486
dumbbell,3,0,C17,6.605360713324066,0.3512892489206646,0.2228353183545071,-0.7429604383618741,-0.27626586770024586,1.7775386299176217,25.10218790448252,8.986532251806452,44.90127857334588,5.862252672244916
dumbbell,3,0,C17,7.3857094587224115,0.23530730749777562,-0.21045077304893448,0.709868679623533,0.6159792465354114,-0.8272978230259137,26.230614190719326,11.273486120665318,44.90127857334588,4.665537828087496
dumbbell,3,0,C17,8.355744883799076,-0.22879185292445808,0.1256508805294908,0.1077878406356969,0.4380194122582246,0.16847132777883678,20.81236821295527,4.237298160170107,44.90127857334588,4.156137808881095
dumbbell,3,0,C17,9.178669145217661,-0.20952014779581596,-0.2745175541098107,-1.7196212347156732,-0.4466769874259658,-0.8013706180342882,14.255170580414097,5.286021661450116,27.930716592868695,2.8374240887790174
dumbbell,3,0,C17,10.291751725325792,0.46188028099058787,0.039736911347781574,-0.3737800577409105,-0.49750415901582984,-0.5859004672375681,29.701618605716853,9.61429915652352,44.90127857334588,4.7503510956158
dumbbell,3,0,C17,11.41168825762969,0.40415419202067826,1.1723700818924978,0.3706163286753325,0.3054821712745517,-4.180773330313975,23.243159353803108,25.818512279836682,33.58757058636109,6.188764700078735
dumbbell,3,0,C17,12.373259461365768,0.22445418077038315,0.2320716795072339,-0.027519347214404393,0.18441903647629748,0.31466662225134573,16.2922488444336,5.0680956901573495,44.90127857334588,2.902412784975793
