instance,point,kind,dataset,dim,noise,seed,name,ks_true,kappa,frac,ent2,ent4
140,1421,sphere,tier1,4,0.15,1,S4(r=1),29.5895983515116,0.3685818220050137,0.0,3.820691108703613,4.830322265625
140,706,sphere,tier1,4,0.15,1,S4(r=1),29.5895983515116,0.4430509617778845,0.0,3.719635963439941,4.869752407073975
140,52,sphere,tier1,4,0.15,1,S4(r=1),29.5895983515116,0.3878895939208625,0.0,3.4554874897003174,4.613956451416016
140,1422,sphere,tier1,4,0.15,1,S4(r=1),29.5895983515116,0.4958247049693765,0.0,3.956289768218994,5.024026870727539
140,1233,sphere,tier1,4,0.15,1,S4(r=1),29.5895983515116,0.3831843863506654,0.0,3.897119045257568,4.9692888259887695
140,215,sphere,tier1,4,0.15,1,S4(r=1),29.5895983515116,0.3592432327035627,0.0,3.782407283782959,4.91674280166626
140,1128,sphere,tier1,4,0.15,1,S4(r=1),29.5895983515116,0.3669460467490892,0.0,3.663064002990722,4.726024627685547
140,764,sphere,tier1,4,0.15,1,S4(r=1),29.5895983515116,0.4090706705335931,0.0,3.7996926307678223,4.917818546295166
141,137,sphere,tier1,4,0.0,2,S4(r=1),29.64639637694765,0.3833180004510504,0.0,3.62634539604187,4.571861743927002
141,390,sphere,tier1,4,0.0,2,S4(r=1),29.64639637694765,0.3796773222084644,0.0,3.728011131286621,4.718301773071289
141,1250,sphere,tier1,4,0.0,2,S4(r=1),29.64639637694765,0.3899592548554829,0.0,3.314258813858032,4.358671188354492
141,1219,sphere,tier1,4,0.0,2,S4(r=1),29.64639637694765,0.4047509916575375,0.0,3.6321091651916495,4.607112884521484
141,446,sphere,tier1,4,0.0,2,S4(r=1),29.64639637694765,0.373744553555345,0.0,3.387463092803955,4.471269607543945
141,676,sphere,tier1,4,0.0,2,S4(r=1),29.64639637694765,0.4119887109954222,0.0,3.698608875274658,4.684358596801758
141,619,sphere,tier1,4,0.0,2,S4(r=1),29.64639637694765,0.4248117415066355,0.0,3.6443512439727774,4.679892063140869
141,163,sphere,tier1,4,0.0,2,S4(r=1),29.64639637694765,0.3564767080233796,0.0,3.1961092948913574,4.302654266357422
142,137,sphere,tier1,4,0.05,2,S4(r=1),29.64639637694765,0.427449737844427,0.0,3.629956007003784,4.582181930541992
142,390,sphere,tier1,4,0.05,2,S4(r=1),29.64639637694765,0.3654434219284184,0.0,3.773603916168213,4.751920223236084
142,1250,sphere,tier1,4,0.05,2,S4(r=1),29.64639637694765,0.4252445068879447,0.0,3.3549537658691406,4.408481121063232
142,1219,sphere,tier1,4,0.05,2,S4(r=1),29.64639637694765,0.4353805127154706,0.0,3.668742418289185,4.639983177185059
142,446,sphere,tier1,4,0.05,2,S4(r=1),29.64639637694765,0.3838458052066301,0.0,3.3556113243103027,4.4524102210998535
142,676,sphere,tier1,4,0.05,2,S4(r=1),29.64639637694765,0.4116220756309514,0.0,3.7080698013305664,4.692456245422363
142,619,sphere,tier1,4,0.05,2,S4(r=1),29.64639637694765,0.3962971403370297,0.0,3.644671440124512,4.688262939453125
142,163,sphere,tier1,4,0.05,2,S4(r=1),29.64639637694765,0.3464392846026227,0.0,3.187198638916016,4.30329704284668
143,137,sphere,tier1,4,0.15,2,S4(r=1),29.64639637694765,0.4540616650544212,0.0,3.748945951461792,4.737392425537109
143,390,sphere,tier1,4,0.15,2,S4(r=1),29.64639637694765,0.365758067809575,0.0,3.927000761032105,4.908417701721191
143,1250,sphere,tier1,4,0.15,2,S4(r=1),29.64639637694765,0.4473921305333465,0.0,3.525205135345459,4.629870414733887
143,1219,sphere,tier1,4,0.15,2,S4(r=1),29.64639637694765,0.4222208827558683,0.0,3.8418948650360103,4.823450088500977
143,446,sphere,tier1,4,0.15,2,S4(r=1),29.64639637694765,0.395793600735732,0.0,3.3781886100769043,4.54405689239502
143,676,sphere,tier1,4,0.15,2,S4(r=1),29.64639637694765,0.4670629539378442,0.0,3.813567876815796,4.824244022369385
143,619,sphere,tier1,4,0.15,2,S4(r=1),29.64639637694765,0.4159333056412467,0.0,3.707080364227295,4.801097869873047
143,163,sphere,tier1,4,0.15,2,S4(r=1),29.64639637694765,0.3813324654296806,0.0,3.2881674766540527,4.452384948730469
144,1269,sphere,tier1,4,0.0,0,S4(r=1.5),29.611150268673477,0.4019351055482931,0.0,3.611069679260254,4.683175086975098
144,112,sphere,tier1,4,0.0,0,S4(r=1.5),29.611150268673477,0.4092276209642403,0.0,3.5023422241210938,4.630926132202148
144,24,sphere,tier1,4,0.0,0,S4(r=1.5),29.611150268673477,0.4121684912567062,0.0,3.6609432697296143,4.841294765472412
144,764,sphere,tier1,4,0.0,0,S4(r=1.5),29.611150268673477,0.3864852134365194,0.0,3.714071273803711,4.625638008117676
144,460,sphere,tier1,4,0.0,0,S4(r=1.5),29.611150268673477,0.4008466143002101,0.0,3.3244009017944336,4.503810882568359
144,403,sphere,tier1,4,0.0,0,S4(r=1.5),29.611150268673477,0.4337136073701315,0.0,3.6906888484954834,4.721199989318848
144,61,sphere,tier1,4,0.0,0,S4(r=1.5),29.611150268673477,0.4156238982979651,0.0,3.530656099319458,4.635052680969238
144,951,sphere,tier1,4,0.0,0,S4(r=1.5),29.611150268673477,0.3930504675881994,0.0,3.641284942626953,4.650040626525879
145,1269,sphere,tier1,4,0.05,0,S4(r=1.5),29.611150268673477,0.4085366748558146,0.0,3.643731355667114,4.71143913269043
145,112,sphere,tier1,4,0.05,0,S4(r=1.5),29.611150268673477,0.4311473765570489,0.0,3.5051345825195312,4.636026382446289
145,24,sphere,tier1,4,0.05,0,S4(r=1.5),29.611150268673477,0.4001339707779987,0.0,3.674433708190918,4.8595871925354
145,764,sphere,tier1,4,0.05,0,S4(r=1.5),29.611150268673477,0.4047072908870545,0.0,3.738229274749756,4.649435997009277
145,460,sphere,tier1,4,0.05,0,S4(r=1.5),29.611150268673477,0.4249191292583885,0.0,3.3770346641540527,4.553983211517334
145,403,sphere,tier1,4,0.05,0,S4(r=1.5),29.611150268673477,0.4505832036529914,0.0,3.705182075500488,4.740882873535156
145,61,sphere,tier1,4,0.05,0,S4(r=1.5),29.611150268673477,0.4322997407462678,0.0,3.566882610321045,4.646570205688477
145,951,sphere,tier1,4,0.05,0,S4(r=1.5),29.611150268673477,0.3683888375136098,0.0,3.676772117614746,4.676881313323975
146,1269,sphere,tier1,4,0.15,0,S4(r=1.5),29.611150268673477,0.4695280832975238,0.0,3.78780460357666,4.864279747009277
146,112,sphere,tier1,4,0.15,0,S4(r=1.5),29.611150268673477,0.4036358190046697,0.0,3.547891616821289,4.709630012512207
146,24,sphere,tier1,4,0.15,0,S4(r=1.5),29.611150268673477,0.3969940423788463,0.0,3.7620387077331534,4.985331535339356
146,764,sphere,tier1,4,0.15,0,S4(r=1.5),29.611150268673477,0.41972367318517,0.0,3.874428033828736,4.807841300964356
146,460,sphere,tier1,4,0.15,0,S4(r=1.5),29.611150268673477,0.3954721972149034,0.0,3.5971484184265137,4.791739463806152
146,403,sphere,tier1,4,0.15,0,S4(r=1.5),29.611150268673477,0.4546096576188766,0.0,3.817563533782959,4.879703998565674
146,61,sphere,tier1,4,0.15,0,S4(r=1.5),29.611150268673477,0.4359133850061215,0.0,3.703892469406128,4.770018577575684
146,951,sphere,tier1,4,0.15,0,S4(r=1.5),29.611150268673477,0.4015518148110619,0.0,3.814772844314575,4.820758819580078
147,1421,sphere,tier1,4,0.0,1,S4(r=1.5),29.5895983515116,0.3374000715564391,0.0,3.838684320449829,4.793906211853027
147,706,sphere,tier1,4,0.0,1,S4(r=1.5),29.5895983515116,0.4571011503586031,0.0,3.493048429489136,4.640816688537598
147,52,sphere,tier1,4,0.0,1,S4(r=1.5),29.5895983515116,0.4104235300243901,0.0,3.1981394290924072,4.30479907989502
147,1422,sphere,tier1,4,0.0,1,S4(r=1.5),29.5895983515116,0.4635134858498216,0.0,3.853511333465576,4.88070011138916
147,1233,sphere,tier1,4,0.0,1,S4(r=1.5),29.5895983515116,0.3511718863915612,0.0625,3.823359966278076,4.85845422744751
147,215,sphere,tier1,4,0.0,1,S4(r=1.5),29.5895983515116,0.3901562544061636,0.0,3.625255107879639,4.745402812957764
147,1128,sphere,tier1,4,0.0,1,S4(r=1.5),29.5895983515116,0.4497505211609861,0.0,3.630226135253906,4.6395111083984375
147,764,sphere,tier1,4,0.0,1,S4(r=1.5),29.5895983515116,0.3840186772175659,0.0,3.691424369812012,4.792709827423096
148,1421,sphere,tier1,4,0.05,1,S4(r=1.5),29.5895983515116,0.370812597042631,0.0,3.806456089019776,4.773567199707031
148,706,sphere,tier1,4,0.05,1,S4(r=1.5),29.5895983515116,0.5001015771479085,0.0,3.528390884399414,4.670478820800781
148,52,sphere,tier1,4,0.05,1,S4(r=1.5),29.5895983515116,0.4418536520906114,0.0,3.25556755065918,4.36613655090332
148,1422,sphere,tier1,4,0.05,1,S4(r=1.5),29.5895983515116,0.4701584243204584,0.0,3.868667125701904,4.907006740570068
148,1233,sphere,tier1,4,0.05,1,S4(r=1.5),29.5895983515116,0.3504061277715578,0.0,3.8215930461883545,4.863194942474365
148,215,sphere,tier1,4,0.05,1,S4(r=1.5),29.5895983515116,0.4101960978109897,0.0,3.652574062347412,4.766266822814941
148,1128,sphere,tier1,4,0.05,1,S4(r=1.5),29.5895983515116,0.3903004948009821,0.0,3.6169934272766113,4.632689476013184
148,764,sphere,tier1,4,0.05,1,S4(r=1.5),29.5895983515116,0.4065568540627213,0.0,3.701264142990112,4.803311347961426
149,1421,sphere,tier1,4,0.15,1,S4(r=1.5),29.5895983515116,0.3685818220050136,0.0,3.820691108703613,4.830322265625
149,706,sphere,tier1,4,0.15,1,S4(r=1.5),29.5895983515116,0.4430509617778845,0.0,3.719635963439941,4.869752407073975
149,52,sphere,tier1,4,0.15,1,S4(r=1.5),29.5895983515116,0.3878895939208626,0.0,3.4554874897003174,4.613956451416016
149,1422,sphere,tier1,4,0.15,1,S4(r=1.5),29.5895983515116,0.4958247049693767,0.0,3.956289768218994,5.024026870727539
149,1233,sphere,tier1,4,0.15,1,S4(r=1.5),29.5895983515116,0.3831843863506654,0.0,3.897119045257568,4.9692888259887695
149,215,sphere,tier1,4,0.15,1,S4(r=1.5),29.5895983515116,0.3592432327035627,0.0,3.782407283782959,4.91674280166626
149,1128,sphere,tier1,4,0.15,1,S4(r=1.5),29.5895983515116,0.3669460467490893,0.0,3.663064002990722,4.726024627685547
149,764,sphere,tier1,4,0.15,1,S4(r=1.5),29.5895983515116,0.4090706705335932,0.0,3.7996926307678223,4.917818546295166
150,137,sphere,tier1,4,0.0,2,S4(r=1.5),29.64639637694764,0.3833180004510506,0.0,3.62634539604187,4.571861743927002
150,390,sphere,tier1,4,0.0,2,S4(r=1.5),29.64639637694764,0.3796773222084643,0.0,3.728011131286621,4.718301773071289
150,1250,sphere,tier1,4,0.0,2,S4(r=1.5),29.64639637694764,0.3899592548554829,0.0,3.314258813858032,4.358671188354492
150,1219,sphere,tier1,4,0.0,2,S4(r=1.5),29.64639637694764,0.4047509916575378,0.0,3.6321091651916495,4.607112884521484
150,446,sphere,tier1,4,0.0,2,S4(r=1.5),29.64639637694764,0.3737445535553451,0.0,3.387463092803955,4.471269607543945
150,676,sphere,tier1,4,0.0,2,S4(r=1.5),29.64639637694764,0.4119887109954226,0.0,3.698608875274658,4.684358596801758
150,619,sphere,tier1,4,0.0,2,S4(r=1.5),29.64639637694764,0.4248117415066355,0.0,3.6443512439727774,4.679892063140869
150,163,sphere,tier1,4,0.0,2,S4(r=1.5),29.64639637694764,0.3564767080233798,0.0,3.1961092948913574,4.302654266357422
151,137,sphere,tier1,4,0.05,2,S4(r=1.5),29.64639637694764,0.4274497378444271,0.0,3.629956007003784,4.582181930541992
151,390,sphere,tier1,4,0.05,2,S4(r=1.5),29.64639637694764,0.3654434219284185,0.0,3.773603916168213,4.751920223236084
151,1250,sphere,tier1,4,0.05,2,S4(r=1.5),29.64639637694764,0.4252445068879446,0.0,3.3549537658691406,4.408481121063232
151,1219,sphere,tier1,4,0.05,2,S4(r=1.5),29.64639637694764,0.4353805127154705,0.0,3.668742418289185,4.639983177185059
151,446,sphere,tier1,4,0.05,2,S4(r=1.5),29.64639637694764,0.3838458052066299,0.0,3.3556113243103027,4.4524102210998535
151,676,sphere,tier1,4,0.05,2,S4(r=1.5),29.64639637694764,0.4116220756309514,0.0,3.7080698013305664,4.692456245422363
151,619,sphere,tier1,4,0.05,2,S4(r=1.5),29.64639637694764,0.3962971403370297,0.0,3.644671440124512,4.688262939453125
151,163,sphere,tier1,4,0.05,2,S4(r=1.5),29.64639637694764,0.3464392846026228,0.0,3.187198638916016,4.30329704284668
152,137,sphere,tier1,4,0.15,2,S4(r=1.5),29.64639637694764,0.4540616650544212,0.0,3.748945951461792,4.737392425537109
152,390,sphere,tier1,4,0.15,2,S4(r=1.5),29.64639637694764,0.365758067809575,0.0,3.927000761032105,4.908417701721191
152,1250,sphere,tier1,4,0.15,2,S4(r=1.5),29.64639637694764,0.4473921305333466,0.0,3.525205135345459,4.629870414733887
152,1219,sphere,tier1,4,0.15,2,S4(r=1.5),29.64639637694764,0.4222208827558683,0.0,3.8418948650360103,4.823450088500977
152,446,sphere,tier1,4,0.15,2,S4(r=1.5),29.64639637694764,0.3957936007357316,0.0,3.3781886100769043,4.54405689239502
152,676,sphere,tier1,4,0.15,2,S4(r=1.5),29.64639637694764,0.4670629539378441,0.0,3.813567876815796,4.824244022369385
152,619,sphere,tier1,4,0.15,2,S4(r=1.5),29.64639637694764,0.415933305641247,0.0,3.707080364227295,4.801097869873047
152,163,sphere,tier1,4,0.15,2,S4(r=1.5),29.64639637694764,0.3813324654296809,0.0,3.2881674766540527,4.452384948730469
153,1269,hyperbolic,tier1,4,0.0,0,H4(k=0.5),-38.68424741181379,0.3580199235196446,0.0,3.556819438934326,4.515090465545654
153,112,hyperbolic,tier1,4,0.0,0,H4(k=0.5),-38.68424741181379,0.3484564452557108,0.0,3.83496618270874,4.628815650939941
153,24,hyperbolic,tier1,4,0.0,0,H4(k=0.5),-38.68424741181379,0.3294422540112683,0.0,3.881587505340576,4.690786361694336
153,764,hyperbolic,tier1,4,0.0,0,H4(k=0.5),-38.68424741181379,0.3438457207782879,0.0,3.8761281967163086,4.826359748840332
153,460,hyperbolic,tier1,4,0.0,0,H4(k=0.5),-38.68424741181379,0.2316467738822746,0.8125,4.440258502960205,5.654107093811035
153,403,hyperbolic,tier1,4,0.0,0,H4(k=0.5),-38.68424741181379,0.2455396355904343,0.0,3.703769207000733,4.720047950744629
153,61,hyperbolic,tier1,4,0.0,0,H4(k=0.5),-38.68424741181379,0.410687982122633,0.0,2.8570148944854736,3.8638875484466553
153,951,hyperbolic,tier1,4,0.0,0,H4(k=0.5),-38.68424741181379,0.3804144453986834,0.0,3.24596643447876,4.021641731262207
154,1269,hyperbolic,tier1,4,0.05,0,H4(k=0.5),-38.68424741181379,0.3910699239456359,0.0,3.554927110671997,4.519255638122559
154,112,hyperbolic,tier1,4,0.05,0,H4(k=0.5),-38.68424741181379,0.3282709515381893,0.0,3.849347114562988,4.635197639465332
154,24,hyperbolic,tier1,4,0.05,0,H4(k=0.5),-38.68424741181379,0.325557070130497,0.0,3.89769983291626,4.706872940063477
154,764,hyperbolic,tier1,4,0.05,0,H4(k=0.5),-38.68424741181379,0.3282800802945101,0.0,3.90562915802002,4.845724582672119
154,460,hyperbolic,tier1,4,0.05,0,H4(k=0.5),-38.68424741181379,0.0818529383320105,0.875,4.450962543487549,5.66782283782959
154,403,hyperbolic,tier1,4,0.05,0,H4(k=0.5),-38.68424741181379,0.2856106458771727,0.0,3.696086883544922,4.709535598754883
154,61,hyperbolic,tier1,4,0.05,0,H4(k=0.5),-38.68424741181379,0.3099033106177389,0.0,2.880415916442871,3.891606330871582
154,951,hyperbolic,tier1,4,0.05,0,H4(k=0.5),-38.68424741181379,0.4116582933804105,0.0,3.2321016788482666,4.015647411346436
155,1269,hyperbolic,tier1,4,0.15,0,H4(k=0.5),-38.68424741181379,0.3216525795588298,0.0,3.6277294158935542,4.63038969039917
155,112,hyperbolic,tier1,4,0.15,0,H4(k=0.5),-38.68424741181379,0.3748335918421807,0.0,3.92008638381958,4.711373329162598
155,24,hyperbolic,tier1,4,0.15,0,H4(k=0.5),-38.68424741181379,0.4101905696305317,0.0,3.994031667709351,4.818507671356201
155,764,hyperbolic,tier1,4,0.15,0,H4(k=0.5),-38.68424741181379,0.3000544721041367,0.0,4.049450397491455,4.970043659210205
155,460,hyperbolic,tier1,4,0.15,0,H4(k=0.5),-38.68424741181379,0.2044675943301184,1.0,4.595930099487305,5.829558372497559
155,403,hyperbolic,tier1,4,0.15,0,H4(k=0.5),-38.68424741181379,0.3612186714120997,0.0625,3.720384359359741,4.755615234375
155,61,hyperbolic,tier1,4,0.15,0,H4(k=0.5),-38.68424741181379,0.3918324934980232,0.0,2.999849319458008,4.056845664978027
155,951,hyperbolic,tier1,4,0.15,0,H4(k=0.5),-38.68424741181379,0.3633513202673807,0.0,3.294256687164306,4.1393022537231445
156,1421,hyperbolic,tier1,4,0.0,1,H4(k=0.5),-38.49641620220526,0.3935147702353554,0.0,3.203630924224853,4.522812366485596
156,706,hyperbolic,tier1,4,0.0,1,H4(k=0.5),-38.49641620220526,0.2294994346174832,0.0,4.464674472808838,5.278048515319824
156,52,hyperbolic,tier1,4,0.0,1,H4(k=0.5),-38.49641620220526,0.2859950505858963,0.0,3.672767639160156,4.556462287902832
156,1422,hyperbolic,tier1,4,0.0,1,H4(k=0.5),-38.49641620220526,0.2413985523597424,0.0,4.361266136169434,5.162489891052246
156,1233,hyperbolic,tier1,4,0.0,1,H4(k=0.5),-38.49641620220526,0.2448554744190456,0.0,4.135006904602051,4.996509552001953
156,215,hyperbolic,tier1,4,0.0,1,H4(k=0.5),-38.49641620220526,0.2338135032933678,0.0,4.1412272453308105,4.981838226318359
156,1128,hyperbolic,tier1,4,0.0,1,H4(k=0.5),-38.49641620220526,0.2348011813171497,0.0,4.234789848327637,5.112390041351318
156,764,hyperbolic,tier1,4,0.0,1,H4(k=0.5),-38.49641620220526,0.3496834806204904,0.0,3.64654541015625,4.660417556762695
157,1421,hyperbolic,tier1,4,0.05,1,H4(k=0.5),-38.49641620220526,0.3190451110424218,0.0,3.1767704486846924,4.523924827575684
157,706,hyperbolic,tier1,4,0.05,1,H4(k=0.5),-38.49641620220526,0.2439456734917378,0.0,4.470742702484131,5.286060333251953
157,52,hyperbolic,tier1,4,0.05,1,H4(k=0.5),-38.49641620220526,0.2944822406000459,0.0,3.67289137840271,4.561864852905273
157,1422,hyperbolic,tier1,4,0.05,1,H4(k=0.5),-38.49641620220526,0.2610767381093,0.0,4.347042083740234,5.149548530578613
157,1233,hyperbolic,tier1,4,0.05,1,H4(k=0.5),-38.49641620220526,0.3242100179175804,0.0,4.154629230499268,5.012322425842285
157,215,hyperbolic,tier1,4,0.05,1,H4(k=0.5),-38.49641620220526,0.262957740548293,0.0,4.155142784118652,5.003573894500732
157,1128,hyperbolic,tier1,4,0.05,1,H4(k=0.5),-38.49641620220526,0.2453495311259421,0.0,4.256167888641357,5.134737014770508
157,764,hyperbolic,tier1,4,0.05,1,H4(k=0.5),-38.49641620220526,0.3564771608684542,0.0,3.672883987426758,4.680315971374512
158,1421,hyperbolic,tier1,4,0.15,1,H4(k=0.5),-38.49641620220526,0.3283756598970849,0.0,3.2017292976379395,4.611775875091553
158,706,hyperbolic,tier1,4,0.15,1,H4(k=0.5),-38.49641620220526,0.3070273667749025,0.0,4.573968887329102,5.387824535369873
158,52,hyperbolic,tier1,4,0.15,1,H4(k=0.5),-38.49641620220526,0.3422811181274261,0.0,3.736725807189941,4.663569927215576
158,1422,hyperbolic,tier1,4,0.15,1,H4(k=0.5),-38.49641620220526,0.2299594921973343,0.0,4.365725040435791,5.1833014488220215
158,1233,hyperbolic,tier1,4,0.15,1,H4(k=0.5),-38.49641620220526,0.3031205559614739,0.0,4.232706546783447,5.102255821228027
158,215,hyperbolic,tier1,4,0.15,1,H4(k=0.5),-38.49641620220526,0.2539351044413157,0.0,4.220422267913818,5.105305194854736
158,1128,hyperbolic,tier1,4,0.15,1,H4(k=0.5),-38.49641620220526,0.2330853893988627,0.0,4.393069267272949,5.273225784301758
158,764,hyperbolic,tier1,4,0.15,1,H4(k=0.5),-38.49641620220526,0.4119744259817681,0.0,3.761707305908203,4.779374122619629
159,137,hyperbolic,tier1,4,0.0,2,H4(k=0.5),-38.687892034828046,0.4566557338062597,0.0,3.1214003562927246,4.190844535827637
159,390,hyperbolic,tier1,4,0.0,2,H4(k=0.5),-38.687892034828046,0.2054051233648399,0.0,4.417433738708496,5.310912132263184
159,1250,hyperbolic,tier1,4,0.0,2,H4(k=0.5),-38.687892034828046,0.407689280664313,0.0,3.3267407417297363,4.303354263305664
159,1219,hyperbolic,tier1,4,0.0,2,H4(k=0.5),-38.687892034828046,0.3284839530315135,0.0,3.751516342163086,4.640970706939697
159,446,hyperbolic,tier1,4,0.0,2,H4(k=0.5),-38.687892034828046,0.3536349280276084,0.0,3.561241149902344,4.584934234619141
159,676,hyperbolic,tier1,4,0.0,2,H4(k=0.5),-38.687892034828046,0.3472013450947881,0.0,4.050665378570557,4.832140922546387
159,619,hyperbolic,tier1,4,0.0,2,H4(k=0.5),-38.687892034828046,0.330402434310993,0.0,3.656741142272949,4.597265243530273
159,163,hyperbolic,tier1,4,0.0,2,H4(k=0.5),-38.687892034828046,0.1176488831850331,0.0625,4.307275295257568,5.395004749298096
160,137,hyperbolic,tier1,4,0.05,2,H4(k=0.5),-38.687892034828046,0.3262899072207595,0.0,3.115063428878784,4.18112325668335
160,390,hyperbolic,tier1,4,0.05,2,H4(k=0.5),-38.687892034828046,0.293269510620232,0.0,4.437782764434815,5.336448669433594
160,1250,hyperbolic,tier1,4,0.05,2,H4(k=0.5),-38.687892034828046,0.3766747076332098,0.0,3.3343095779418945,4.308991432189941
160,1219,hyperbolic,tier1,4,0.05,2,H4(k=0.5),-38.687892034828046,0.3952459325131914,0.0,3.802401065826416,4.689938068389893
160,446,hyperbolic,tier1,4,0.05,2,H4(k=0.5),-38.687892034828046,0.3835954436190179,0.0,3.581319570541382,4.6063079833984375
160,676,hyperbolic,tier1,4,0.05,2,H4(k=0.5),-38.687892034828046,0.3306638982468604,0.0,4.061443328857422,4.842587471008301
160,619,hyperbolic,tier1,4,0.05,2,H4(k=0.5),-38.687892034828046,0.3599673800839453,0.0,3.649547815322876,4.598213195800781
160,163,hyperbolic,tier1,4,0.05,2,H4(k=0.5),-38.687892034828046,0.2282953369599493,0.125,4.31827449798584,5.40689754486084
161,137,hyperbolic,tier1,4,0.15,2,H4(k=0.5),-38.687892034828046,0.4204963176230628,0.0,3.206320285797119,4.30715274810791
161,390,hyperbolic,tier1,4,0.15,2,H4(k=0.5),-38.687892034828046,0.2010802396413099,0.1875,4.556659698486328,5.470941543579102
161,1250,hyperbolic,tier1,4,0.15,2,H4(k=0.5),-38.687892034828046,0.3362148262320696,0.0,3.4414992332458496,4.434027671813965
161,1219,hyperbolic,tier1,4,0.15,2,H4(k=0.5),-38.687892034828046,0.3204863704664598,0.0,3.9829604625701904,4.886747360229492
161,446,hyperbolic,tier1,4,0.15,2,H4(k=0.5),-38.687892034828046,0.3104068690363941,0.0,3.72041130065918,4.755038738250732
161,676,hyperbolic,tier1,4,0.15,2,H4(k=0.5),-38.687892034828046,0.2972642636322589,0.0,4.13817024230957,4.945518493652344
161,619,hyperbolic,tier1,4,0.15,2,H4(k=0.5),-38.687892034828046,0.3961876430313454,0.0,3.707353353500366,4.686928749084473
161,163,hyperbolic,tier1,4,0.15,2,H4(k=0.5),-38.687892034828046,0.1390818929434442,0.25,4.444016456604004,5.531991004943848
162,1269,hyperbolic,tier1,4,0.0,0,H4(k=1),-91.86395255101736,0.4435470945727322,0.0,3.288600444793701,4.239085674285889
162,112,hyperbolic,tier1,4,0.0,0,H4(k=1),-91.86395255101736,0.3396837653231951,0.0,3.543360471725464,4.48427677154541
162,24,hyperbolic,tier1,4,0.0,0,H4(k=1),-91.86395255101736,0.3599163339804476,0.0,3.664865493774414,4.488866806030273
162,764,hyperbolic,tier1,4,0.0,0,H4(k=1),-91.86395255101736,0.3853281772720272,0.0,3.5555922985076904,4.574853897094727
162,460,hyperbolic,tier1,4,0.0,0,H4(k=1),-91.86395255101736,0.1142008841254911,0.9375,4.613010883331299,5.807741641998291
162,403,hyperbolic,tier1,4,0.0,0,H4(k=1),-91.86395255101736,0.3040673697373827,0.5,3.4468111991882324,4.487457275390625
162,61,hyperbolic,tier1,4,0.0,0,H4(k=1),-91.86395255101736,0.3947224982191843,0.0,2.6279196739196777,3.531351089477539
162,951,hyperbolic,tier1,4,0.0,0,H4(k=1),-91.86395255101736,0.3745665878735236,0.0,2.9493775367736816,3.618611097335816
163,1269,hyperbolic,tier1,4,0.05,0,H4(k=1),-91.86395255101736,0.3314996788997021,0.0,3.284841537475586,4.240715026855469
163,112,hyperbolic,tier1,4,0.05,0,H4(k=1),-91.86395255101736,0.3579980108499784,0.0,3.565821886062622,4.495465278625488
163,24,hyperbolic,tier1,4,0.05,0,H4(k=1),-91.86395255101736,0.3416812985196167,0.0,3.6792612075805664,4.504454135894775
163,764,hyperbolic,tier1,4,0.05,0,H4(k=1),-91.86395255101736,0.3692708692149124,0.0,3.5840275287628174,4.593524932861328
163,460,hyperbolic,tier1,4,0.05,0,H4(k=1),-91.86395255101736,0.0618282381185766,0.875,4.6194610595703125,5.812237739562988
163,403,hyperbolic,tier1,4,0.05,0,H4(k=1),-91.86395255101736,0.2926873639680941,0.25,3.444065570831299,4.474140167236328
163,61,hyperbolic,tier1,4,0.05,0,H4(k=1),-91.86395255101736,0.3471923881477146,0.0,2.6610381603240967,3.568689346313477
163,951,hyperbolic,tier1,4,0.05,0,H4(k=1),-91.86395255101736,0.4169633543604906,0.0,2.925724506378174,3.596586227416992
164,1269,hyperbolic,tier1,4,0.15,0,H4(k=1),-91.86395255101736,0.4210431835474121,0.0,3.3417670726776123,4.34391975402832
164,112,hyperbolic,tier1,4,0.15,0,H4(k=1),-91.86395255101736,0.3645799147730409,0.0,3.654707431793213,4.582816123962402
164,24,hyperbolic,tier1,4,0.15,0,H4(k=1),-91.86395255101736,0.3577676840373223,0.0,3.7598066329956055,4.610796451568604
164,764,hyperbolic,tier1,4,0.15,0,H4(k=1),-91.86395255101736,0.3175187714590737,0.0,3.737591505050659,4.733602523803711
164,460,hyperbolic,tier1,4,0.15,0,H4(k=1),-91.86395255101736,0.1615565046106106,1.0,4.757687091827393,5.940666198730469
164,403,hyperbolic,tier1,4,0.15,0,H4(k=1),-91.86395255101736,0.3082997078008758,0.0625,3.45751953125,4.498693466186523
164,61,hyperbolic,tier1,4,0.15,0,H4(k=1),-91.86395255101736,0.3929524289927463,0.0,2.7779312133789062,3.7332992553710938
164,951,hyperbolic,tier1,4,0.15,0,H4(k=1),-91.86395255101736,0.415835493713418,0.0,2.95313024520874,3.680785655975342
165,1421,hyperbolic,tier1,4,0.0,1,H4(k=1),-91.45916963198552,0.3544075645204999,0.0625,2.564758777618408,3.933525562286377
165,706,hyperbolic,tier1,4,0.0,1,H4(k=1),-91.45916963198552,0.2870988484973216,0.0,4.286411285400391,5.079808712005615
165,52,hyperbolic,tier1,4,0.0,1,H4(k=1),-91.45916963198552,0.3478929384176177,0.0,3.3455498218536377,4.137723922729492
165,1422,hyperbolic,tier1,4,0.0,1,H4(k=1),-91.45916963198552,0.3443480464173628,0.0,4.109364032745361,4.853343963623047
165,1233,hyperbolic,tier1,4,0.0,1,H4(k=1),-91.45916963198552,0.2959171400624349,0.0,3.8723669052124015,4.7411322593688965
