v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa,est_dim,spread,knn_radius,patch_frac,anchor,n_points,true_dim,ks,manifold,family
9.643787373421326,8.884705253151436,0.969453306958686,9.66911271225555,-1.6711330294881506,-0.0,-2.553477351101126,4.0,0.2163174247522122,0.2557222160901464,0.5738602283577581,510,1400,4,36.57369187227121,1,bumpy_cap
9.764176151360752,8.760293995607004,1.8969250199038383,8.858383838802773,-2.268412370226659,-0.0,-2.885526218970219,4.0,0.2236873836376024,0.265290424084131,0.5655276104351866,761,1400,4,36.97798451075351,1,bumpy_cap
10.063414942785997,7.696941918600288,2.154548804802608,15.702612238011254,-1.8989686841343516,-0.0,-2.083598933896824,4.0,0.2324751880551732,0.2588920439324574,0.5972207865419684,639,1400,4,42.29223364898627,1,bumpy_cap
21.109016539881942,10.049279074393104,3.2853363034148844,19.849576930528677,3.1674670567712884,-0.0,-1.0969735922217263,5.0,0.1568502272619354,0.3728507039432933,0.7787138815648431,1154,1400,4,225.42894254417484,1,bumpy_cap
-23.261410379862014,-16.26295299477727,-0.2211642758306675,-2.9199701463791503,-4.482559489503172,-1000000000.0,1.4967310951251371,6.0,0.2139369066821976,0.3157492943408139,0.4867123180417389,786,1400,5,-910.8413100340832,2,bumpy_periodic
-5.026850029770587,-0.3587808104433034,0.9705338398365256,8.745790651168036,-3.570596282378637,-562500000.0,0.3231021427410298,5.0,0.2183002258303048,0.2805796377710778,0.5573346895619743,442,1400,5,-254.98029312965735,2,bumpy_periodic
-3.2680041105680115,-0.0323901843039283,1.1525805593758869,8.142693533936969,-4.032785809311843,-187500000.0,-0.1399603854861359,5.0,0.2387265558803501,0.3297460503100223,0.5595946847048016,752,1400,5,-218.4841352445832,2,bumpy_periodic
-3.0131078623561245,0.45516235908037,1.9537759035869977,8.026803905578085,-3.637277396183894,-875000000.0,0.4837800791386161,5.0,0.2381748839207996,0.2968475022851254,0.5767485437498011,672,1400,5,-163.69755833661918,2,bumpy_periodic
0.4185515315298528,3.192858098258266,0.5797858303371579,14.380674444707058,-2.5140661067058607,-125000000.0,1.2149417520011605,6.0,0.2021792091910977,0.356688961427102,0.6361160798813493,956,1400,5,-102.56221295301424,2,bumpy_periodic
-1.2560243157497315,1.996341200166428,-0.4069622997813398,9.442566110455257,-1.5531853863700296,-0.0,0.9132875026072657,5.0,0.1552675602766943,0.3667226536565203,0.6120501829806764,123,1400,5,-71.31069703129216,2,bumpy_periodic
-0.649045029572888,2.8940299989030773,-1.6233740782501735,13.841103252680192,-0.4140623022927718,-0.0,1.0431748384200714,10.0,0.1145505705013993,0.4081030703485903,0.6308781809348207,1055,1400,5,-28.63159837031624,2,bumpy_periodic
