inst_id,dim,noise,ks,dhat,dhat_err,sigma_rel,integ_oracle,v4_m60_oracle,ent_cak_oracle,sent_oracle,integ_est,v4_m60_est,ent_cak_est,sent_est
720,5,0.1,9.58742063848517,5,0,0.257,0.14488451560804305,-8888662.537497647,3.1713623087265965,294.5450924659213,-0.49536483819082905,-1.2425668469000257,-1.4670441096245044,-0.7900860222803137
721,5,0.1,55.01886922438137,5,0,0.255,0.3174771536609916,-10331195.002017312,4.150199031527747,527.7901622660146,-0.48842795263560024,-1.4154447922672841,-1.168250286082501,1.7145627322190016
722,5,0.1,-51.81568753840308,5,0,0.257,-0.4497847734477718,-10549318.604689319,-0.09117636136196654,48.98222922912741,-0.4987897650394549,-1.4415854589028854,-2.46294708402429,-3.427006580062991
723,5,0.1,-39.1042194433172,5,0,0.26,-0.32046654131104535,-15839324.495073892,-0.9081781644053948,64.900807920124,-0.49885480318840997,-2.0755575682341636,-2.71234015120864,-3.256068569128931
724,5,0.1,-53.95304602005903,5,0,0.249,-0.3075478408835103,-9445712.906092444,-0.04961705703686135,152.42982565657758,-0.49555844541592053,-1.2848086634847662,-2.7638535389458156,-2.6112065272124783
725,5,0.1,-33.13785935137783,5,0,0.257,-0.24308746212966603,-7907740.8303828165,0.362559157112243,92.93681727916967,-0.49168899632065927,-1.1250098882435546,-2.3244425027354407,-2.955010304607205
726,5,0.1,-27.36501286887357,5,0,0.238,-0.3889477596018784,-6070852.42382263,-0.014616772169868014,83.90344368923382,-0.4951327029854815,-0.8604957547806563,-2.7518039962695564,-3.442835377528322
727,5,0.1,-20.20522058544134,5,0,0.257,-0.07269228067605732,-10318641.720688596,0.3683265707736862,131.53499117623525,-0.4973221886129543,-1.4139403647849897,-2.322681976654115,-2.540532655582983
728,5,0.1,-86.78332400296945,5,0,0.256,-0.3133644426035549,-13634580.369430833,-0.03646670767995733,67.74698990820886,-0.49882561626876615,-1.811333612187101,-2.4462467434797235,-3.225505495801615
729,5,0.1,12.657273566920678,5,0,0.26,-0.09143867061846372,-5988581.499804837,1.190966545715836,197.21904514217505,-0.4976440071764305,-0.8950113751680095,-2.0715678349532864,-1.8351994877811606
730,5,0.1,-67.17285898139227,5,0,0.257,-0.4801258174574748,-7428730.224548164,0.0898994258209067,155.57073973511763,-0.4982937609400587,-1.0676036451380349,-2.4076729759499447,-2.2824302753566403
