v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa,est_dim,spread,knn_radius,patch_frac,anchor,n_points,true_dim,ks,kind,dim,seed,branch,estimator,integ_sign,integ_mag
-0.09293838757208613,0.38835310971772613,0.29000825568105154,-0.2262457966220852,0.9299552768895915,0.8596174308792871,0.5517373677605243,4.0,0.2194601855840711,0.2224389961190339,0.5737460269149637,319,1400,3,12.373259461365768,dumbbell,3,0,B,diffdist_t4,0.23889716662175797,0.18771018138123777
-0.6184741027002809,0.006923184501966234,-0.5779196742600533,-0.0635567735328763,1.2935652510432267,0.8596174308792871,2.0926646609759376,4.0,0.2152479085598981,0.1933561000536711,0.590346254689768,1323,1400,3,13.292811739534624,dumbbell,3,0,B,diffdist_t4,-0.07464306903192242,-0.11419577814990696
-1.9428811491952127,-0.8301765575353076,-0.32807548705973105,0.18956014757865713,1.8196867881435317,0.8596174308792871,3.1000017122199157,4.0,0.1748516121868856,0.1860611307608721,0.6472545961752563,185,1400,3,14.409416562572522,dumbbell,3,0,B,diffdist_t4,0.3965227934615343,0.7917934948684893
0.23490436330051181,0.4929863692955257,-1.0509681071480839,-0.5733748621861893,0.10449426362868743,0.8596174308792871,2.270067709851123,3.0,0.2539543345802476,0.2763250228473849,0.5456924250022396,1222,1400,3,15.33757314504347,dumbbell,3,0,B,diffdist_t4,-0.30792417031066976,-0.32703513858308314
-0.9887333310495307,-0.40174332766218335,0.5030644682147069,-0.029263705116959235,1.0755905559782273,0.8596174308792871,2.918654780974553,4.0,0.2286238184559636,0.1995428432888108,0.6175818779474803,190,1400,3,16.176736933411025,dumbbell,3,0,B,diffdist_t4,-0.23058437510377006,0.046288792262250834
0.17184106594380025,0.04059766876306601,-0.3432461341765076,-0.37345109393858694,0.7171016001138767,0.8596174308792871,1.7810301646316566,3.0,0.2464934054521718,0.2533324157117392,0.5772827165788265,975,1400,3,17.079064983670342,dumbbell,3,0,B,diffdist_t4,-0.03634959525742815,-0.07194728608440513
-0.15232542532890012,0.09171843947157876,-1.3789137917994496,-0.27217448137363637,0.8968517970142171,0.8596174308792871,0.3994305837520365,4.0,0.243661000018745,0.2202709080836908,0.5738971611308866,1375,1400,3,17.851715608550524,dumbbell,3,0,B,diffdist_t4,0.02809124364879312,-0.5500697966544434
0.46043506761338204,0.21351801605232815,0.8483485080176401,-0.17955208752102564,0.557735314555621,0.8596174308792871,1.7891707253491758,9.0,0.2422540487645247,0.2282722791477462,0.5935885732534706,327,1400,3,18.427504263358863,dumbbell,3,0,B,diffdist_t4,0.021467722070896977,-0.1340691601098148
-0.800314434555555,0.23686903309550503,-0.4169454974115,-0.21224263572185917,1.0544161518800783,0.8596174308792871,1.581994940555949,4.0,0.2242871732608214,0.2260704802591035,0.5835170625231092,281,1400,3,18.86173140901876,dumbbell,3,0,B,diffdist_t4,0.10399010296806332,0.01266738363748631
0.4741227998038803,0.10626973868562503,1.6402334051533793,-0.2985666712535423,0.6028287528801162,0.8596174308792871,2.29548418782012,9.0,0.2233911155883837,0.2296839918949798,0.5558312691675517,1261,1400,3,19.292051405337936,dumbbell,3,0,B,diffdist_t4,0.09777690402279693,-0.14714378325514582
0.3754071718269417,0.049175703561702755,0.8355506555090293,-0.30959419899080726,0.6074538719870253,0.8596174308792871,1.33418372038437,9.0,0.2173334419468777,0.2262692176848331,0.552308589231196,630,1400,3,19.5323352139822,dumbbell,3,0,B,diffdist_t4,0.12065511067075796,-0.5014320389029584
-0.025916452118718205,-0.07273584472539786,0.6778062116530293,-0.41730367253519945,0.6038362629021308,0.8596174308792871,0.499081794195589,3.0,0.2304237495388338,0.2533889605702947,0.5804310287805248,356,1400,3,19.59838014117316,dumbbell,3,0,B,diffdist_t4,-0.10425786486717614,0.1950257479515771
-1.9943021012307867,-2.0477791470315387,-0.6507412058179165,-1.0590210193234249,3.155904501833606,-1.0755655881774395,-0.07185456313726271,6.0,0.182255272108575,0.3066384520516255,0.6191852531586827,208,1400,3,-22.54806259822148,dumbbell,3,0,B,diffdist_t8,0.26287600859435656,-0.6057878280251108
-1.9915312518896193,-2.537179695464441,-0.5057312975365238,-1.0163458985991947,2.347140748175063,-0.9490284601565643,1.3887576195984006,3.0,0.2142081464123646,0.3164014459923112,0.5905424756780979,362,1400,3,-19.225024550522377,dumbbell,3,0,B,diffdist_t8,0.320912911991478,0.6657043906951082
-1.0323255219877843,-0.6970473739031811,0.618024694262838,-0.6582514140366656,1.1325330885459781,-0.18980569203131284,0.26192590367052965,4.0,0.2460899615527683,0.2667448338340141,0.5089770046881922,1088,1400,3,-11.762262800203482,dumbbell,3,0,B,diffdist_t8,0.12552752480808504,-0.4893171530682566
