v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa,est_dim,spread,knn_radius,patch_frac,anchor,n_points,true_dim,branch,estimator,rep,n_bucket
-0.015567316308558147,-0.0062950081875837085,0.032538991830610806,-6.906372053519008,-5.136072158813477,-0.0,0.2579760639001079,3.0,0.24231455024628626,0.1648884253623522,0.4698354845488108,1027,1400,3,B,pca_denoise,2,1400
0.034564660219720676,-0.018957363432748963,0.05066815363182145,-6.906408099676691,-4.677881717681885,-0.0625,0.3042479846722851,3.0,0.22703449045478508,0.22470878415506154,0.5891703448767542,470,1400,3,B,pca_denoise,2,1400
-0.018095197218948898,-0.027977196937662836,-0.017599050058481426,-7.0963174240348925,-5.502820014953613,-1.0,0.05749765228141654,3.0,0.24169002552242522,0.17100934084607003,0.43642742782150784,97,1400,3,B,pca_denoise,3,1400
0.024276259123736054,-0.00928559135983398,0.031937897607350225,-6.873167280383572,-4.792268753051758,-0.0,0.23056346913665576,3.0,0.22257112273585433,0.1743678084822093,0.5122463084186113,1341,1400,3,B,pca_denoise,3,1400
0.024645478469023048,-0.00208990737199352,0.04731953955824961,-6.891370656895342,-4.925472259521484,-0.0,0.20049700901012357,3.0,0.2041371525056408,0.16668424115452,0.4685828847421524,1371,1400,3,B,pca_denoise,3,1400
-0.11689264482948125,-0.20546458592364775,0.039857365431989394,-7.144288428046343,-5.526115894317627,-1.0,-0.015458899079035415,3.0,0.27883503309167346,0.20783724791056188,0.44715071021425845,1269,1400,3,B,diffdist_t4,0,1400
-0.051215584404720384,-0.0981069580642021,0.04349106289504927,-6.878004244688799,-4.351374626159668,-0.0,0.17814651245144258,3.0,0.1965350661683673,0.1511386533093112,0.6194525284861871,358,1400,3,B,diffdist_t4,0,1400
-0.0919119005756326,-0.15186097640843305,0.035205280788322524,-7.010840181417902,-4.658987045288086,-0.0,0.11514191748595456,3.0,0.2350453994463689,0.18456843841013224,0.5595329505694804,25,1400,3,B,diffdist_t4,0,1400
-0.1578447083987445,-0.22830100730737815,0.022734547597035686,-7.140237318579384,-5.146114826202393,-1.0,0.05950590720866737,9.0,0.2554124636043231,0.21914515148773114,0.5069977994713123,317,1400,3,B,diffdist_t4,1,1400
-0.1068392250620484,-0.16048955170748344,0.004823629702856559,-7.118212064070119,-5.417417526245117,-0.875,-0.04782336264712174,3.0,0.2825983936435682,0.25963614991119277,0.4880448056594591,363,1400,3,B,diffdist_t4,1,1400
-0.03608927427062345,-0.06333072999485803,0.03857616853842956,-6.6914860801363005,-3.945211172103882,-0.0,0.3496744430279687,3.0,0.18186508221950343,0.1873419271371054,0.7053240859166222,459,1400,3,B,diffdist_t4,1,1400
-0.11891769009715424,-0.23401750352152606,0.04564555555484069,-7.138393270321907,-5.346522331237793,-1.0,-0.06815025049528632,3.0,0.2637455701820038,0.19764958652393397,0.48362474080788465,1330,1400,3,B,diffdist_t4,2,1400
